gene_id,gene,locus_tag,gene_title,GSM1080843,GSM1080844,GSM1080845,GSM1080849,GSM1080850,GSM1080851
1759315_s_at,Z3598,Z3598,minor fimbrial subunit,16.87987,14.72329,35.51396,18.52066,17.13749,36.91047
1759316_at,c2564,c2564,hypothetical protein,4.661473,1.442782,1.871824,1.341938,0.3554109,4.831907
1759317_at,c3656,c3656,hypothetical protein,1.560588,1.924201,3.2493,8.293936,1.862846,15.14891
1759318_s_at,c5343,c5343,hypothetical protein,647.4678,754.7799,688.6784,501.1079,742.0894,1006.123
1759319_s_at,Z2310,Z2310,hypothetical protein,14.73377,0.7794692,12.41548,25.95429,27.02271,1.437291
1759321_s_at,yojI,b2211,multidrug transporter membrane component/ATP-binding component,503.2992,783.7479,715.9765,251.5591,646.8281,466.243
1759322_at,glvC,b3683,pseudo,5.868371,2.814137,14.61296,40.14296,42.16571,52.47188
1759323_at,folK,c0175,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase,20.06587,6.559196,1.108713,21.38005,16.70468,11.09309
1759324_s_at,c4442,c4442,hypothetical protein,70.31393,52.59239,68.53514,107.9142,119.9904,196.3466
1759325_at,c2727,c2727,hypothetical protein,7.546674,23.34679,31.17109,41.70632,71.76283,24.42187
1759326_at,c0937,c0937,hypothetical protein,4.589275,2.16594,2.410512,21.99491,6.721019,13.83837
1759327_s_at,Z5142,Z5142,hypothetical protein,16.62307,27.21695,23.59616,8.606985,2.168167,0.685148
1759328_s_at,cadC,b4133,DNA-binding transcriptional activator CadC,122.7089,143.7009,107.8382,78.30587,73.86179,80.01389
1759329_s_at,yeiN,b2165,hypothetical protein,144.5781,98.58653,120.5983,4.250786,9.908497,33.08673
1759330_at,yccE,b1001,uncharacterized protein,10.53381,27.02205,36.52435,62.59727,19.93752,34.85365
1759331_s_at,yccS,b0960,hypothetical protein,257.6078,281.5031,249.1107,213.6063,271.6639,250.7911
1759332_s_at,dacB,b3182,D-alanyl-D-alanine carboxypeptidase/endopeptidase,118.5836,211.9754,190.0408,229.4136,212.2858,218.2199
1759333_s_at,purA,b4177,adenylosuccinate synthetase,10311.76,9724.642,11307.31,2527.263,3622.745,4932.736
1759334_s_at,yjiL,b4334,hypothetical protein,77.44168,60.39757,73.33993,157.3051,164.3537,177.0263
1759335_s_at,yfdV,b2372,transporter YfdV,22.46161,10.96772,21.4552,30.53246,27.87367,49.82499
1759336_at,c4775,c4775,hypothetical protein,1.797273,3.264963,2.475903,6.455193,5.078738,8.82004
1759337_s_at,trpD,b1263,bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferase,209.0286,350.7192,155.0235,35.08727,132.6954,64.17028
1759338_s_at,pbpC,Z3786,penicillin-binding protein 1C,130.4184,172.8016,174.539,47.44648,10.89559,19.54577
1759339_at,oxyS,b4458,ncRNA,101.6335,33.75814,13.94341,7021.892,627.2922,3211.091
1759340_s_at,yohN,ECs2913,hypothetical protein,742.1907,737.4679,949.5059,4031.016,3640.089,2236.065
1759341_s_at,1759341_s_at,,,27.31575,33.43047,42.37696,112.4937,116.8844,53.85494
1759342_s_at,papC,c3590,PapC protein,1.160952,0.6173859,0.5821109,0.8749248,0.6110714,2.470065
1759343_s_at,pepB,c3048,aminopeptidase,945.3185,935.953,867.8821,1047.18,841.5943,804.2242
1759344_s_at,yjiC,Z5923,hypothetical protein,1.998161,1.601089,1.475678,0.7839404,2.385867,6.393446
1759345_s_at,ygcM,b2765,6-pyruvoyl tetrahydrobiopterin synthase,1258.837,2263.308,995.7689,2810.176,3286.478,2375.069
1759346_s_at,c2388,b1970,transthyretin-like protein,1038.661,1009.563,758.9933,2412.719,928.6891,865.3751
1759347_s_at,yqfB,b2900,hypothetical protein,1684.218,1492.518,1571.151,2712.743,2290.789,1885.204
1759348_s_at,1759348_s_at,,,68.06796,109.8692,175.9274,73.9405,120.1368,74.35723
1759349_s_at,Z2263,Z2263,Rhs element protein,0.8892861,1.784431,7.68445,2.015665,1.027837,1.470728
1759350_s_at,c0427,Z0391,hypothetical protein,4.134943,0.7131822,1.287469,1.840715,1.655588,1.724137
1759351_s_at,xisW,Z1425,excisionase,7.82493,0.1886894,0.6651905,0.5355815,2.804848,0.8954289
1759352_s_at,rplP,b3313,50S ribosomal protein L16,3593.964,3752.337,3759.834,9406.217,6377.17,10826.72
1759353_at,c0290,c0290,hypothetical protein,13.28887,3.175479,4.237781,18.6479,21.81852,23.6033
1759354_at,yihW,c4824,transcriptional regulator YihW,12.11276,9.415608,0.5179067,5.534687,14.253,32.32447
1759355_s_at,1759355_s_at,,,48.91095,41.90291,48.14428,164.4255,148.4978,145.5632
1759356_at,afuC,b0262,CP4-6 prophage; putative ferric transporter subunit,19.97805,19.9265,23.54542,36.89668,47.22164,53.25743
1759357_at,potG,c0988,putrescine transporter ATP-binding subunit,32.49578,33.94152,36.8711,44.49133,29.61278,18.51176
1759358_s_at,c1406,c1406,hypothetical protein,90.15388,19.0239,42.54833,186.1956,188.253,269.0885
1759359_at,ebgA,c3833,cryptic beta-D-galactosidase subunit alpha,1.885865,1.474831,1.575293,1.921932,23.16772,4.250502
1759360_s_at,1759360_s_at,,,16.1899,27.48858,34.74078,53.38554,54.88367,76.78883
1759361_s_at,1759361_s_at,,,8.268171,8.764877,14.62425,2.029937,14.41297,13.94035
1759362_s_at,c3925,c3925,hypothetical protein,14.30761,58.0721,63.60569,80.75724,109.2516,119.649
1759363_s_at,Z3626,Z3626,sucrose specific transcriptional regulator,4.988535,10.72927,27.63247,9.923069,17.67679,23.53228
1759364_s_at,Z4171,b2850,hypothetical protein,3.196899,0.2348627,11.08564,0.4939294,1.514847,2.661243
1759365_s_at,1759365_s_at,,,4.739377,13.77211,12.65477,39.52882,24.89257,9.24351
1759366_at,c4497,c4497,glucosidase,1.28548,1.731551,11.21708,2.491995,3.157503,1.540545
1759367_at,ybgP,b0717,putative periplasmic pilin chaperone,19.35749,25.65582,10.09779,33.35234,61.89461,64.81652
1759368_s_at,smf,b3285,DNA recombination-mediator A family protein,4391.558,4609.975,3583.659,5627.389,5662.676,5818.796
1759369_at,ECs5422,ECs5422,hypothetical protein,1.042593,1.543582,1.558717,9.109308,2.835677,17.96606
1759370_s_at,1759370_s_at,,,294.4971,709.614,1158.61,268.4079,235.1329,379.5312
1759371_s_at,1759371_s_at,,,91.37933,177.0108,171.8534,161.8976,202.4728,187.6078
1759372_at,c2471,c2471,hypothetical protein,27.03049,1.966375,10.67575,32.8633,17.12109,0.7630674
1759373_s_at,1759373_s_at,,,150.1349,164.2097,148.2508,56.01538,91.4549,100.5117
1759374_s_at,cyoB,b0431,cytochrome o ubiquinol oxidase subunit I,1454.634,1887.56,931.6791,520.535,511.1172,644.5377
1759375_s_at,1759375_s_at,,,1.435872,4.762156,7.086904,8.168422,0.4302911,1.301792
1759376_s_at,yihD,b3858,hypothetical protein,3334.861,2730.606,3006.021,2539.489,1488.18,849.1697
1759377_s_at,1759377_s_at,,,16.95302,3.909016,1.916136,38.31638,33.11338,64.42204
1759378_s_at,ECs5420,Z1839,hypothetical protein,0.4970851,1.043625,0.7863375,5.981711,11.20665,24.19399
1759379_s_at,dsbA,b3860,periplasmic protein disulfide isomerase I,793.7524,1056.677,710.3298,1917.786,2105.605,1242.713
1759380_s_at,1759380_s_at,,,9.560709,6.746901,14.07874,15.26447,19.3146,2.463331
1759381_s_at,1759381_s_at,,,324.2619,405.3434,402.2748,895.9781,1759.064,1802.235
1759382_s_at,mrp,b2113,ATPase,4122.664,4512.908,3681.84,5276.871,6319.11,4516.962
1759383_s_at,hybD,b2993,hydrogenase 2 maturation endopeptidase,409.2675,394.0328,459.5144,664.5395,571.0525,740.9453
1759384_s_at,creB,b4398,DNA-binding response regulator CreB,384.9806,360.8495,443.9925,485.9007,339.211,451.2981
1759385_s_at,Z0898,Z0898,hypothetical protein,9.894599,0.9318709,3.044726,10.19755,1.669781,17.46631
1759386_x_at,hisL,Z3180,his operon leader peptide,50.6378,19.62328,10.10115,153.6288,67.02499,29.50268
1759387_s_at,rfaF,b3620,ADP-heptose:LPS heptosyltransferase II,1860.922,1538.796,1815.273,490.2715,460.3249,434.337
1759388_at,c4656,c4656,hypothetical protein,52.92346,58.02611,97.27419,67.5899,51.51787,89.74221
1759389_s_at,mtlR,b3601,mannitol repressor protein,2106.605,1741.922,2105.718,862.1349,1496.719,1495.801
1759390_s_at,yahE,b0319,hypothetical protein,35.35742,22.05884,29.01425,44.07561,27.33617,58.10715
1759391_s_at,1759391_s_at,,,24.81152,10.26105,13.49996,21.64396,10.99619,4.834993
1759392_at,1759392_at,,,4.717437,16.19252,21.14014,43.48174,5.496019,33.94283
1759393_s_at,hscB,b2527,co-chaperone HscB,390.0188,793.5834,586.23,1156.74,1473.051,1710.178
1759394_s_at,Z1652,Z1212,hypothetical protein,0.996546,11.30899,9.097121,11.38194,2.525541,25.72448
1759395_s_at,dppA,b3544,periplasmic dipeptide transport protein,25338.86,17256.9,20446.33,1259.749,771.9127,1206.062
1759396_at,ydbK,c1823,pyruvate-flavodoxin oxidoreductase,36.98856,33.09794,34.47804,20.34558,15.25856,46.6229
1759397_at,ycjW,c1792,transcriptional regulator YcjW,28.44186,11.41561,12.76358,4.354028,0.7792522,9.069763
1759398_s_at,Z3348,Z3348,hypothetical protein,1.263754,1.044827,0.7426799,1.123066,0.5227551,1.506231
1759399_s_at,yfiH,b2593,hypothetical protein,808.0892,887.5517,1010.727,297.0811,431.6494,483.6936
1759400_s_at,yehR,b2123,lipoprotein yehR,50.96737,36.31518,37.00912,57.7257,158.8081,95.15192
1759401_at,c0428,c0428,hypothetical protein,6.759789,3.536584,5.538327,12.35528,5.230652,6.074428
1759402_s_at,Z5113,Z5113,hypothetical protein,9.168857,1.573298,1.825751,3.853849,3.65969,4.75184
1759403_s_at,c1209,c0348,hypothetical protein,1.381805,0.9738141,0.8643843,1.514396,1.404238,2.139868
1759404_s_at,c1463,c1463,hypothetical protein,57.07412,45.27942,49.40383,140.2711,293.862,469.0888
1759405_s_at,1759405_s_at,,,39.84603,45.10372,38.16816,108.152,124.1095,166.071
1759406_s_at,speF,Z0839,ornithine decarboxylase,1.296171,1.282801,4.532745,11.06164,1.445158,28.00131
1759407_s_at,yhbX,b3173,outer-membrane protein yhbX,18.18097,18.7341,35.87862,46.25123,44.87713,47.78804
1759408_s_at,mipB,b0825,fructose-6-phosphate aldolase,190.3334,121.62,149.2744,175.5033,158.6945,147.1566
1759409_s_at,Z2241,Z2241,hypothetical protein,12.518,9.674542,0.986059,1.580456,2.598744,1.222369
1759410_s_at,eutE,c2980,ethanolamine utilization protein EutE,38.70165,28.28428,37.85765,47.85098,46.12648,85.66306
1759411_at,hrpB,b0148,putative ATP-dependent helicase,155.1346,148.7183,186.8243,123.5259,144.0806,206.655
1759412_at,sfaD,c1240,minor F1C fimbrial subunit,0.832049,17.4162,6.852687,1.671173,3.593019,17.26574
1759413_at,cysU,c2958,sulfate/thiosulfate transporter subunit,12.83097,57.78496,55.84174,47.77399,36.43306,47.912
1759414_s_at,chpR,b2783,antitoxin MazE,1703.083,1751.04,2478.644,1993.167,2309.05,3223.577
1759415_at,Z6017,Z6017,transposase,28.3017,11.48911,28.23901,9.022362,5.269103,47.53506
1759416_s_at,Z3347,Z3347,hypothetical protein,1.404051,0.4032205,0.3294688,0.5685629,0.5700189,0.7268371
1759417_at,arpA,b4017,ankyrin repeat protein,9.988296,16.63752,13.85756,14.09393,11.88823,17.36726
1759418_at,ydaS,b1357,Rac prophage; putative DNA-binding transcriptional regulator,52.94388,47.24377,42.00705,179.4888,141.6143,79.62525
1759419_at,yadK,c0167,hypothetical protein,8.612047,0.3407117,17.37156,2.529369,1.086308,2.168708
1759420_s_at,Z3314,Z3314,tail component of prophage CP-933V,5.898435,6.390397,27.34925,24.52258,40.47277,19.15615
1759421_s_at,slyB,b1641,outer membrane lipoprotein slyB,19883.36,14205.2,15144.7,29489.09,27347.29,35855.4
1759422_at,yjdB,c5119,cell division protein,6.035439,30.12582,10.18349,13.3212,7.778576,25.65289
1759423_x_at,Z1346,Z1346,hypothetical protein,21.6805,43.65989,24.3651,28.98135,30.91125,39.12035
1759424_at,c3407,c3407,Beta-cystathionase,14.45295,1.895217,5.449585,0.7656466,2.911915,1.787336
1759425_s_at,pcnB,b0143,poly(A) polymerase,1695.335,2472.278,2281.713,604.1699,929.9515,1024.653
1759426_at,yfjM,b2629,CP4-57 prophage; uncharacterized protein,29.87358,17.41795,23.45805,35.82027,54.89451,117.1013
1759427_s_at,c1089,c1089,hypothetical protein,2798.343,2065.826,2728.235,1637.526,2157.932,2722.795
1759428_s_at,dsbE,b2195,Thiol:disulfide interchange protein dsbE,327.0832,350.9154,397.6128,91.85154,77.3236,202.0083
1759429_s_at,feoB,b3409,ferrous iron transport protein B,4395.719,2484.739,4761.663,189.0374,310.759,282.1063
1759430_s_at,yigB,b3812,flavin mononucleotide phosphatase,348.228,398.1537,417.0015,2.678639,38.10172,21.71387
1759431_s_at,mtlA,c4416,"PTS system, mannitol-specific IIABC component",1055.962,757.5381,1344.689,266.6363,256.022,213.1147
1759432_s_at,tesB,b0452,acyl-CoA thioesterase,236.4963,258.2977,277.9325,522.4329,798.7588,583.536
1759433_s_at,1759433_s_at,,,7592.738,8370.621,6327.247,3812.714,4331.676,2732.457
1759434_s_at,ilvH,b0078,acetolactate synthase 3 regulatory subunit,474.7337,540.5027,474.8734,37.48235,78.7569,81.81275
1759435_at,yieH,b3715,phosphoenolpyruvate and 6-phosphogluconate phosphatase,607.24,650.6083,663.7321,1370.937,1673.456,1271.528
1759436_at,c5132,c5132,hypothetical protein,50.92136,30.82117,59.21658,96.14634,71.6135,99.75739
1759437_s_at,nfrA,b0568,"bacteriophage N4 receptor, outer membrane subunit",46.40514,50.52183,89.97505,67.80918,123.4219,126.1787
1759438_s_at,nuoA,b2288,NADH dehydrogenase subunit A,10090.05,8980.77,9706.963,2245.883,1850.855,2189.777
1759439_at,ryhB,b4451,ncRNA,3892.926,1704.151,1687.528,202.3707,290.9059,344.4569
1759440_at,yncD,b1451,putative iron outer membrane transporter,220.1743,439.1801,253.9919,93.86351,110.066,197.649
1759441_s_at,1759441_s_at,,,1.88425,0.7419577,2.186137,27.43164,38.21626,21.16663
1759442_at,ybdO,c0691,transcriptional regulator YbdO,1.802,18.2471,16.05336,3.621031,1.351335,20.74462
1759443_s_at,manC,Z3195,mannose-1-phosphate guanylyltransferase,7.394485,2.080471,1.659851,1.807345,3.303256,25.4523
1759444_at,c3243,c3243,hypothetical protein,1.177882,4.576859,1.58732,4.344069,3.539469,20.92777
1759445_s_at,c3734,b2997,hydrogenase 2 small subunit,386.4676,116.1233,155.1956,266.8599,242.628,240.3802
1759446_s_at,rhsA,Z5485,rhsA protein in rhs element,54.7701,26.28517,43.53147,60.69027,118.0241,238.824
1759447_s_at,1759447_s_at,,,11.91286,8.686883,2.433615,51.5538,22.28546,4.907541
1759448_at,ybeW,c2164,chaperone protein hscC,0.5643664,7.803912,1.005528,3.687084,2.547511,1.490529
1759449_at,ygiE,c3789,zinc transporter ZupT,57.57315,49.74245,85.51709,50.26867,29.34537,25.13438
1759450_s_at,c0259,Z4340,hypothetical protein,7.577865,21.85019,19.68165,19.34711,30.58825,38.18961
1759451_s_at,yjfZ,b4204,hypothetical protein,2.161077,10.35501,0.7257203,44.52135,46.64458,76.85487
1759452_at,c2498,c2498,hypothetical protein,13.54422,8.399566,7.959363,2.496246,3.398439,8.674239
1759453_at,c4484,c4484,aldolase,27.93502,20.19258,2.558608,26.72661,18.62705,5.696447
1759454_s_at,ybbZ,b0514,glycerate kinase II,93.74364,57.36957,77.34489,73.06261,37.53683,102.1221
1759455_at,cysN,b2751,"sulfate adenylyltransferase, subunit 1",6844.765,7523.724,2451.994,3222.011,2625.278,2534.802
1759456_at,ECs4656,ECs4656,hypothetical protein,10.05615,0.6479076,0.9359462,2.729298,13.17103,1.295004
1759457_at,c1890,c1890,hypothetical protein,1.15409,9.080609,5.777673,1.221277,4.008997,1.859547
1759458_s_at,Z1932,Z1932,hypothetical protein,19.82756,0.8252817,0.8698309,8.988325,1.562523,9.156476
1759459_s_at,yqiA,b3031,esterase,863.4267,919.9526,1272.741,565.7671,568.4635,792.4503
1759460_s_at,Z1816,Z1816,hypothetical protein,1.582767,1.120111,2.924515,1.643548,1.736587,22.32908
1759461_s_at,glnQ,Z1031,glutamine ABC transporter ATP-binding protein,0.9339672,1.355122,1.100489,2.364839,1.23906,2.307014
1759462_s_at,yadC,Z0146,fimbrial protein,8.945439,9.85183,1.714421,3.523749,1.530601,5.115178
1759463_at,c4550,c4550,hypothetical protein,1.338265,4.041264,1.484778,30.26272,3.050688,11.1158
1759464_x_at,c1561,c1561,lambdoid prophage DLP12 lysis protein S,43.63264,56.97878,64.73475,14.17584,14.8577,4.46466
1759465_at,ECs4995,ECs4995,hypothetical protein,1.863502,1.757661,8.030255,7.451634,20.94893,25.54739
1759466_at,livK,c4248,leucine-specific binding protein,57.92019,52.20089,54.1601,59.5707,61.53376,47.57338
1759467_s_at,ynhA,b1679,cysteine desufuration protein SufE,131.1563,153.0271,159.6224,8.230582,21.71848,38.08409
1759468_at,ydaT,b1358,Rac prophage; uncharacterized protein,58.76107,62.27813,56.98753,82.7319,92.8795,81.5367
1759469_s_at,1759469_s_at,,,1.955418,1.139967,5.093396,1.094348,9.065047,9.381533
1759470_s_at,bglB,b3721,6-phospho-beta-glucosidase,7.301206,38.81372,72.85682,39.47158,36.06411,52.81708
1759471_s_at,yijP,b3955,hypothetical protein,201.2927,225.9581,134.5668,82.15392,43.44726,36.16875
1759472_s_at,sepQ,Z5116,hypothetical protein,1.821019,0.7558893,0.7821827,4.220584,1.619961,6.916017
1759473_s_at,yedO,c2333,D-cysteine desulfhydrase,2554.262,2398.807,2279.787,2589.769,3155.258,2341.235
1759474_at,ptsA,c4906,phosphoenolpyruvate-protein phosphotransferase ptsA,2.106072,2.542548,2.130198,12.96114,3.867651,4.851676
1759475_at,c4860,c4860,hypothetical protein,1.186562,3.644739,0.4375277,0.3298576,1.71802,9.207792
1759476_at,c3045,c3045,hypothetical protein,5.81663,17.96692,6.463604,17.48248,21.30193,2.131732
1759477_s_at,yfaU,Z3503,aldolase,209.2724,267.3445,259.1953,258.613,228.338,258.371
1759478_at,yjbM,b4048,uncharacterized protein,1.028635,11.47137,23.43338,5.139468,17.73095,5.555354
1759479_s_at,c5198,c5198,hypothetical protein,0.3363416,0.3262944,1.486032,3.091831,1.903713,2.675757
1759480_s_at,1759480_s_at,,,540.8193,346.2159,439.7769,463.2457,453.6391,320.3815
1759481_at,nanK,b3222,N-acetylmannosamine kinase,157.4763,117.41,138.6273,107.7625,82.01967,110.9013
1759482_at,focG,c1244,F1C minor fimbrial subunit protein G presursor,1.414792,0.457741,0.5232629,2.192898,6.308201,13.07217
1759483_at,c4557,c4557,hypothetical protein,2.243905,0.8185691,1.063579,11.63274,1.517134,2.542251
1759484_at,c1416,c1416,hypothetical protein,0.87376,0.1920878,0.07642425,1.101386,0.9794959,5.930167
1759485_s_at,yrfD,b3395,hypothetical protein,26.94809,60.73546,75.39267,94.16084,51.421,84.31804
1759486_s_at,1759486_s_at,,,29.84828,19.24288,23.87059,21.56335,42.80953,63.42484
1759487_at,ilvA,c4694,threonine dehydratase,3.285023,2.924423,1.455445,2.392702,1.599729,6.109456
1759488_at,c1176,c1176,hypothetical protein,1.645037,1.134303,1.609167,2.488008,2.104319,7.219877
1759489_s_at,Z0317,Z0317,tail fiber protein from prophage CP-933H,1.331967,3.987929,4.759189,16.89672,3.13736,24.02671
1759490_s_at,hns,b1237,global DNA-binding transcriptional dual regulator H-NS,13648.21,11435.49,10461.23,24359.18,20341.18,24772.19
1759491_s_at,Z2265,b1454,transferase,206.3061,186.1062,199.5895,32.83519,72.00457,53.75876
1759492_s_at,Z0894,Z0894,hypothetical protein,3.42091,26.82781,18.30543,19.76003,14.44897,12.23904
1759493_s_at,hyfB,b2482,hydrogenase 4 subunit B,28.94035,27.93014,41.87605,46.22113,52.51911,57.33696
1759494_s_at,ycfR,b1112,hypothetical protein,69.70502,77.09848,44.22197,6112.99,5597.454,9039.253
1759495_s_at,1759495_s_at,,,8.276226,14.09913,12.02084,14.06004,38.89532,44.15634
1759496_s_at,yhbS,b3156,acetyltransferase YhbS,7906.856,5063.323,7155.028,12919.76,10958.67,10481.32
1759497_s_at,c1862,c1862,hypothetical protein,441.2849,521.3365,608.8817,285.1616,473.5927,399.5222
1759498_s_at,xthA,Z2781,exonuclease III,17.42894,1.931829,15.49039,4.313258,16.95784,32.2112
1759499_at,tsx,c0521,nucleoside-specific channel-forming protein tsx,11.37535,7.08955,4.068079,3.180648,12.51446,5.176953
1759500_s_at,c3736,b2999,hypothetical protein,135.8049,174.6632,195.1989,100.7229,68.03619,55.94678
1759501_s_at,yegE,Z3235,sensor protein,459.8179,838.1269,709.2122,351.4399,474.3672,504.0006
1759502_s_at,1759502_s_at,,,280.5852,277.3199,349.4451,301.2269,452.5259,367.4548
1759503_at,zntA,c4262,zinc/cadmium/mercury/lead-transporting ATPase,8.235359,7.534611,12.85312,11.79524,4.908944,3.353341
1759504_s_at,ECs5486,Z3516,4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE,2095.177,2356.787,1624.714,178.1575,205.9315,199.7181
1759505_at,c4539,c4539,hypothetical protein,1.924718,5.680268,1.187526,6.35366,1.066685,4.386261
1759506_s_at,1759506_s_at,,,4.662381,12.98634,29.09318,66.96523,52.04037,67.44968
1759507_at,wzzB,c2554,chain length determinant protein,0.5650215,1.142288,0.83153,0.5716028,0.6890098,0.6628653
1759508_at,ycfT,c1390,hypothetical protein,27.54302,7.046211,7.49911,3.789182,29.85382,43.77762
1759509_s_at,Z4357,b3004,hypothetical protein,1335.054,1361.187,1675.81,522.0419,806.7365,1033.364
