gene_id,gene,locus_tag,gene_title,GSM1080843,GSM1080844,GSM1080845,GSM1080849,GSM1080850,GSM1080851
1764196_s_at,Z3508,b2250,hypothetical protein,381.4951,317.7538,375.9636,1060.913,1377.719,1060.503
1764198_s_at,c3957,b3197,D-arabinose 5-phosphate isomerase,2018.442,2129.971,2674.447,2489.495,1647.569,2269.088
1764199_s_at,ECs5391,ECs5391,hypothetical protein,11203.91,9182.514,13155.46,1915.932,2662.467,2073.382
1764200_s_at,ybjE,b0874,hypothetical protein,93.74197,368.4981,207.2245,162.6305,141.9161,171.983
1764201_s_at,1764201_s_at,,,1658.138,1717.139,1339.002,1479.522,1333.732,1365.135
1764202_s_at,fnr,b1334,fumarate/nitrate reduction transcriptional regulator,8203.025,9695.175,9169.996,17027.42,21434.54,18496.68
1764203_s_at,hycB,Z4032,"small subunit of hydrogenase-3, iron-sulfur protein (part of formate hydrogenlyase (FHL) complex)",0.9574135,1.020998,0.7626683,5.493849,1.59855,4.546769
1764204_s_at,zntR,b3292,zinc-responsive transcriptional regulator,742.4459,789.1713,744.7612,5805.725,2618.561,2468.164
1764205_s_at,moeB,Z1049,molybdopterin biosynthesis protein MoeB,925.1638,1489.688,945.0393,907.2123,876.42,1419.132
1764206_s_at,yfgJ,b2510,DUF1407 family protein,1485.161,1454.908,1326.413,713.3979,914.5831,1224.636
1764207_s_at,eutD,b2458,phosphotransacetylase,54.68502,58.27555,51.39649,50.83263,42.89936,29.073
1764208_at,ECs1218,ECs1218,hypothetical protein,10.1267,9.632349,1.436467,9.630804,2.276017,5.149773
1764209_s_at,yffH,b2467,hypothetical protein,2763.574,2032.109,1636.275,636.9786,1052.201,787.4785
1764210_s_at,agaI,b3141,galactosamine-6-phosphate isomerase,25.30079,29.34013,44.13357,54.19625,41.70907,31.84839
1764211_s_at,ypdC,b2382,transcriptional regulator YpdC,743.9222,894.9307,1274.341,216.0086,312.9497,219.8571
1764212_s_at,Z1089,Z1089,sulfatase,1.174977,0.413739,1.768451,7.992451,2.523575,1.164272
1764213_at,c4017,c4017,ribose ABC transporter,2.134005,11.12963,16.31878,27.6093,17.50201,61.70183
1764214_s_at,1764214_s_at,,,4.114805,1.891723,0.9467738,2.863018,0.9223211,26.16788
1764215_s_at,c4431,c4431,hypothetical protein,116.541,67.00906,75.58339,79.29224,67.41422,95.00262
1764216_x_at,c4552,c4552,transposase insC,1.992867,1.800836,1.420939,2.061333,0.9633739,8.031932
1764217_s_at,c1074,c1074,hypothetical protein,79.3498,170.0226,115.5618,205.4114,201.9869,208.2016
1764218_s_at,1764218_s_at,,,1.900641,9.203325,17.4706,26.6505,17.74634,1.633322
1764219_s_at,ydjC,Z2763,hypothetical protein,2.212751,1.229494,1.015751,6.418633,1.380351,4.556219
1764220_s_at,1764220_s_at,,,20.30389,41.12787,91.63721,37.29893,27.99808,33.8578
1764221_at,usg,c2864,semialdehyde dehydrogenase,42.91641,41.30878,27.60921,6.061575,22.84864,6.068188
1764222_at,c4486,c4486,"PTS system, fructose-like-2 IIB component 1",0.5657139,0.4077246,0.5045395,2.593786,0.9265524,4.123784
1764223_s_at,1764223_s_at,,,288.3225,402.5891,616.4346,723.3311,588.8299,973.2524
1764224_at,c5029,c5029,transporter,6.241678,1.747068,1.519338,4.981279,6.051428,6.884914
1764225_at,ygiZ,b3027,inner membrane protein,31.3136,34.1119,45.83494,44.88392,40.94357,64.7041
1764226_s_at,yibN,b3611,hypothetical protein,2743.929,2915.944,2360.811,4946.907,4423.997,3337.565
1764227_at,yaeF,c0234,hypothetical protein,2.405069,3.65722,5.093114,16.37826,0.8687649,4.900383
1764228_at,yqiK,b3051,"PHB family membrane protein, function unknown",34.49949,30.71103,39.88881,15.77879,38.05511,35.6859
1764229_s_at,gabP,b2663,gamma-aminobutyrate transporter,129.9757,68.0852,70.86698,7.813509,23.71469,6.826472
1764230_s_at,ychJ,b1233,hypothetical protein,3458.415,3866.055,3260.929,2098.463,2569.938,1914.992
1764231_at,1764231_at,,,9.508751,0.2068907,7.559783,0.9974018,5.72886,0.6815578
1764232_at,yjiE,c5407,DNA-binding transcriptional regulator,53.15416,62.35521,74.63333,41.72262,27.05041,47.67374
1764233_at,ECs1391,ECs1391,DNA binding protein,14.15627,4.301527,3.492141,2.107744,22.25435,7.870295
1764234_s_at,brnQ,b0401,branched chain amino acid ABC transporter carrier protein,1582.997,1919.117,1948.39,1598.468,1206.905,1410.01
1764235_s_at,1764235_s_at,,,1.679958,18.69922,29.77729,15.97634,15.60722,5.917392
1764236_s_at,c1505,c1505,hypothetical protein,5.614365,17.91734,33.78719,2.819552,8.898852,8.98737
1764237_s_at,ybhC,b0772,pectinesterase,801.1137,1140.348,1008.795,167.7143,121.2518,85.24858
1764238_at,ECs1199,ECs1199,antirepressor protein,4.299099,4.236215,3.250139,3.23399,2.881591,4.063119
1764239_s_at,ispH,b0029,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,713.3606,875.0939,762.4874,193.263,134.5271,226.1015
1764240_s_at,talA,b2464,transaldolase A,630.9103,431.4352,403.6269,122.5267,121.7421,70.64671
1764241_s_at,fliD,b1924,flagellar capping protein,5175.872,5317.52,5467.53,1409.793,2510.579,1143.687
1764242_s_at,trpD,Z2548,bifunctional glutamine amidotransferase/anthranilate phosphoribosyltransferase,21.06499,1.312676,4.280672,39.16966,16.01683,31.10267
1764243_s_at,modA,c0840,molybdate transporter periplasmic protein,4079.284,2691.819,3163.207,17753.08,16092.89,16079.51
1764244_s_at,1764244_s_at,,,1.899854,7.78297,4.340506,4.239337,2.062951,16.12875
1764245_s_at,yfaS,b2227,pseudo,166.2387,162.3207,165.0931,167.5051,189.0941,202.2129
1764246_at,yfdL,b2355,pseudo,5.226987,35.90063,38.3569,63.77431,32.79669,27.65162
1764247_s_at,ais,b2252,Ais protein,2911.616,5101.852,3042.986,655.4807,433.0265,234.1175
1764248_s_at,eaeH,Z0375,adhesin,11.00448,5.381881,3.23715,7.494669,21.03164,25.91571
1764249_at,ygcG,b2778,"TPM domain protein, putative phosphatase",19.71941,15.74712,22.33367,19.64272,24.35383,42.59553
1764250_s_at,1764250_s_at,,,399.6323,645.9886,1438.666,936.1061,769.735,517.8455
1764251_s_at,ampD,b0110,N-acetyl-anhydromuranmyl-L-alanine amidase,1010.592,950.2661,1040.264,655.0367,466.2708,404.7419
1764252_at,1764252_at,ECs0701,,87.25476,69.21726,140.6766,193.7599,271.8676,427.9692
1764253_s_at,gapA,b1779,glyceraldehyde-3-phosphate dehydrogenase,16441.15,10258.62,13652.26,15167.4,9287.756,10764.71
1764254_s_at,aroF,b2601,phospho-2-dehydro-3-deoxyheptonate aldolase,381.7335,493.0107,438.0393,1235.752,1707.593,3017.054
1764255_s_at,Z1855,Z1855,hypothetical protein,1.801933,8.359629,5.409302,3.629463,4.176854,9.94398
1764256_at,c0396,c0396,insertion element IS1 1/2/3/5/6 protein insA,29.64779,1.764514,24.82157,22.21203,7.502662,31.26471
1764257_s_at,ydjG,b1771,oxidoreductase ydjG,293.5634,213.3937,214.909,182.8652,287.4508,308.1015
1764258_s_at,yeiB,c2687,hypothetical protein,455.8581,932.5452,819.1426,152.4308,209.9992,243.175
1764259_s_at,plsB,b4041,glycerol-3-phosphate acyltransferase,842.0965,1186.636,839.5999,223.9533,214.8264,256.6802
1764260_s_at,yceE,Z1688,hypothetical protein,10.57389,33.26325,6.36972,30.2762,28.80706,8.257823
1764261_s_at,1764261_s_at,,,785.8044,289.5909,346.1045,705.6619,903.1096,704.5776
1764262_s_at,lolA,b0891,outer-membrane lipoprotein carrier protein,2756.535,2408.237,2243.014,866.4462,885.3939,913.6624
1764263_s_at,1764263_s_at,,,27.96652,40.6953,28.9047,84.82409,74.45116,108.1497
1764264_s_at,Z4193,Z4193,type III secretion apparatus protein,0.7461261,0.2920247,1.430957,0.8187537,0.6395782,12.69565
1764265_s_at,yadD,b0132,hypothetical protein,54.091,69.02609,96.39366,96.26596,115.2243,188.8044
1764266_s_at,1764266_s_at,,,200.3901,79.69163,151.4565,88.88616,125.7556,137.1112
1764267_s_at,1764267_s_at,,,18.58053,65.751,111.7346,49.47912,79.09942,50.0841
1764268_at,sibD,b4447,ncRNA,3459.826,3587.849,4511.563,20238.19,8538.139,6253.057
1764269_s_at,Z1923,Z1923,hypothetical protein,12.39791,0.8213987,0.3644066,0.4249415,6.254414,1.028199
1764270_s_at,Z0324,Z0324,integrase for prophage CP-933I,1.903482,1.277979,0.7698078,6.997212,5.375605,1.313629
1764271_s_at,yhiV,b3514,transport system permease,48.13021,60.93529,71.42605,53.58524,130.2452,111.4436
1764272_s_at,guaC,b0104,guanosine 5'-monophosphate oxidoreductase,3953.196,2984.171,3694.835,759.8397,1357.645,1247.151
1764273_at,c5039,c5039,lactate dehydrogenase,4.174813,4.385965,3.773239,2.368932,3.785395,18.13209
1764274_s_at,ymdA,b1044,hypothetical protein,3630.778,4635.022,3196.881,5045.409,4850.817,2668.45
1764275_s_at,Z6039,Z1368,structural component of cryptic prophage CP-933P,4.259403,2.778275,1.104362,17.93478,4.015288,47.27798
1764276_s_at,c2749,c2749,hypothetical protein,0.3529573,0.0581092,0.3305514,0.3305714,0.06769858,0.2088016
1764277_s_at,1764277_s_at,,,39.02251,19.90511,36.73732,89.58812,76.92934,88.99791
1764278_s_at,yhgE,Z4756,transport,1.075942,0.5086224,0.4970655,0.8922029,0.5062973,1.700913
1764279_s_at,mgtA,b4242,magnesium-transporting ATPase MgtA,911.9158,1574.214,741.3489,14219.72,11969.92,14380.83
1764280_s_at,yhgG,b3410,hypothetical protein,2078.208,1110.423,2079.078,155.3456,160.2319,159.0277
1764281_s_at,nusB,b0416,transcription antitermination protein NusB,2299.904,2857.289,2573.244,2504.51,1568.454,2547.931
1764282_s_at,1764282_s_at,,,86.3033,79.2777,107.0492,185.0529,157.4466,158.3404
1764283_s_at,ECs5540,Z5148,hypothetical protein,30.91146,26.92167,9.645366,47.6573,34.48919,24.17249
1764284_at,1764284_at,,,1.403265,2.263667,1.447677,4.159838,1.414069,2.710542
1764285_s_at,tas,b2834,aldo-keto reductase,2209.147,2207.036,1987.502,1253.303,895.8544,675.7404
1764286_at,c1222,c1222,hypothetical protein,1.2085,0.7713268,3.848674,14.63383,2.191568,1.28113
1764287_s_at,Z2242,b1470,hypothetical protein,3.764616,17.3947,13.36887,6.013594,1.62462,27.2356
1764288_s_at,Z4875,Z4875,phosphotransferase system enzyme subunit,55.7814,6.598075,10.82274,73.54213,49.9098,82.16726
1764289_s_at,Z2969,Z2969,hypothetical protein,4.99443,20.52098,3.179926,47.83577,4.061595,15.35072
1764290_s_at,ydeQ,b1502,fimbrial-like protein ydeQ,34.92932,85.16908,57.9224,136.6649,189.3728,148.1596
1764291_s_at,c1166,Z1121,hypothetical protein,1.659913,0.4155067,0.4829871,11.66607,3.140748,1.371243
1764292_s_at,yceB,b1063,hypothetical protein,563.0086,764.1968,709.4261,351.4807,442.4379,322.4316
1764293_s_at,yqjD,b3098,hypothetical protein,17720.25,11769.88,12772.24,7482.43,6903.526,5989.547
1764294_s_at,macA,b0878,macrolide transporter subunit MacA,393.0807,327.4671,375.1687,125.7842,195.4939,232.745
1764295_s_at,cspD,b0880,stationary phase/starvation inducible regulatory protein CspD,6885.09,5107.458,7937.593,4679.243,4493.412,7044.902
1764296_s_at,1764296_s_at,,,38.70771,62.26624,65.88824,99.67351,102.7707,195.9518
1764297_s_at,cchA,b2457,ethanolamine utilization protein EutM,414.8459,368.0815,289.1129,179.1608,149.2998,166.8999
1764298_s_at,Z2280,b1439,multifunctional transcriptional regulator/ABC transporter ATP-binding protein,141.4593,152.3525,251.5194,136.1632,248.2289,226.4947
1764299_s_at,Z2175,Z2175,hypothetical protein,15.55161,18.04984,13.62799,11.69194,12.0731,6.574865
1764300_at,c3841,c3841,hypothetical protein,0.4082268,0.3471943,0.5244418,0.9422596,5.535816,2.426816
1764301_s_at,1764301_s_at,,,46.6768,45.68884,27.75669,75.19249,55.28935,56.55883
1764302_s_at,Z1338,Z1338,replication protein,1.832757,0.6460862,1.905853,7.961566,27.03037,7.525457
1764303_s_at,yrbK,b3199,hypothetical protein,1572.612,1558.444,1518.421,1374.678,1404.801,1828.172
1764304_at,Z4090,Z4090,hypothetical protein,8.665263,0.7817808,0.6600018,11.24217,2.256756,4.171711
1764305_s_at,c2931,b2392,manganese transport protein MntH,2229.107,3184.986,3759.774,226.2537,419.3194,464.3878
1764306_s_at,rnpA,b3704,ribonuclease P,1147.194,3084.125,2297.539,7529.194,8180.519,8081.813
1764307_at,c2610,c2610,hypothetical protein,4.348552,1.540079,2.303703,16.03378,15.03962,4.490918
1764308_at,c2413,c2413,hypothetical protein,8.46539,3.575516,1.03895,3.899952,18.08666,3.410834
1764309_s_at,yeaI,Z2825,hypothetical protein,8.393065,5.706004,18.77324,46.41507,65.29642,78.77456
1764310_at,gutQ,c3262,D-arabinose 5-phosphate isomerase,15.07225,1.672944,19.55362,22.84898,14.44931,13.01472
1764311_s_at,rpoC,b3988,DNA-directed RNA polymerase subunit beta',4631.146,4117.369,4497.292,948.0076,882.5598,1192.138
1764312_at,ECs4978,ECs4978,hypothetical protein,4.541214,0.8059841,2.020326,3.600713,4.377987,9.050635
1764313_s_at,1764313_s_at,,,31.77175,48.74554,20.57823,13.67779,5.806677,43.82187
1764314_s_at,yhhJ,b3485,hypothetical protein,704.9396,638.3334,1037.173,89.24451,123.716,157.2457
1764315_s_at,ydjF,b1770,transcriptional regulator YdjF,561.4091,488.1735,583.5417,1278.095,1341.535,1969.976
1764316_s_at,yhhW,c4228,hypothetical protein,838.7266,775.7314,774.5925,679.2926,567.4836,571.5591
1764317_at,yjgX,b4275,pseudo,603.6783,1118.399,2302.115,5337.814,7806.479,6708.776
1764318_at,purL,b2557,phosphoribosylformyl-glycineamide synthetase,1271.122,1111.79,1371.536,206.6648,260.3745,343.2422
1764319_s_at,btuR,b1270,"cob(I)yrinic acid a,c-diamide adenosyltransferase",846.2997,1127.542,1128.873,261.2971,339.1181,256.6724
1764320_s_at,gltA,Z0873,type II citrate synthase,29.28716,1.764214,10.72106,6.086476,2.980693,39.85252
1764321_s_at,ybiH,b0796,DNA-binding transcriptional regulator,355.4837,286.1603,320.7688,299.5839,229.4194,188.3358
1764322_at,avtA,c4393,valine--pyruvate transaminase,16.02423,18.19623,53.35741,45.36415,58.51958,103.9527
1764323_s_at,narK,b1223,nitrite extrusion protein 1,265.7747,34.3959,535.8088,20.71842,26.31607,56.42683
1764324_s_at,c3587,c3587,hypothetical protein,1.978827,1.248113,2.023355,7.203115,1.428132,6.083431
1764325_s_at,sufC,b1682,cysteine desulfurase ATPase component,995.645,848.2936,1142.685,75.02991,55.78996,72.25034
1764326_at,yadN,b0141,putative fimbrial-like adhesin protein,30.91821,21.3671,16.53818,37.44424,32.02422,47.0659
1764327_s_at,Z2042,Z2042,hypothetical protein,21.37894,12.80473,19.76173,6.939087,1.592036,7.273947
1764328_s_at,tyrP,b1907,tyrosine transporter,330.5591,636.2208,393.7354,1099.037,1316.729,1595.611
1764329_s_at,yjeP,Z5765,hypothetical protein,320.1781,482.4771,454.069,46.29105,65.29512,83.49812
1764330_s_at,yeeI,b1976,hypothetical protein,5927.322,5790.178,6898.886,1088.675,525.6186,588.7607
1764331_s_at,fruA,b2167,PTS system fructose-specific transporter subunits IIBC,690.2557,422.3936,520.7391,545.4836,643.8998,705.2842
1764332_s_at,yadL,Z0148,fimbrial protein,0.8288908,2.224003,1.699652,3.056151,0.7687132,6.159594
1764333_at,yaiP,b0363,putative family 2 glycosyltransferase,19.16111,4.094942,10.94372,48.09084,36.6312,42.19643
1764334_at,c4759,c4759,transketolase,2.44283,5.235563,11.68858,2.239917,1.665056,5.833742
1764335_s_at,yajR,b0427,transport protein YajR,220.6617,324.2625,349.8847,253.6968,350.2247,440.3754
1764336_s_at,selB,b3590,selenocysteinyl-tRNA-specific translation factor,451.4281,379.4316,358.4685,122.0139,138.5874,148.6126
1764337_s_at,c0222,c0222,hypothetical protein,121.7775,89.39471,113.4402,127.16,160.3182,195.1194
1764338_s_at,1764338_s_at,,,97.26074,122.9422,108.0438,589.5022,668.9722,598.7855
1764339_s_at,ybdR,b0608,oxidoreductase,103.6875,74.00192,104.0998,141.2088,195.5957,289.4447
1764340_at,yajB,c0514,ACP phosphodieterase,1.956078,1.271923,10.95864,2.528502,0.851604,2.186003
1764341_s_at,Z0964,Z0964,DNA packaging protein of prophage CP-933K,26.73547,15.61901,27.97384,22.86287,49.49867,32.48555
1764342_s_at,nadR,b4390,nicotinamide-nucleotide adenylyltransferase,1720.355,1010.692,1102.554,304.5182,264.7251,381.6605
1764343_s_at,proP,b4111,proline/glycine betaine transporter,3800.655,4804.755,4519.268,1781.344,2750.46,2293.411
1764344_s_at,gip,b0508,hydroxypyruvate isomerase,40.31387,37.7967,45.33025,76.6599,113.4218,81.49607
1764345_x_at,c0272,c0272,hypothetical protein,2.366222,2.205689,4.100688,2.567752,21.07061,35.91894
1764346_at,ECs4566,ECs4566,hypothetical protein,9.378074,10.46113,21.67661,5.336533,31.77766,15.3134
1764347_at,ybbQ,c0624,2-hydroxy-3-oxopropionate reductase,23.60567,35.14444,35.78886,30.23261,31.84207,89.27791
1764348_at,metG,c2642,methionyl-tRNA synthetase,58.99416,41.61464,55.30942,27.76059,42.67593,6.590823
1764349_s_at,yjbQ,b4056,hypothetical protein,2191.1,2004.252,1961.52,773.6341,706.6049,440.9651
1764350_at,c0022,c0022,hypothetical protein,1.764868,11.39685,8.955442,6.319427,1.902415,21.38394
1764351_s_at,Z3122,Z3122,hypothetical protein,24.31801,27.30177,22.76275,27.2971,9.201314,7.856298
1764352_at,ubiF,c0748,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",31.98044,16.76948,18.79216,22.66328,50.85361,109.952
1764353_s_at,c4570,ECs2801,hypothetical protein,3.555183,2.902911,1.3559,17.63194,6.810693,16.90353
1764354_at,c0808,c0808,hypothetical protein,14.19206,0.8168668,0.8207502,1.65507,1.069405,3.094048
1764355_at,yfjK,b2627,radiation resistance protein; DEAD/H helicase-like protein; CP4-57 putative defective prophage,738.3455,767.2855,952.1299,156.4794,219.1882,315.463
1764356_at,gspK,b3332,"general secretory pathway component, cryptic",9.83847,19.7947,31.4896,28.65457,10.42551,47.14862
1764357_s_at,yggA,b2923,arginine exporter protein,172.3142,163.4906,364.9717,471.0055,373.6283,401.0112
1764358_s_at,1764358_s_at,,,30.03424,36.78744,24.63235,78.88554,128.7697,28.63555
1764359_s_at,menA,b3930,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",350.539,353.0038,367.0801,639.7679,530.8956,422.8132
1764360_s_at,c0510,c0510,hypothetical protein,35.07488,1.132559,7.938494,3.776455,21.77289,3.586405
1764361_s_at,Z1641,Z1201,hypothetical protein,17.85557,1.868173,2.910396,2.908246,13.44293,6.594793
1764362_s_at,ypfI,b2474,hypothetical protein,399.7829,551.1193,519.168,174.2954,174.5753,272.6816
1764363_s_at,yecE,b1868,hypothetical protein,192.5722,253.846,338.135,106.4834,76.42722,79.96774
1764364_s_at,c1458,c1458,tail component of prophage,60.97466,37.36712,70.73669,33.63247,9.047394,55.97524
1764365_s_at,ygcY,b2788,glucarate dehydratase-like protein,422.9,297.3057,299.4804,132.4692,200.5004,243.3174
1764366_at,ybbC,b0498,putative immunity protein,381.8301,468.9241,439.6444,487.9191,182.0461,133.8119
1764367_at,c3557,c3557,ShiA-like protein,2.090015,12.95087,0.9556977,2.924968,5.174874,1.723782
1764368_s_at,1764368_s_at,,,6.688429,0.5929213,6.729778,9.311986,2.610162,2.593908
1764369_s_at,Z0978,Z0978,tail component of prophage CP-933K,2.103701,3.65493,0.8800505,8.030572,9.243156,6.547392
1764370_s_at,yfiD,b2579,autonomous glycyl radical cofactor GrcA,14550.52,7976.446,10678.33,1172.417,2406.467,1038.859
1764371_s_at,bfr,b3336,bacterioferritin,3321.228,5034.184,4159.991,1177.686,1356.447,1218.296
1764372_s_at,1764372_s_at,,,36.26396,44.58683,57.44652,164.0094,246.8015,228.1482
1764373_s_at,1764373_s_at,,,11.06994,0.8444231,1.318591,1.585875,17.19372,17.60616
1764374_s_at,sun,b3289,16S rRNA methyltransferase GidB,1508.867,1450.218,1412.413,159.9584,168.5462,204.1343
1764375_at,c4754,c4754,hypothetical protein,8.91795,7.859369,1.258857,4.276223,14.23969,6.160287
1764376_x_at,Z2122,Z2122,holin protein of prophage CP-933O,1.726762,1.647025,2.382326,15.24001,3.633465,9.320729
1764377_at,yfcR,b2335,putative fimbrial-like adhesin protein,40.3646,50.28588,65.61733,84.35238,91.26659,84.3494
1764378_s_at,Z0893,Z0893,glutamate mutase subumit E,1.599443,3.029647,1.330076,6.612052,2.303408,2.205599
1764379_at,c2922,c2922,phosphoenolpyruvate-protein phosphotransferase ypdD,2.776716,2.865444,6.891896,18.48548,5.355378,17.31208
1764380_s_at,bglG,b3723,transcriptional antiterminator BglG,22.89888,34.13178,26.70922,26.11819,32.17151,41.11408
1764381_s_at,atpF,b3736,ATP synthase F0F1 subunit B,5779.426,6918.238,5358.198,3868.94,4757.102,3999.846
1764382_s_at,c1172,c1172,hypothetical protein,51.32493,12.4356,26.4518,7.525754,3.721632,46.0717
1764383_at,yidE,c4604,hypothetical protein,9.595068,20.78743,5.211067,3.202709,14.9982,3.634541
1764384_at,c1268,c1268,hypothetical protein,3.633083,3.674055,24.59613,13.48661,3.38691,8.603018
1764385_at,ECs4959,ECs4959,hypothetical protein,24.60268,22.78579,20.59769,6.661626,50.19245,84.58355
1764386_at,yeaE,c2186,hypothetical protein,2.397031,12.95843,2.610761,3.776724,2.328065,3.232519
1764387_s_at,yidB,Z5189,hypothetical protein,3.188542,0.82847,1.022027,14.48448,8.097042,2.273873
1764388_s_at,c3200,b2359,hypothetical protein,85.87813,57.60713,98.03936,96.90065,102.1811,231.2338
1764389_s_at,1764389_s_at,,,431.2556,292.8268,314.9406,612.1271,1188.182,741.0753
1764390_s_at,c4090,c4090,hypothetical protein,87.44045,60.35208,62.46597,198.1255,138.0842,271.9782
1764391_s_at,c1563,b0556,Rz endopeptidase from lambdoid prophage DLP12,15.12957,2.745631,2.649799,15.66977,7.116788,17.16766
1764392_at,c3190,c3190,hypothetical protein,24.00928,16.86435,1.305463,67.24154,34.57906,7.36184
1764393_s_at,Z2800,Z2800,hypothetical protein,0.7716588,1.451129,1.214832,1.789476,13.79401,8.526105
1764394_at,1764394_at,,,1.231644,1.780093,2.388848,26.00658,12.17442,17.20782
1764395_s_at,spr,b2175,outer membrane lipoprotein,13552.49,10644.58,11340.97,10198.62,11176.0,11377.59
1764396_s_at,Z5331,Z5331,hypothetical protein,19.51858,11.72973,16.49899,2.771605,2.420952,20.6274
1764397_s_at,yedU,b1967,chaperone protein HchA,1951.244,1768.357,2950.709,1238.0,1128.5,1321.566
1764398_s_at,c1515,c1515,hypothetical protein,129.6538,261.0317,294.7117,191.2933,189.6494,267.0268
1764399_s_at,yaaA,b0006,hypothetical protein,385.3832,400.194,437.7938,537.8868,314.9447,342.051
1764400_at,Z4183,Z4183,hypothetical protein,1.120651,0.4345261,2.503858,1.521047,11.7583,1.473863
1764401_at,c2566,c2566,hypothetical protein,12.31338,8.891942,4.902834,0.4883925,8.149158,11.46797
1764402_s_at,pflC,b3952,pyruvate formate lyase II activase,49.26731,78.30357,89.71181,81.04273,122.4375,140.1742
1764403_s_at,thiE,b3993,thiamine-phosphate pyrophosphorylase,105.0357,65.57389,129.8349,9.045891,36.04598,28.5756
1764404_s_at,cyoD,b0429,cytochrome o ubiquinol oxidase subunit IV,2297.292,2153.94,1724.948,630.4141,657.9055,953.4325
1764405_s_at,ybfN,b0682,lipoprotein ybfN,46.23568,59.84364,63.83591,101.9997,75.48694,139.6069
1764406_s_at,1764406_s_at,,,7.341164,8.641045,11.21945,39.22652,2.024779,22.2105
1764407_at,evgS,b2370,hybrid sensory histidine kinase in two-component regulatory system with EvgA,338.454,354.285,316.1579,28.85548,31.90402,70.07894
1764408_at,poxB,c1004,pyruvate dehydrogenase,2.742171,5.131799,15.33711,1.60334,10.3306,30.99353
1764409_s_at,ppa,b4226,inorganic pyrophosphatase,4324.416,3746.151,2823.874,6772.082,5651.573,4365.974
1764410_s_at,ydcO,Z2286,hypothetical protein,98.8961,85.2966,120.0873,108.4188,79.05308,95.88726
1764411_s_at,yejB,b2178,ABC transporter permease,653.1426,999.985,1080.222,79.01098,168.3706,165.7845
1764412_s_at,Z2389,Z2389,DNA modification methyltransferase encoded within prophage CP-933R,11.73719,1.544382,0.7964854,13.42047,1.308821,3.526586
1764413_s_at,yebA,b1856,hypothetical protein,1852.016,2258.681,1876.245,1265.778,971.5497,674.3586
1764414_s_at,1764414_s_at,,,704.7826,1107.529,962.9275,229.921,199.2929,236.3219
1764416_s_at,c3457,Z4218,chlorohydrolase/aminohydrolase,2.777309,11.17307,13.41447,8.851179,3.794566,40.2324
1764417_at,ypjA,b2647,adhesin-like autotransporter,51.21646,102.4706,72.95682,175.5125,300.8045,205.7216
1764419_at,Z1540,Z1540,hypothetical protein,1.161032,0.1037122,0.05555187,1.127664,0.1497826,3.68295
1764420_at,c5176,c5176,transposase,2.481388,1.267663,7.473637,0.9708959,1.259216,9.000338
1764421_s_at,1764421_s_at,,,31.46554,43.75089,42.0029,71.29584,93.1261,71.50651
1764422_s_at,ybhM,b0787,hypothetical protein,171.4976,240.6286,236.3944,137.7042,225.8564,392.8353
1764423_s_at,Z3783,Z3783,dimethyl sulfoxide reductase subunit C,8.480445,4.819911,1.820139,1.91031,22.83204,3.003417
1764424_at,ogrK,b2082,"orphan Ogr protein, positive regulator of P2 growth",152.2374,136.3435,170.8895,838.0507,1145.832,1216.428
1764425_s_at,selA,b3591,selenocysteine synthase,313.8172,225.7546,337.5232,345.7581,282.9748,270.9361
1764426_s_at,Z1485,Z1485,hypothetical protein,7.193162,5.416342,1.019671,13.115,18.41029,12.37358
1764427_at,perR,b0254,CP4-6 prophage; putative DNA-binding transcriptional regulator,87.08167,83.84929,89.1458,99.01251,97.39015,115.2884
1764428_s_at,goaG,Z2486,4-aminobutyrate aminotransferase,2.043541,2.122578,2.45523,24.55295,19.23738,6.413774
1764429_s_at,trpB,b1261,tryptophan synthase subunit beta,1788.146,2223.45,1117.974,515.8137,1022.96,237.825
1764430_at,c0955,c0955,phage tail protein,4.6675,2.823227,5.249194,47.6448,37.51181,57.63678
1764431_s_at,c4249,c4249,hypothetical protein,20.23645,37.71882,24.04949,44.86467,63.46104,50.2979
1764432_s_at,ybjG,b0841,undecaprenyl pyrophosphate phosphatase,1948.187,3381.729,2115.59,5566.918,6273.519,4968.232
1764433_s_at,rseC,b2570,SoxR reducing system protein RseC,997.3195,2458.355,2373.044,207.3727,399.6571,645.2667
1764434_at,gltD,b3213,"glutamate synthase, 4Fe-4S protein, small subunit",1908.453,2099.147,2034.532,374.299,264.9626,292.5366
1764435_s_at,ygiC,b3038,hypothetical protein,2339.777,2333.586,1873.326,1296.891,922.9711,887.6342
1764436_s_at,yhdP,b3245,DUF3971-AsmA2 domains protein,460.4482,706.9658,690.6606,31.69002,41.46691,126.6777
1764437_at,insB,c4504,insertion element IS1 1/5/6 protein insB,1.11656,3.577107,1.363341,2.042776,10.26516,0.9659202
1764438_s_at,araG,b1900,L-arabinose transporter ATP-binding protein,130.8129,51.34821,118.2779,71.76933,94.36201,80.12773
1764439_s_at,ybjU,b0870,L-threonine aldolase,1068.245,708.3776,980.6609,576.5675,572.9347,470.3859
1764440_s_at,1764440_s_at,,,5039.475,6029.5,4464.739,7356.767,4865.947,3846.743
