Gene_id	ETH_4_readcount	ETH_4_fpkm
b0117	91	5.877693837
b0118	13449	619.9064352
b0119	2185	720.8088565
b0120	429	64.61977796
b0121	593	81.90509036
b0122	85	29.24926651
b0123	1126	86.9364477
b0124	2277	114.0404054
b0125	873	194.6772738
b0126	916	165.4463701
b0127	653	84.35459507
b0128	511	79.36733905
b0129	263	71.41549601
b0130	154	14.99308169
b0131	1734	545.0036556
b0132	230	30.50109167
b0133	1452	204.0808806
b0134	929	139.9342045
b0135	1	0.096650475
b0136	1	0.200586161
b0137	1	0.197607159
b0138	2	0.420175222
b0139	5	0.230465624
b0140	0	0
b0141	0	0
b0142	21	5.239059795
b0143	1046	89.59830854
b0144	191	24.67339611
b0145	7627	2002.92276
b0146	4069	691.1524801
b0147	72	16.23727975
b0148	1185	58.39657479
b0149	2054	97.02815504
b0150	4054	216.3396833
b0151	452	67.82828579
b0152	212	28.49269012
b0153	625	37.74266836
b0154	2302	215.1946586
b0155	1296	109.1391842
b0156	1514	525.5113229
b0157	166	31.85655407
b0158	131	19.58457166
b0159	1085	185.8779441
b0160	374	29.50360796
b0161	1163	97.73275656
b0162	468	48.39634807
b0163	1804	558.2141821
b0164	15	2.209408453
b0166	3138	455.4852194
b0167	960	43.00783414
b0168	1596	240.4036495
b0169	11924	1966.802015
b0170	5887	827.4270963
b0171	1029	169.7282182
b0172	5417	1162.518665
b0173	1531	153.1638725
b0174	1649	259.1438951
b0175	800	111.654954
b0176	2361	208.9649697
b0177	8582	422.3978502
b0178	4145	1021.324061
b0179	4226	493.2390241
b0180	1333	350.0584816
b0181	2035	308.8607404
b0182	721	75.14334676
b0183	164	32.89613042
b0184	2279	78.35489782
b0185	2120	264.4477801
b0186	1775	99.23255848
b0187	254	77.99098538
b0188	609	56.14142598
b0189	176	82.65093772
b0190	130	28.51189004
b0191	83	23.49703279
b0192	797	134.2344595
b0193	49	7.112420571
b0194	5099	355.2093861
b0195	93	15.72986476
b0196	143	42.28207694
b0197	967	141.9095468
b0198	236	43.21251592
b0199	527	61.15137347
b0200	11	2.286891181
b0201	3	0.232976533
b0202	0	0
b0203	0	0
b0204	13	0.53607066
b0205	0	0
b0206	0	0
b0207	119	17.72418239
b0208	200	26.17484988
b0209	1488	222.456814
b0210	106	20.34213693
b0211	3298	290.6072819
b0212	218	34.53106683
b0213	148	24.51312704
b0214	281	71.90113809
b0215	648	106.008142
b0216	1	1.555194002
b0217	4	0.609414444
b0218	1	0.335434001
b0219	600	93.19061337
b0220	1902	480.5155747
b0221	2859	140.0266148
b0222	1624	335.8789285
b0223	492	76.71480415
b0224	1755	283.6182746
b0225	44	18.88529491
b0226	265	121.5851863
b0227	88	14.05065941
b0228	151	36.30972021
b0229	47	3.285608345
b0230	24	3.801585339
b0231	325	36.85485787
b0232	18	7.331628868
b0233	4	1.200500633
b0234	11	2.907835143
b0235	0	0
b0236	3	0.717065498
b0237	3877	318.4297053
b0238	344	89.74723036
b0239	1081	103.9756491
b0240	2404	716.1165457
b0241	1	0.113399563
b0242	1426	154.6770035
b0243	1963	187.4554455
b0244	4	6.302628325
b0245	0	0
b0246	0	0
b0247	3	0.753144265
b0248	9	2.348038004
b0249	4	1.995832303
b0250	501	128.1938441
b0251	9	2.427363612
b0252	4	0.58272476
b0253	327	45.32202521
b0254	20	2.678969534
b0256	0	0
b0258	150	16.21163423
b0259	2	0.235496437
b0260	104	8.870365791
b0261	662	84.96726589
b0262	17	1.944363848
b0263	3	1.032327053
b0264	0	0
b0265	0	0
b0266	42	16.27669063
b0267	27	2.799349204
b0268	164	21.60504935
b0269	389	23.67008433
b0270	87	7.533076371
b0271	242	17.98850716
b0272	161	25.40150204
b0273	220	26.21391682
b0274	1	0.237599084
b0275	0	0
b0276	149	21.54920385
b0277	33	6.302628325
b0278	2	0.342632155
b0279	0	0
b0280	83	22.53797022
b0281	111	9.487682468
b0283	224	28.02924363
b0284	586	31.91153423
b0285	169	21.14706327
b0286	154	26.7267978
b0287	142	27.64957922
b0288	6	2.177271603
b0289	66	11.11602802
b0290	74	5.39020403
b0291	72	3.413299901
b0292	3	0.536995238
b0293	5	1.018281787
b0294	1	0.202622569
b0295	18	9.453942488
b0296	4	1.814393003
b0297	0	0
b0298	0	0
b0299	0	0
b0300	23	4.026679208
b0301	5	1.007996113
b0303	3	1.515822002
b0304	214	19.32615895
b0305	24	3.361401773
b0306	26	4.324303323
b0307	111	9.308293514
b0308	69	11.87176111
b0310	3	0.536995238
b0311	327	23.43400945
b0312	648	52.6802172
b0313	235	47.859244
b0314	652	38.38591922
b0315	62	6.817719162
b0316	49	6.289117868
b0317	9	2.164155509
b0318	22	4.347357492
b0319	0	0
b0320	13	1.005651936
b0321	39	3.291224517
b0323	11	1.38512021
b0324	387	33.50920179
b0325	3277	373.7338547
b0326	6	0.880514251
b0327	1	0.486788367
b0328	49	8.731766326
b0329	2804	1216.589952
b0330	481	36.29471976
b0331	237	31.85267716
b0333	197	20.16302378
b0334	453	37.36000137
b0335	864	54.82986041
b0336	45	4.276783506
b0337	474	44.20675288
b0338	73	9.713050541
b0339	48	8.709086413
b0340	30	7.627384597
b0341	53	5.495018808
b0342	2	0.391339667
b0343	8	0.763954949
b0344	88	3.426990101
b0345	343	37.92634238
b0346	433	62.17233001
b0347	33	2.373422198
b0348	22	2.787829249
b0349	17	2.348038004
b0350	23	3.400306887
b0351	51	6.421920975
b0352	89	10.51059615
b0353	149	14.72173332
b0354	453	100.4568926
b0355	158	22.68643913
b0356	855	92.23981725
b0357	93	40.35052265
b0358	27	4.177323425
b0360	0	0
b0361	0	0
b0363	10	1.000417194
b0364	0	0
b0365	10	1.243509223
b0366	13	2.027017183
b0367	11	1.590880821
b0368	56	7.870887955
b0369	1035	127.1191651
b0372	3	0.414359648
b0373	7	2.794165224
b0375	2	0.383813904
b0376	605	62.56365509
b0377	290	28.44183626
b0378	326	35.65157977
b0379	941	364.6753781
b0380	333	187.2146921
b0381	1302	142.3875977
b0382	322	147.7374716
b0383	172	14.54589645
b0384	1554	579.7239998
b0385	81	8.691527771
b0386	1009	149.1699847
b0387	334	87.13829924
b0388	401	91.46614326
b0389	370	230.76811
b0390	792	139.8848835
b0391	731	307.148087
b0392	57	19.95832303
b0393	503	66.04629266
b0394	698	91.95319785
b0396	241	24.35420684
b0397	658	25.03827751
b0398	117	11.64650272
b0399	268	46.51157019
b0400	179	16.53953621
b0401	3541	321.2382811
b0402	903	78.70028688
b0403	418	27.57877364
b0404	298	61.31526044
b0405	359	40.14026873
b0406	753	79.93945341
b0407	616	221.5194052
b0408	2371	153.6402075
b0409	2108	259.7045984
b0410	387	133.1701899
b0411	881	119.2086955
b0412	385	85.37727074
b0413	769	204.6393388
b0414	1586	172.032067
b0415	570	144.9203074
b0416	572	163.088011
b0417	354	43.34506965
b0418	616	142.1309478
b0419	4518	554.9027905
b0420	968	62.22111656
b0421	986	131.19271
b0422	336	165.5801614
b0423	570	47.10660094
b0424	326	66.05495744
b0425	555	72.87414001
b0426	3048	741.8654707
b0427	215	18.86171187
b0428	4422	594.314508
b0429	416	150.9574978
b0430	1087	211.6555818
b0431	4993	300.156346
b0432	2295	289.9009579
b0433	263	21.33755674
b0434	292	60.39202409
b0435	9835	3703.586925
b0436	7292	672.2221318
b0437	4768	915.0123481
b0438	16195	1521.059019
b0439	8118	412.7940544
b0440	4902	2150.235154
b0441	4153	265.6631908
b0442	101	32.51275203
b0443	174	52.22177755
b0444	452	77.76863801
b0445	220	15.48794027
b0446	520	76.03170678
b0447	202	52.70040852
b0448	452	30.52846704
b0449	414	27.82069271
b0450	4	1.412978622
b0451	190	17.67870105
b0452	650	90.40355379
b0453	5000	1044.938379
b0454	427	131.1108297
b0455	0	0
b0456	76	25.70902628
b0457	541	41.76964317
b0458	514	130.6825228
b0459	57	12.36548275
b0460	89	48.66549999
b0461	353	112.7246085
b0462	4536	172.439911
b0463	1225	122.8590237
b0464	58	10.71835866
b0465	1523	54.23109005
b0466	93	68.74533488
b0467	236	53.52459358
b0468	280	88.70365791
b0469	301	65.29842643
b0470	2032	125.9481751
b0471	592	214.8241315
b0472	834	164.8043704
b0473	4970	317.4171695
b0474	1613	299.4676749
b0475	568	70.63132387
b0476	122	15.21822131
b0477	623	57.16797815
b0478	1689	120.606825
b0479	227	22.26309252
b0480	1375	99.61050514
b0481	94	23.45102956
b0482	182	27.41445126
b0483	709	248.2535268
b0484	4078	194.9462067
b0485	10129	1300.050508
b0486	10269	951.0534533
b0487	1546	453.7583442
b0488	502	130.968342
b0489	1280	166.9715914
b0490	69	12.18694061
b0491	122	18.73011854
b0492	1716	240.3402268
b0493	294	43.46479238
b0494	154	29.41226552
b0495	362	63.0996763
b0496	602	29.85070923
b0497	219	6.125960397
b0498	6	1.947153466
b0499	3	0.507414992
b0501	0	0
b0502	53	15.03968418
b0503	150	16.40410112
b0504	5	0.645900422
b0505	21	5.206519051
b0506	3635	533.4448839
b0507	133	8.937565532
b0508	10	1.541183246
b0509	25	3.405857172
b0511	1	0.082302363
b0512	11	0.967143407
b0513	77	7.081985591
b0514	134	14.00217427
b0515	31	4.722961938
b0516	26	2.519011645
b0517	10	1.140475602
b0518	9	0.64613276
b0520	23	3.37530463
b0521	34	4.554248208
b0522	445	49.89580757
b0523	169	39.68184226
b0524	122	20.20676688
b0525	1999	483.596215
b0526	946	81.73408479
b0527	24	5.505744284
b0528	6	3.373237695
b0529	671	92.6784412
b0530	45	9.924028026
b0531	0	0
b0532	8	0.367895355
b0533	0	0
b0534	2	0.464147047
b0535	1	0.189178417
b0536	2	3.110388005
b0537	165	16.97486237
b0539	3	1.287633744
b0540	0	0
b0541	0	0
b0542	5	1.956698336
b0543	37	13.30554869
b0544	6	0.470530209
b0545	148	32.10686748
b0546	198	29.71239068
b0547	0	0
b0548	0	0
b0549	0	0
b0550	0	0
b0551	13	4.054034365
b0552	0	0
b0553	694	75.68894089
b0554	4	2.217591448
b0555	2	0.480923447
b0556	2	0.518398001
b0557	13	5.295065294
b0558	2	0.58272476
b0559	5	2.892510584
b0560	0	0
b0561	0	0
b0562	9	1.645418998
b0563	1	0.654371247
b0564	121	19.31965669
b0565	263	33.01282363
b0566	6	0.942912899
b0567	67	9.004765273
b0568	393	15.82970929
b0569	224	11.98569533
b0570	154	12.77996568
b0571	218	38.16591597
b0572	3	0.261462747
b0573	1	0.359609424
b0574	3	0.29350475
b0575	108	4.113547495
b0576	265	23.04555818
b0577	298	28.59413588
b0578	497	91.00262886
b0579	67	21.74321371
b0580	54	25.96986611
b0581	2250	240.784058
b0582	0	0
b0583	48	9.256033869
b0584	1067	57.01614638
b0585	530	52.75766187
b0586	3627	111.8838294
b0587	2	0.211199186
b0588	110	16.14276127
b0589	102	12.30059788
b0590	146	17.39650843
b0591	555	53.12647137
b0592	346	43.29517096
b0593	728	74.13091411
b0594	1477	109.7893598
b0595	1242	173.3443161
b0596	837	134.1776416
b0597	546	157.9310779
b0598	8241	468.5941313
b0599	302	33.20889011
b0600	279	28.77711693
b0601	26	4.942060941
b0602	17	1.667280057
b0603	2	0.265226884
b0604	313	50.17634625
b0605	39467	8379.735479
b0606	9894	756.581027
b0607	1403	391.6297512
b0608	757	73.16440936
b0610	1038	302.4341504
b0611	573	85.02690778
b0612	11	0.899760464
b0613	2	0.272468574
b0614	0	0
b0615	6	0.468688603
b0616	0	0
b0617	0	0
b0618	0	0
b0619	150	10.82730002
b0620	33	5.80286044
b0621	153	13.21914902
b0622	836	178.4508883
b0623	12956	7388.000948
b0624	206	64.24085225
b0627	1172	687.975135
b0628	1276	158.1790074
b0629	0	0
b0630	139	25.9271673
b0631	1668	756.6018821
b0632	763	75.38713105
b0633	932	102.4857139
b0634	362	38.94831772
b0635	392	24.68032375
b0636	78	19.95832303
b0637	201	75.69099866
b0638	53	10.37050118
b0639	198	36.93222392
b0640	590	68.46168946
b0641	1187	244.2322622
b0642	9055	419.7970152
b0643	4118	1020.973593
b0644	26	3.183536189
b0645	1	0.169138331
b0646	0	0
b0647	1	0.215765654
b0648	5	0.845691654
b0649	37	3.051479141
b0650	47	3.36819096
b0651	581	74.33195949
b0652	236	38.92697715
b0653	123	21.82109985
b0654	166	26.82657185
b0655	1831	241.2124717
b0656	1	0.117748218
b0657	696	54.15591746
b0658	3739	509.3799987
b0659	1067	273.019624
b0660	2870	330.1463233
b0661	2214	186.0535882
b0662	2467	251.2101169
b0664	0	0
b0665	0	0
b0666	0	0
b0668	0	0
b0670	0	0
b0672	0	0
b0673	6	9.331164014
b0674	685	49.26649108
b0675	539	85.71741923
b0676	971	95.23111382
b0677	706	73.58003164
b0678	795	118.8529349
b0679	2027	124.670326
b0680	2355	169.3760387
b0681	11	0.936211315
b0682	36	13.18347943
b0683	1402	375.5915287
b0684	749	168.912813
b0685	52	21.18026117
b0686	186	29.11567124
b0687	720	157.9120064
b0688	3503	255.6270771
b0689	1	0.241919067
b0691	1	0.183947678
b0692	92	8.346207812
b0693	18	0.980217775
b0694	132	23.31414726
b0695	1274	56.81989618
b0696	88	18.39091546
b0697	716	41.84526878
b0698	1843	131.8393883
b0699	991	573.2955978
b0700	13	0.371184835
b0702	2	0.732415524
b0703	4	0.314924229
b0704	6	1.260525665
b0705	0	0
b0706	0	0
b0707	223	52.36124748
b0708	619	52.2376404
b0709	74	5.979416616
b0710	1538	247.5475873
b0711	1267	230.9332902
b0712	1826	234.3659026
b0713	719	117.1431368
b0714	150	22.67991253
b0715	18	2.058738192
b0716	5	0.563794436
b0717	0	0
b0718	6	0.29350475
b0719	0	0
b0720	6125	571.2370493
b0721	376	115.4512224
b0722	77	26.49639437
b0723	3739	253.3927668
b0724	2094	349.729945
b0726	13199	564.0897338
b0727	9559	939.8108859
b0728	9199	943.9414578
b0729	6544	900.7397649
b0730	183	30.31015033
b0731	26	1.574860087
b0732	146	6.63761996
b0733	25911	1977.591235
b0734	9016	947.0749497
b0735	514	209.3587355
b0736	192	56.77034106
b0737	402	69.4653321
b0738	200	55.82747701
b0739	1260	119.1824029
b0740	4568	423.0608798
b0741	5067	1162.400262
b0742	2383	360.3082105
b0743	149	234.7729051
b0744	8	12.60525665
b0745	9	14.18091373
b0746	6	9.453942488
b0747	0	0
b0748	32	50.4210266
b0749	0	0
b0750	182	20.87594708
b0751	711	118.253064
b0752	360	45.76430758
b0753	7899	2482.689663
b0754	3403	386.9981383
b0755	15301	2433.325105
b0756	1855	213.3872578
b0757	426	44.3981494
b0758	360	41.17476384
b0759	533	62.75980044
b0760	223	18.12914882
b0761	256	38.85422582
b0762	158	126.1366015
b0763	120	18.56588189
b0764	132	22.90868383
b0765	294	33.24502533
b0766	131	19.15414152
b0767	3415	410.5883925
b0768	1	0.125524044
b0769	0	0
b0770	2	0.167015255
b0771	19	1.005857129
b0772	1159	108.0920392
b0773	964	242.0103572
b0774	323	29.98389925
b0775	395	45.43825704
b0776	203	21.04695883
b0777	61	9.662362737
b0778	60	10.59733966
b0779	5454	323.0050261
b0780	336	44.26400355
b0781	485	58.66537375
b0782	285	66.52774343
b0783	205	50.5118052
b0784	9	4.381095299
b0785	296	78.24720022
b0786	2701	458.7866426
b0787	25	4.192925006
b0788	132	16.51723285
b0789	461	44.44824597
b0790	484	76.06164052
b0791	1601	466.4711704
b0792	203	21.95956409
b0793	242	25.55510145
b0794	645	44.46673007
b0795	477	57.17789841
b0796	102	18.1763299
b0797	281	24.65181878
b0798	97	24.04915943
b0799	770	42.86724891
b0800	1253	155.8117056
b0801	738	81.37702981
b0802	401	183.9836215
b0803	318	142.6235219
b0804	95	16.77912113
b0805	305	15.99813016
b0806	725	332.6387172
b0807	187	24.15667577
b0808	1019	54.81814331
b0809	783	129.6876924
b0810	436	79.10753492
b0811	2688	430.9074081
b0812	87666	20829.36127
b0813	115	15.50815641
b0814	19974	4635.43656
b0815	74	5.594378425
b0817	289	73.94814558
b0818	214	22.90123929
b0819	1868	242.8804392
b0820	2076	156.0582998
b0821	529	50.03769139
b0822	109	15.9960089
b0823	109	5.364875981
b0824	5	0.665277434
b0825	171	30.88573066
b0826	409	65.30363295
b0827	1275	123.5284556
b0828	1690	209.5004094
b0829	1145	73.24448676
b0830	791	61.54788895
b0831	173	22.49374517
b0832	117	15.36265654
b0833	56	2.85483037
b0834	15	1.351579438
b0835	460	41.54221083
b0836	12456	3884.38862
b0837	591	63.41596189
b0838	1123	214.4803518
b0839	2278	226.7584033
b0840	279	44.01875198
b0841	160	32.09378578
b0842	475	46.13237683
b0843	35	14.70613276
b0844	311	45.63998869
b0845	557	55.17015349
b0846	301	67.12240483
b0847	555	39.41946364
b0848	79	25.02710348
b0849	109	50.59202815
b0850	48	19.95832303
b0851	308	51.01380492
b0852	287	38.06005787
b0853	336	84.35215771
b0854	694	74.6688743
b0855	328	34.63666642
b0856	161	20.20937112
b0857	233	32.98077494
b0858	84	20.57054153
b0859	173	18.36590364
b0860	124	20.28550865
b0861	1741	311.6362367
b0862	991	165.5121182
b0863	3692	603.9846609
b0864	1734	284.8373015
b0865	1119	259.6902729
b0866	713	263.5237837
b0867	1224	176.3825804
b0868	370	43.69573681
b0869	838	70.12609937
b0870	1527	182.4931693
b0871	7587	528.5298319
b0872	65	8.032761591
b0873	11	0.796884041
b0874	36	4.789997527
b0875	314	54.02511579
b0876	605	43.67011007
b0877	680	82.00398586
b0878	449	48.17896258
b0879	1004	61.75086694
b0880	21911	11661.51509
b0881	336	125.3457297
b0882	21549	1133.285647
b0883	8	10.88635802
b0884	791	432.5214662
b0885	298	50.61770437
b0886	1033	71.83605467
b0887	1271	86.13592044
b0888	1123	139.2124023
b0889	2063	499.0790353
b0890	5232	157.0254828
b0891	867	169.6457458
b0892	702	62.54795878
b0893	8133	753.2298896
b0894	575	28.1620509
b0895	71	13.75767898
b0896	168	23.2847102
b0897	15510	2962.235313
b0898	880	91.71448703
b0899	150	12.55240442
b0900	19	2.50302401
b0901	19	3.849828808
b0902	1403	226.7330139
b0903	45244	2373.178363
b0904	2957	412.7046238
b0905	797	54.19687719
b0906	548	94.69403481
b0907	2798	307.677068
b0908	816	76.10276445
b0909	21	3.287253205
b0910	1889	330.7129141
b0911	41307	2954.904837
b0912	4872	2047.09368
b0913	205	10.83829463
b0914	1882	128.856137
b0915	373	45.25504249
b0916	119	11.55737441
b0917	21	13.74179618
b0918	892	142.9945714
b0919	753	100.863203
b0920	136	20.8794764
b0921	405	61.70321242
b0922	721	65.26054832
b0923	316	53.6751496
b0924	5247	140.8491203
b0925	2536	164.3321662
b0926	1577	343.9811521
b0927	1364	252.0662279
b0928	2850	286.5552677
b0929	3113	342.3154798
b0930	6154	526.010792
b0931	1600	159.2684132
b0932	4652	213.1943025
b0933	74	11.5384055
b0934	15	2.267991253
b0935	22	2.298864433
b0936	8	0.997916151
b0937	8	1.663193586
b0938	13	2.882868882
b0939	3	0.511751873
b0940	15	0.690599413
b0941	27	3.018906005
b0942	10	2.205339561
b0943	8	1.856588189
b0944	21	3.536918005
b0945	57	6.751480194
b0946	159	35.06489902
b0947	615	66.34793872
b0948	955	54.22531577
b0949	1712	107.4485818
b0950	563	53.7633295
b0951	824	60.13037725
b0952	361	76.64845334
b0953	129363	92209.59079
b0954	2892	667.2771122
b0955	2277	154.8385061
b0956	189	49.96189474
b0957	102914	11838.56401
b0958	702	164.8322678
b0959	222	42.19759726
b0960	456	25.35096184
b0961	91	24.37862276
b0962	1946	113.3982383
b0963	720	187.8430403
b0964	204	36.84613482
b0965	2217	641.2695965
b0966	4247	1599.301847
b0967	500	50.27285398
b0968	581	249.3717351
b0969	194	70.39844851
b0970	2607	473.0122558
b0971	17	23.13351078
b0972	513	54.89876522
b0973	436	29.10310649
b0974	116	19.62004637
b0975	135	27.49360826
b0976	23	6.902878642
b0977	130	18.14393003
b0978	3231	250.4285115
b0979	2756	290.2645819
b0980	2225	205.1144053
b0981	336	18.44840863
b0982	14	3.750557348
b0983	6	0.630262833
b0984	8	0.456842873
b0985	4	0.641231262
b0986	2	0.371317638
b0987	4	1.565358669
b0988	0	0
b0989	0	0
b0990	15	8.433094238
b0991	0	0
b0992	4	0.445996045
b0993	76	3.315480984
b0994	96	11.17200589
b0995	106	18.31672936
b0996	16	1.633417742
b0997	96	4.513543017
b0998	46	9.180828594
b0999	1725	675.060926
b1000	6797	883.7571442
b1001	6	0.57159875
b1002	4800	462.8016934
b1003	1307	686.4612684
b1004	6453	1294.382498
b1006	116	10.45221432
b1007	8	1.935352536
b1008	1	0.202622569
b1009	9	1.345504923
b1010	1	0.309431365
b1011	0	0
b1012	6	0.625326048
b1013	239	44.78910051
b1014	1489	44.99310067
b1015	774	61.4224335
b1018	233	24.7355812
b1019	194	18.26374843
b1020	1385	155.7311403
b1021	2	0.578502117
b1022	3	0.270927462
b1023	3	0.177934529
b1024	46	2.272482325
b1025	10	0.881162165
b1026	0	0
b1027	0	0
b1028	0	0
b1029	9	1.091944725
b1032	0	0
b1033	399	50.88415903
b1034	532	86.32380367
b1035	374	80.69635474
b1036	195	47.46186574
b1037	199	28.5734265
b1038	34	9.763783928
b1039	42	12.89614719
b1040	454	83.51224567
b1041	6	1.575657081
b1042	44	11.5548186
b1043	4	1.438437696
b1044	8	3.070511235
b1045	587	131.6352317
b1046	581	48.92736574
b1047	20	2.068220003
b1048	2349	183.1332062
b1049	3513	165.3622377
b1050	269	141.2839183
b1051	6175	1971.882315
b1053	129	12.5898468
b1054	487	63.32054277
b1055	290	32.97956512
b1056	148	30.76908134
b1057	7	1.478394299
b1058	1	0.849290342
b1059	300	32.10454107
b1060	2428	1140.207255
b1061	53	25.79978343
b1062	215	24.59048396
b1063	702	149.8475162
b1064	1688	311.941197
b1065	385	38.13376857
b1066	426	87.20251908
b1067	420	77.61570067
b1068	590	76.46370511
b1069	417	32.51023712
b1070	26	7.466423004
b1071	30	12.21938145
b1072	57	10.34204012
b1073	0	0
b1074	3	0.887036579
b1075	9	1.54849058
b1076	29	2.872413736
b1077	21	3.326387172
b1078	31	4.741057578
b1079	12	2.05579293
b1080	16	1.744989992
b1081	16	2.033969226
b1082	75	5.463044625
b1083	190	23.8495684
b1084	5312	199.6584029
b1085	5	1.865263835
b1086	431	53.76273266
b1087	882	180.5460606
b1088	2622	601.502563
b1089	1106	761.1691473
b1090	1575	176.1028503
b1091	2682	336.6554866
b1092	2715	349.5925615
b1093	10022	1632.835211
b1094	13307	6723.681128
b1095	5279	508.9854458
b1096	310	45.83022325
b1097	250	29.26440327
b1098	415	77.40844913
b1099	367	43.72957941
b1100	2045	306.8779744
b1101	4765	397.9138462
b1102	513	28.05101292
b1103	987	328.3144138
b1104	281	89.02045669
b1105	923	172.1638519
b1106	214	31.06240821
b1107	857	100.0250458
b1108	1193	263.0970097
b1109	1002	91.94592954
b1110	2830	627.5783797
b1111	691	130.7222864
b1112	167	77.51255688
b1113	565	70.2582711
b1114	2649	92.02715005
b1115	9	1.003491102
b1116	437	43.60893582
b1117	278	47.42234019
b1118	855	82.23790935
b1119	911	119.6186334
b1120	606	99.5452161
b1121	0	0
b1122	2	0.518398001
b1123	2588	296.0008023
b1124	264	39.76601721
b1125	208	30.08211007
b1126	581	61.19148116
b1127	2959	288.7857107
b1128	3946	421.1526346
b1129	606	49.67040557
b1130	656	116.8987492
b1131	1481	129.3578836
b1132	521	97.18024578
b1133	1307	141.3849767
b1134	102	26.43829804
b1135	138	25.26833558
b1136	11314	1083.014229
b1137	16	2.876875392
b1138	36	6.11489046
b1139	71	9.510341846
b1140	47	4.989580757
b1141	12	5.841460399
b1143	96	33.61401773
b1144	114	44.17958884
b1145	358	63.51181906
b1146	4	2.383083347
b1147	19	4.077506856
b1148	5	1.766223277
b1150	0	0
b1151	5	1.453275949
b1152	14	2.149357865
b1153	3	0.614102247
b1154	1	0.190079267
b1155	0	0
b1156	0	0
b1157	1	0.239021833
b1158	3	0.647296963
b1159	21	3.015286213
b1160	0	0
b1161	0	0
b1162	462	75.57987901
b1163	127	12.54805458
b1164	6	3.031644005
b1165	27	11.84340048
b1166	270	121.0954431
b1167	102	49.05419154
b1168	104	8.171911792
b1171	30	10.88635802
b1172	1	0.34710127
b1174	208	93.28834135
b1175	1641	241.7092848
b1176	786	135.234844
b1177	73	23.69036717
b1178	122	36.34202104
b1179	187	76.16747769
b1180	419	76.02306681
b1181	253	65.5773471
b1182	36	4.726971244
b1183	36	10.26428042
b1184	105	9.90838732
b1185	344	77.57811438
b1186	483	37.50922188
b1187	1409	234.3439762
b1188	11017	860.5903907
b1189	8996	829.307501
b1190	8805	984.4987915
b1191	248	17.09728536
b1192	280	36.64478983
b1193	408	79.83329212
b1194	6	0.977550516
b1195	787	369.5811818
b1196	18	4.887752579
b1197	729	51.41207593
b1198	906	76.45767723
b1199	391	73.96876118
b1200	1039	116.1719755
b1201	151	9.41783368
b1202	169	7.056394544
b1203	1576	172.8259181
b1204	309	63.25253145
b1205	24971	10717.83407
b1206	198	14.11338557
b1207	2722	343.8389575
b1208	2128	299.0937423
b1209	499	95.76156915
b1210	961	91.5510665
b1211	370	40.9117979
b1212	85	12.20472991
