gene_id,ceftazidime_2,ceftazidime_3,ceftazidime_4,control_2,control_3,control_4,kanamycin_2,kanamycin_3,kanamycin_4
b3976,4,2,5,0,3,1,7,6,16
b3977,75,80,73,23,43,19,114,134,143
b3978,9,15,15,4,9,5,12,8,23
b3979,5,3,3,5,0,4,7,9,15
b3980,166,163,147,104,143,117,228,245,271
b3981,1624,2034,2206,1462,1787,1341,2550,2853,3157
b3982,1590,1965,2013,1482,1804,1446,4029,4263,5209
b3983,6164,7413,5992,4007,3877,3846,2008,2105,2428
b3984,14157,18335,14117,9990,9614,9826,7634,7879,9700
b3985,11649,14949,14725,8246,7937,7235,5016,5435,6494
b3986,7481,9543,9778,5689,5957,5618,5155,5456,6428
b3987,11372,16622,10694,17890,20492,18855,5727,6175,6241
b3988,16995,28053,13485,37338,38909,38904,6801,6998,7019
b3989,16,20,31,13,6,13,27,41,51
b3990,353,941,416,2048,1983,2219,193,228,251
b3991,190,565,215,1139,1222,1306,161,207,192
b3992,145,456,161,887,993,969,158,135,172
b3993,114,289,150,512,613,608,158,190,200
b3994,510,1036,782,1153,1484,1408,1033,1314,1397
b3995,1007,1187,1004,1194,1270,940,638,785,598
b3996,425,439,413,403,681,490,380,438,436
b3997,1319,1546,1581,1306,1375,1193,896,1027,1135
b3998,379,461,463,487,553,433,280,329,330
b3999,498,646,637,420,450,365,166,223,211
b4000,2467,2797,1880,1834,1625,1682,706,826,765
b4001,90,80,141,100,91,80,417,509,528
b4002,19,9,5,14,13,7,21,19,32
b4003,83,94,140,102,87,109,433,537,538
b4004,132,140,194,206,201,188,799,971,1066
b4005,993,1080,831,929,1274,930,407,505,476
b4006,1191,1373,1240,624,795,659,347,442,526
b4007,0,0,0,0,0,0,0,0,0
b4008,0,0,0,0,0,0,0,0,0
b4009,0,0,0,0,0,0,0,0,0
b4010,0,0,0,0,0,0,0,0,0
b4011,0,0,0,0,0,0,0,1,0
b4012,0,0,1,3,3,0,6,1,4
b4013,48,96,139,548,290,509,77,107,81
b4014,15880,20359,15622,29765,37548,32422,3723,4446,3688
b4015,30406,41707,18368,74590,76884,84146,3681,3846,2662
b4016,7012,9452,4269,15708,18152,17899,640,765,612
b4017,12,29,15,8,18,7,20,37,39
b4018,2466,2933,3388,3380,3294,3325,1123,1312,1078
b4019,1125,1412,1381,2588,2328,2144,823,985,1052
b4020,309,375,418,500,702,548,311,416,383
b4021,280,359,296,153,113,147,126,122,135
b4022,192,228,243,215,216,208,350,436,530
b4023,825,983,1720,510,550,565,147,218,197
b4024,135,153,209,231,261,198,441,672,652
b4025,3056,4010,3773,4605,5841,5583,562,703,622
b4026,99,108,119,67,60,61,58,65,82
b4027,4,7,2,1,2,0,46,44,41
b4028,3,2,5,0,2,0,27,69,50
b4029,59,99,69,67,110,66,242,273,336
b4030,35,100,57,48,41,43,276,316,372
b4031,22,41,32,65,80,48,249,318,333
b4032,166,345,221,277,167,279,113,125,122
b4033,135,322,128,245,133,305,77,99,120
b4034,2105,3500,3442,1987,871,2115,71,78,77
b4035,44,92,27,99,34,160,28,32,40
b4036,639,1223,381,887,388,945,92,94,129
b4037,142,211,106,191,137,250,48,36,61
b4038,8,5,2,2,4,5,15,29,36
b4039,339,365,372,325,495,403,543,634,519
b4040,464,486,484,601,816,554,920,1020,983
b4041,2919,3585,4054,2940,2829,2591,1768,2082,2057
b4042,254,294,309,196,214,211,247,404,357
b4043,8336,9537,10901,2801,3113,2891,2875,3649,3826
b4044,1038,1288,1179,337,413,273,1663,2071,1845
b4045,3847,6030,2843,5796,9356,8723,308,374,266
b4046,817,1016,1315,1124,938,1219,188,245,240
b4047,1,0,0,0,0,2,3,3,4
b4048,10,6,5,3,4,5,10,19,23
b4049,729,900,772,333,328,208,642,810,854
b4050,145,191,178,22,73,33,1072,1253,1226
b4051,829,1258,998,2061,2719,2599,306,408,361
b4052,1260,1647,1735,1047,934,802,662,804,898
b4053,670,744,670,606,590,540,955,1103,1205
b4054,397,529,889,552,538,541,286,397,367
b4055,498,666,866,951,777,553,234,259,303
b4056,400,632,892,1515,1825,1721,129,174,144
b4057,508,851,1176,1713,2044,1809,256,317,243
b4058,11568,14157,14836,4809,5391,4199,4032,4783,4960
b4059,1359,1404,1575,1167,1118,949,1266,1338,1667
b4060,56,81,142,109,183,134,688,675,747
b4061,183,272,145,269,380,257,140,172,195
b4062,594,828,648,152,673,508,540,893,701
b4063,46,66,57,37,61,47,510,540,514
b4064,346,356,421,141,206,143,972,1204,1301
b4065,466,557,551,711,845,794,462,493,519
b4066,7,18,2,2,18,1,19,30,19
b4067,4097,6261,581,3040,4851,3522,210,250,219
b4068,915,1459,111,422,813,507,37,40,31
b4069,16227,21306,1737,5231,9063,6360,1447,1662,987
b4070,67,63,427,472,27,525,188,222,266
b4071,12,20,137,75,4,117,63,54,68
b4072,12,11,139,84,7,70,30,62,67
b4073,17,16,333,95,13,109,94,109,119
b4074,25,30,130,38,25,37,69,95,90
b4075,3,0,10,2,1,2,12,13,14
b4076,4,7,21,11,1,5,22,26,19
b4077,643,602,382,366,607,347,1127,1425,1375
b4078,418,563,746,507,547,522,440,495,514
b4079,1025,1248,1040,636,612,686,293,280,430
b4080,8,12,10,10,6,6,64,74,96
b4081,14,7,9,6,3,5,60,85,67
b4082,0,1,2,2,1,0,25,47,20
b4083,2,3,6,0,4,1,38,85,66
b4084,39,28,27,31,25,23,97,98,92
b4085,19,20,4,16,14,9,18,27,18
b4086,10,5,7,7,0,5,17,44,21
b4087,24,26,14,7,5,11,68,91,72
b4088,114,138,98,57,48,42,100,114,132
b4089,487,613,572,568,423,403,392,473,447
b4090,24,16,14,25,20,19,47,68,57
b4092,90,99,81,76,129,80,117,125,132
b4093,27,62,38,29,42,40,31,29,37
b4094,4,3,7,8,8,9,13,21,25
b4095,14,5,6,6,8,10,31,24,30
b4096,6,3,8,10,15,9,31,6,23
b4097,6,3,2,4,6,2,13,25,21
b4098,0,2,2,2,4,3,5,12,10
b4099,0,3,0,5,3,5,10,16,16
b4100,2,0,0,0,1,1,7,7,2
b4101,2,1,0,0,0,0,1,1,2
b4102,3,0,1,0,0,3,7,9,12
b4104,0,1,0,1,2,1,13,10,20
b4105,2,2,1,0,4,3,23,28,31
b4106,3,3,3,0,1,0,5,11,13
b4107,96,152,117,265,350,294,26,30,29
b4108,212,278,288,111,122,111,118,133,140
b4109,104,134,181,74,119,69,281,409,332
b4110,11,29,34,17,18,9,108,135,110
b4111,1979,2491,1657,1141,1722,1111,6987,8493,7690
b4112,175,233,259,270,333,230,111,146,136
b4113,114,141,135,217,208,189,94,110,125
b4114,19,17,18,38,43,41,30,45,45
b4115,18,17,15,47,51,44,108,137,123
b4116,2,3,5,7,9,6,11,18,15
b4117,64,74,84,78,77,66,202,258,206
b4118,180,204,194,456,406,396,363,482,337
b4119,362,443,303,389,358,449,337,414,470
b4120,181,218,176,195,200,189,189,221,233
b4121,38,32,47,48,38,41,82,111,89
b4122,46,58,51,39,39,37,69,77,87
b4123,56,45,61,19,35,31,105,174,149
b4124,174,235,212,141,149,159,74,68,83
b4125,478,651,650,479,620,564,420,539,535
b4126,25,20,9,10,28,13,6,9,7
b4127,131,217,113,78,129,91,28,58,31
b4128,2,1,1,0,2,1,2,2,0
b4129,3286,4133,5294,6518,6809,7078,853,1097,976
b4130,20,33,40,42,54,28,122,140,183
b4131,13,25,19,5,4,7,100,143,106
b4132,4,5,7,8,4,4,125,160,158
b4133,44,56,170,46,45,47,53,49,61
b4134,1,2,0,4,3,3,2,1,1
b4135,786,1211,898,1309,1510,1128,160,201,215
b4136,525,761,909,589,658,622,185,213,210
b4137,133,177,221,109,106,110,23,47,38
b4138,5755,7886,17697,9286,8205,9911,2034,2573,2390
b4139,34692,40787,56299,54328,48207,49268,4961,6166,4982
b4140,548,672,1673,783,959,680,614,637,1048
b4141,77,111,121,100,115,61,190,253,298
b4142,777,925,1604,691,760,635,143,181,218
b4143,5332,6293,10104,9489,15138,12849,2882,2980,3298
b4144,932,1066,1020,965,882,966,614,774,673
b4145,16,19,29,1,4,4,107,148,164
b4146,664,866,796,552,444,351,282,294,350
b4147,1656,1819,1886,975,981,785,909,883,981
b4148,577,717,689,449,540,371,525,624,696
b4149,424,583,332,774,916,823,74,78,70
b4150,100,109,176,51,64,45,68,94,115
b4151,428,549,967,461,677,604,152,172,206
b4152,365,425,901,314,399,371,59,77,64
b4153,881,997,2132,753,905,928,119,146,192
b4154,3940,4524,9709,3862,3848,4391,608,792,826
b4155,174,242,297,131,141,119,491,607,581
b4156,62,93,117,44,109,41,994,1211,1199
b4157,2,5,4,4,7,5,53,81,69
b4158,13,17,26,5,6,7,211,240,235
b4159,686,987,792,774,998,764,604,757,714
b4160,1156,1452,1274,980,1074,916,630,752,806
b4161,1279,1340,1697,1292,1184,1090,1289,1482,1667
b4162,574,704,781,410,430,311,161,198,212
b4163,162,242,360,229,201,161,124,71,184
b4164,0,0,0,0,0,0,0,0,0
b4165,6,11,21,4,3,5,8,9,16
b4166,662,781,828,435,463,361,189,205,211
b4167,548,817,776,1441,2295,1961,1051,1236,1335
b4168,110,167,136,177,257,248,98,107,128
b4169,559,821,820,1058,1501,1077,1186,1248,1474
b4170,1122,1437,1574,1617,1952,1516,1265,1458,1615
b4171,3108,4490,6042,3691,5030,4110,1732,1907,2337
b4172,2568,3061,3628,2188,2751,2300,556,596,763
b4173,2819,3647,4095,3537,4798,3480,907,1116,1257
b4174,3564,4731,3533,4786,6828,4950,2520,2979,3298
b4175,1929,2721,1881,2941,4196,3111,1609,1795,2106
b4176,10,14,10,9,13,11,5,7,8
b4177,10864,17637,27165,25138,19113,25530,6262,7196,8110
b4178,304,389,425,247,377,319,387,532,499
b4179,4593,5880,5810,5243,5771,5248,4538,6164,5423
b4180,736,893,897,584,631,545,870,1114,964
b4181,1,1,1,0,0,0,12,20,13
b4182,4,8,5,5,4,4,130,169,163
b4183,5,5,3,0,1,1,39,54,38
b4184,0,0,0,2,0,1,49,49,39
b4185,0,1,1,4,2,1,125,127,114
b4186,12,12,6,7,16,13,276,340,329
b4187,814,2161,792,8762,14365,10573,324,409,422
b4188,1318,1871,2220,2727,3051,2302,628,962,679
b4189,2331,3144,3239,6044,5821,4195,944,1402,1013
b4190,94,132,138,159,151,210,120,137,165
b4191,135,138,152,154,137,121,378,429,400
b4192,31,19,34,35,31,54,65,83,97
b4193,17,20,18,21,24,37,58,63,58
b4194,1,1,5,7,7,8,4,3,4
b4195,12,20,5,10,21,25,17,14,16
b4196,40,64,47,55,53,50,80,107,118
b4197,32,33,27,46,42,41,148,172,181
b4198,27,63,29,42,38,49,147,175,200
b4199,15,48,24,27,78,41,27,49,39
b4200,5348,7165,5259,4055,3120,3547,2461,2696,3090
b4201,865,1100,652,625,521,584,345,393,450
b4202,386,456,321,330,336,374,215,214,233
b4203,6010,7246,5251,4061,3691,4292,2612,2787,3179
b4204,2,4,5,1,0,3,37,49,83
b4205,2,2,3,0,0,0,69,94,93
b4206,895,1143,1164,1062,962,1007,578,649,695
b4207,1208,1364,1029,483,450,324,493,625,700
b4208,2528,3354,1562,1447,2104,1423,4811,6120,5665
b4209,108,48,5827,105,26,1131,720,592,839
b4210,175,200,159,100,138,108,280,317,307
b4211,95,149,180,119,131,114,98,134,126
b4212,92,126,146,160,177,138,385,459,422
b4213,397,453,460,474,428,424,390,524,423
b4214,899,1437,1023,1546,2387,1907,547,630,591
b4215,8,14,13,9,13,10,30,44,53
b4216,662,816,607,797,924,638,198,271,235
b4217,6157,8222,6061,9366,18644,12532,4132,4761,3661
b4218,613,701,835,533,524,427,445,492,446
b4219,404,650,629,673,842,810,279,333,299
b4220,270,378,405,379,453,417,503,577,608
b4221,741,1024,748,1130,1494,1116,1484,1748,1918
b4222,271,322,354,233,276,254,494,570,617
b4224,5,14,11,29,41,19,103,110,64
b4225,38,65,51,113,123,128,296,345,286
b4226,4287,4871,4573,1749,1799,1327,437,568,677
b4227,867,1217,612,1325,1629,1712,519,588,432
b4230,118,221,88,250,350,307,92,125,121
b4231,201,297,205,292,394,328,101,141,137
b4232,4805,5625,4977,2022,2053,2029,1264,1495,1840
b4233,1736,1960,2135,1205,1171,1012,1744,1981,2122
b4234,1032,1382,1281,1085,1302,1125,601,740,790
b4235,1470,1860,1950,1878,2089,1961,562,626,619
b4236,259,299,377,218,272,219,149,162,208
b4237,41,84,157,96,140,108,43,47,86
b4238,631,989,1554,1524,2165,1943,383,470,434
b4239,48,68,65,120,139,109,50,79,77
b4240,94,97,158,135,187,131,268,354,335
b4241,352,399,629,302,222,248,376,443,450
b4242,94,111,147,99,126,80,1461,1493,1884
b4243,7402,7210,4322,5242,4563,5537,575,617,561
b4244,3176,2255,536,431,280,589,74,79,97
b4245,4529,3316,864,573,431,691,62,76,74
b4246,24,34,43,21,31,15,23,38,54
b4248,65,82,60,29,70,53,33,42,48
b4249,39,45,43,16,36,23,112,161,142
b4251,71,82,52,59,76,43,64,73,73
b4252,140,177,183,210,252,216,116,151,149
b4253,35,45,33,28,42,23,102,121,86
b4254,7,8,12,11,14,3,49,53,44
b4255,5700,7067,7464,4237,5037,5227,2510,2949,2557
b4256,58,80,131,64,85,80,281,322,345
b4257,4,3,5,0,2,3,23,30,49
b4258,3096,3973,2785,4578,5896,4711,2578,3140,3639
b4259,159,213,157,267,375,281,117,168,134
b4260,1659,2189,1642,2878,3482,2948,2600,3212,3218
b4261,899,1013,1355,774,1134,839,1693,1839,1913
b4262,744,965,1020,1096,1449,1065,1850,2207,2321
b4263,793,1032,566,865,1320,956,522,561,538
b4264,65,55,118,31,47,46,76,101,110
b4265,50,44,118,41,39,48,104,152,119
b4266,15,32,13,34,15,21,59,74,57
b4267,9,16,11,23,25,31,59,58,57
b4268,11,8,9,10,8,15,164,192,185
b4269,476,637,296,810,1399,1083,158,206,209
b4270,5,3,3,0,0,0,10,9,11
b4271,269,369,326,169,256,172,496,482,600
b4272,0,0,2,0,0,0,4,6,15
b4273,1,2,1,2,0,0,26,21,42
b4277,4,8,18,6,4,4,136,146,173
b4278,96,119,122,63,79,70,397,449,509
b4279,20,45,31,37,36,30,23,38,33
b4280,106,120,130,89,126,114,46,59,58
b4281,0,19,13,12,9,4,47,81,75
b4282,3,1,2,1,1,0,101,78,129
b4284,5,5,1,0,3,1,9,10,7
b4286,5,7,5,1,3,7,26,49,28
b4287,97,110,100,121,39,55,47,90,78
b4288,42,89,61,101,60,61,58,71,81
b4289,129,142,97,155,57,83,91,104,111
b4290,382,307,309,414,177,219,222,234,360
b4291,1781,1577,1604,1837,576,845,340,390,490
b4292,81,60,69,110,98,72,169,186,187
b4293,62,78,67,115,101,99,88,100,141
b4294,8,4,2,9,12,15,36,31,29
b4295,674,925,1054,1024,1101,1104,1865,2130,2004
b4296,17,13,17,4,6,6,236,275,264
b4297,73,125,135,105,145,143,341,443,447
b4298,27,34,22,9,23,18,174,235,225
b4299,14,16,19,12,13,15,61,67,82
b4300,40,57,47,48,40,50,35,53,42
b4301,47,51,43,49,64,52,28,30,42
b4302,25,32,10,47,50,50,22,36,24
b4303,35,24,28,72,77,77,61,90,56
b4304,29,48,48,154,128,149,92,116,90
b4305,48,79,68,119,102,119,314,444,333
b4306,113,146,151,55,49,52,1147,1615,1079
b4307,51,84,107,29,30,30,699,1034,720
b4308,13,11,11,1,3,5,192,242,255
b4309,3,2,7,2,4,2,29,27,33
b4310,31,27,27,19,37,26,189,229,222
b4311,4,12,7,1,0,0,11,15,14
b4312,15,21,9,7,11,6,52,80,86
b4313,13,7,13,8,9,5,24,40,28
b4314,468,586,323,1008,1233,1210,465,607,697
b4315,30,29,20,118,143,120,101,126,158
b4316,13,9,7,32,73,45,78,95,103
b4317,18,26,11,44,86,59,880,1013,938
b4318,9,12,4,10,12,5,114,132,129
b4319,5,3,2,6,14,6,86,69,73
b4320,37,37,57,33,76,38,229,284,277
b4321,50,53,51,103,97,102,3548,3857,3730
b4322,187,190,191,322,236,322,2644,2760,2654
b4323,192,191,246,418,364,417,1913,2101,1911
b4324,547,636,905,873,960,1022,1624,1783,2020
b4325,6,4,2,5,1,4,15,26,12
b4326,18,25,18,71,81,71,78,96,87
b4327,126,189,136,87,134,78,245,315,344
b4328,307,346,188,185,230,150,331,418,476
b4329,13,18,4,4,15,7,8,18,18
b4330,31,27,11,10,35,10,22,52,36
b4331,306,420,504,247,223,230,170,202,208
b4332,37,37,31,21,42,27,233,258,303
b4333,10,23,23,15,9,9,56,59,57
b4334,23,38,24,117,111,137,55,118,101
b4335,120,114,115,311,427,389,199,263,239
b4336,112,206,185,364,508,312,158,189,194
b4337,92,116,271,178,200,126,369,395,361
b4339,69,87,78,56,44,43,101,129,115
b4340,248,239,258,50,104,54,1309,1660,1701
b4341,0,0,0,1,0,0,9,12,10
b4342,57,60,88,22,24,17,182,260,218
b4345,36,41,27,23,22,23,23,34,28
b4346,116,115,120,84,92,88,68,58,77
b4347,27,27,48,13,11,17,116,146,149
b4348,200,239,120,147,144,110,23,31,24
b4349,478,568,450,316,354,260,338,415,438
b4350,3567,3756,4145,4938,4373,4672,480,603,530
b4351,154,195,218,273,257,350,616,719,800
b4352,228,296,317,273,262,211,82,108,106
b4353,1,0,1,1,3,2,0,0,3
b4354,98,118,102,515,516,611,348,425,338
b4355,95,109,100,88,120,99,810,1009,1011
b4356,144,109,211,107,122,77,313,385,401
b4357,62,58,92,270,212,236,150,203,145
b4358,2,5,3,2,7,7,125,127,129
b4359,690,818,748,899,773,871,1065,1355,1527
b4360,258,362,348,123,163,100,148,201,191
b4361,394,553,574,338,342,337,232,275,293
b4362,363,536,532,335,373,359,248,293,283
b4363,21,28,56,28,40,28,25,43,21
b4364,86,102,136,44,47,46,83,133,150
b4365,3,1,5,0,0,1,51,84,73
b4366,7,16,37,9,11,6,68,129,132
b4367,526,563,545,1209,705,807,1042,1190,1417
b4368,22,6,28,3,0,2,56,54,79
b4369,0,0,0,0,0,0,0,0,0
b4370,0,0,1,0,0,0,8,13,9
b4371,731,903,732,396,336,305,726,800,885
b4372,131,166,174,72,106,73,373,354,444
b4373,78,99,87,66,79,32,224,225,245
b4374,335,419,331,321,383,327,395,504,558
b4375,1254,1470,1090,749,796,582,947,1167,1203
b4376,4545,6992,2548,8037,13505,10862,1207,1518,1620
b4377,166,299,288,667,828,728,496,620,599
b4378,102,198,162,531,551,496,382,451,472
b4379,171,228,544,177,103,173,70,79,90
b4380,611,728,1063,731,430,697,43,69,72
b4381,836,1331,2050,1119,1352,1330,363,572,434
b4382,1199,1859,2795,1787,2259,2132,265,377,326
b4383,4119,5846,6347,6729,8770,8576,2109,2426,2328
b4384,2739,3996,3098,4058,5457,4995,389,488,451
b4385,115,173,209,205,258,229,1988,2328,2618
b4386,246,291,264,269,257,251,194,217,241
b4387,85,124,118,118,110,92,149,188,203
b4388,274,417,336,354,350,295,1016,1104,1179
b4389,426,517,372,657,734,591,1001,1236,1190
b4390,584,913,488,1489,1958,1571,304,402,401
b4391,3118,4018,2799,3665,3999,3802,1232,1485,1603
b4392,1319,1654,1387,1481,1759,1476,650,804,811
b4393,215,370,376,462,581,548,90,129,151
b4394,183,188,207,145,146,115,450,497,577
b4395,438,596,742,625,581,549,650,885,907
b4396,4182,5421,5470,5421,5055,5696,2336,2799,2666
b4397,99,167,156,93,108,68,264,390,324
b4398,39,49,54,67,57,61,244,297,294
b4399,69,116,88,137,122,110,490,678,599
b4400,52,78,88,67,71,38,291,341,315
b4401,7222,9385,7514,7019,11770,8031,6372,6944,7481
b4402,23,56,57,34,68,53,24,25,29
b4403,126,172,189,76,119,72,95,143,97
b4406,125,123,207,168,241,208,231,285,293
b4407,0,0,0,0,2,3,0,0,0
b4408,39988,49622,71442,47015,60311,45020,42814,49764,39324
b4409,54,38,57,35,80,75,80,81,83
b4410,4,5,3,4,4,4,8,4,7
b4411,364,568,290,582,1032,701,56,63,76
b4412,0,0,0,0,0,0,0,0,0
b4413,20,29,34,13,21,20,64,62,78
b4414,6,15,12,25,43,24,27,12,24
b4415,1,1,3,0,1,2,13,15,18
b4417,3,5,10,0,0,0,71,72,95
b4418,2,3,5,4,2,2,22,47,35
b4419,0,0,0,0,0,1,1,2,0
b4420,0,0,3,0,2,2,4,4,7
b4421,0,0,0,0,1,0,1,0,0
b4422,0,2,0,0,0,1,0,1,0
b4423,0,0,0,0,0,0,0,1,0
b4424,0,2,1,0,2,0,1,1,0
b4425,0,0,0,0,0,0,0,0,0
b4426,7,8,13,8,7,7,74,95,96
b4427,0,0,0,0,0,0,7,11,6
b4428,4,5,4,2,0,1,4,5,7
b4429,98,112,134,104,155,118,226,291,250
b4430,18,16,46,17,14,26,2,5,4
b4431,2,3,1,0,2,0,6,6,13
b4432,458,533,549,355,409,433,2246,1898,1509
b4433,8,14,10,7,22,18,12,3,7
b4435,0,1,0,0,1,0,19,15,18
b4436,69,74,89,66,52,43,88,104,91
b4437,52,98,86,42,32,25,109,123,135
b4438,1,7,2,2,1,2,5,17,24
b4439,2,16,15,2,6,7,2,8,7
b4440,276,317,355,106,169,115,3809,3812,3552
b4441,13,11,14,10,15,17,28,25,29
b4442,7,5,9,11,15,17,262,317,345
b4443,622,983,2088,1251,1671,1626,2380,2007,2134
b4444,2,3,3,1,4,4,0,1,2
b4445,4,10,5,8,20,10,27,18,24
b4446,71,94,155,116,140,129,404,469,389
b4447,17,27,37,24,19,14,214,259,257
b4449,2,2,2,1,4,1,2,0,6
b4450,19,26,23,20,16,11,13,22,31
b4451,0,0,0,0,1,3,4,7,10
b4452,6,9,10,42,71,42,14,4,10
b4453,90,87,88,93,100,96,255,313,391
b4454,26,11,18,19,30,30,47,56,88
b4455,0,0,0,0,0,0,0,0,0
b4456,78,96,115,79,113,97,490,388,497
b4457,2330,4022,2329,4407,7107,5818,13719,14984,12096
b4458,1,4,1,1,0,0,11,12,27
b4459,5,3,5,3,1,3,8,5,8
b4460,72,91,70,154,166,202,142,163,163
b4461,284,396,391,278,315,265,224,243,292
b4462,3,6,3,0,2,2,13,27,27
b4463,7,18,12,12,19,20,117,127,150
b4464,126,148,76,99,80,100,199,207,274
b4465,10,7,14,9,8,2,128,136,167
b4466,115,141,198,205,259,213,530,674,729
b4467,651,1451,428,401,595,462,201,249,236
b4468,522,1016,348,331,423,348,111,139,155
b4469,1622,2054,1925,791,701,591,1382,1640,1781
b4470,68,44,83,68,57,63,1361,2166,1737
b4471,233,309,2672,105,66,57,127,143,218
b4472,679,909,852,872,1064,875,1062,1354,1320
b4473,163,203,247,135,203,164,340,434,436
b4474,17,26,21,17,16,16,37,48,32
b4475,76,108,130,186,259,165,568,687,693
b4476,41,38,36,53,72,49,244,325,348
b4477,18,23,54,64,56,45,36,38,41
b4478,46,47,99,89,113,102,48,67,44
b4479,72,109,200,152,176,229,177,217,206
b4480,161,133,184,161,146,177,282,300,278
b4481,145,189,171,173,199,148,256,327,272
b4482,12,2,19,5,4,10,48,59,70
b4483,252,284,332,173,172,143,374,432,442
b4484,6022,9578,12268,730,2237,1279,2945,2881,3945
b4485,310,419,193,515,660,625,237,302,239
b4486,106,147,217,87,101,105,900,1137,1040
b4487,311,309,450,232,187,227,536,668,713
b4488,154,206,229,348,341,316,1640,2314,2017
b4490,126,151,108,227,169,157,1556,1775,1896
b4491,35,35,22,15,19,19,403,494,487
b4492,445,516,809,437,593,485,9840,10566,11894
b4493,7489,10085,7664,5388,6975,4835,1448,1823,1779
b4494,5,4,4,5,3,4,14,16,26
b4495,0,0,0,1,0,0,6,16,9
b4496,136,246,291,250,350,196,145,187,189
b4497,5,0,2,5,3,2,47,49,42
b4498,778,1046,1482,982,1036,946,246,328,316
b4499,54,35,42,13,15,13,325,414,459
b4500,81,77,108,76,74,66,488,645,651
b4501,6,6,12,3,5,11,60,65,47
b4502,51,90,67,9,8,5,123,149,158
b4503,1,0,3,3,0,0,8,24,19
b4504,0,0,0,0,0,0,0,0,1
b4505,40,48,57,62,85,70,79,91,93
b4506,2,1,5,3,4,2,1,4,11
b4508,3,4,3,2,4,1,30,37,48
b4509,0,0,0,0,0,0,0,0,0
b4510,0,0,0,0,0,0,0,0,0
b4511,0,0,0,1,1,0,0,1,0
b4512,622,938,411,1204,1354,1187,421,617,471
b4513,0,0,0,0,0,0,1,1,0
b4514,0,0,1,0,1,2,0,1,2
b4515,0,0,0,0,0,0,0,0,0
b4516,0,0,2,0,0,0,6,1,8
b4517,6,2,12,1,2,0,66,83,86
b4518,779,1880,858,2727,4488,3588,221,256,224
b4519,3,1,0,0,0,0,12,23,14
b4520,2,1,3,3,4,4,16,26,29
b4521,1,1,1,0,3,1,12,12,10
b4522,17,13,17,4,9,5,16,17,14
b4523,128,171,169,50,74,50,43,37,55
b4524,9,13,9,4,7,3,18,31,9
b4525,7,7,1,4,3,8,0,0,0
b4526,0,1,0,0,0,0,0,0,1
b4527,2,12,3,1,0,6,23,28,55
b4528,0,0,0,0,0,0,0,0,0
b4529,633,670,661,1155,1351,1134,228,297,235
b4532,16,29,21,17,15,13,23,27,14
b4533,2,0,0,2,0,0,0,1,0
b4535,66,64,51,41,36,29,12,31,26
b4536,345,384,368,85,86,80,154,181,183
b4537,73,83,80,17,29,23,76,99,126
b4538,20,29,51,13,19,6,18,38,40
b4539,28,40,45,79,73,73,367,390,379
b4541,2,3,3,0,0,0,4,11,17
b4542,263,234,139,89,108,92,158,163,186
b4543,40,50,29,26,33,23,28,29,46
b4544,7,2,6,8,11,5,8,9,9
b4545,0,0,0,0,0,0,0,0,0
b4546,8,16,10,22,38,56,67,56,75
b4547,97,169,126,239,355,192,211,239,219
b4548,0,0,0,0,0,0,0,1,0
b4550,16,16,34,9,19,7,7,12,24
b4551,31,54,66,33,42,42,23,34,31
b4552,0,0,0,0,0,0,0,0,0
b4553,42,56,61,41,36,19,109,128,145
b4554,1508,2153,2813,1812,2757,2392,1607,1804,1474
b4555,16,22,23,22,18,11,30,29,46
b4556,24,15,35,15,16,12,93,117,141
b4557,9,9,7,5,4,4,6,14,2
b4558,326,403,353,547,484,462,136,175,164
b4559,0,3,0,0,0,0,6,9,13
b4561,6,6,11,13,6,17,8,7,14
b4565,2,7,4,7,10,10,4,6,2
b4566,56,65,91,32,26,22,85,131,95
b4567,6,4,4,6,10,1,14,22,17
b4568,817,1451,797,1132,1786,1357,136,178,157
b4569,11,5,5,9,4,4,11,19,11
b4570,5,9,16,6,8,7,88,100,92
b4571,290,704,667,539,534,539,161,177,153
b4572,23,16,16,25,28,17,124,157,159
b4573,57,91,79,31,25,29,95,126,139
b4575,487,576,652,410,557,424,725,840,839
b4576,5,8,14,7,6,3,57,64,56
b4577,0,2,0,0,0,0,0,1,1
b4578,3,6,11,6,2,1,35,26,42
b4579,1,0,0,1,3,0,16,27,20
b4580,36,76,84,51,55,43,551,664,709
b4581,116,179,215,377,401,348,487,649,645
b4582,55,78,69,60,81,67,101,113,113
b4585,15,12,35,19,19,8,111,96,132
b4586,0,1,1,0,1,2,3,7,6
b4587,50,87,74,77,78,51,122,133,142
b4588,0,0,0,0,1,1,0,0,1
b4589,1,2,7,4,3,1,1,2,1
b4590,0,0,0,0,0,0,4,5,6
b4592,0,2,0,1,2,2,0,0,0
b4593,0,0,1,0,0,0,2,4,1
b4594,0,0,1,0,2,0,1,11,7
b4595,208,227,282,85,125,100,115,125,134
b4596,37,34,29,31,29,28,34,33,28
b4597,3,16,14,2,3,8,29,36,35
b4598,180,237,144,67,65,48,58,69,79
b4599,35,44,51,33,44,21,439,357,359
b4600,13,13,30,11,9,6,779,951,935
b4601,0,0,0,188,187,181,0,4,4
b4602,43,91,85,81,103,78,110,194,192
b4603,0,0,0,0,0,0,1,1,5
b4606,546,479,476,146,229,250,209,240,191
b4608,0,0,0,0,0,0,22,22,11
