gene_id,ceftazidime_2,ceftazidime_3,ceftazidime_4,control_2,control_3,control_4,kanamycin_2,kanamycin_3,kanamycin_4
b1208,2232,2603,2428,1925,2301,1646,983,1232,1302
b1209,308,380,379,377,376,341,164,245,226
b1210,1771,2102,1935,1277,1368,1070,1904,2420,2334
b1211,775,950,844,524,611,465,391,436,438
b1212,210,273,252,146,200,111,354,389,400
b1213,30,36,28,11,14,9,36,52,52
b1214,664,752,893,474,536,449,429,447,464
b1215,1405,1680,1779,1131,1255,1025,1660,1844,1934
b1216,287,342,460,52,75,44,489,612,705
b1217,87,108,108,194,214,197,136,147,180
b1218,303,362,897,622,667,588,981,1227,1170
b1219,702,843,692,915,739,884,374,521,435
b1220,110,137,215,207,219,151,371,437,405
b1221,282,354,1420,1482,261,1487,365,466,492
b1222,321,382,842,1224,325,925,1271,1549,1659
b1223,31,45,1488,5236,107,3296,149,182,181
b1224,205,337,25156,37780,2180,14111,539,668,571
b1225,94,125,21599,8344,496,3778,286,327,329
b1226,29,30,6130,1503,110,773,88,122,132
b1227,31,53,8716,1629,179,826,88,97,85
b1229,0,0,0,0,0,0,0,0,0
b1230,136,135,129,19,23,14,558,637,1009
b1231,236,266,233,19,44,24,945,1085,1476
b1232,616,562,622,261,304,187,287,306,366
b1233,329,446,543,198,219,145,138,150,145
b1234,929,1152,1099,822,980,592,489,619,583
b1235,1004,1379,1203,1434,1691,1287,366,471,489
b1236,1169,1655,1610,1016,1406,1043,831,968,942
b1237,4474,5613,11244,10843,13264,12552,16173,18562,16815
b1238,58,59,109,30,53,27,83,110,135
b1241,9768,14289,11486,21449,27355,27334,1796,2240,1905
b1242,212,250,301,112,144,115,397,449,445
b1243,112232,124565,69240,28271,36458,29917,11854,14297,14681
b1244,5400,5972,3834,1995,3039,1977,898,1157,1041
b1245,5625,7172,4168,2508,3667,2470,993,1310,1061
b1246,9104,12970,7277,4018,5879,4388,1102,1295,1107
b1247,11822,16782,9200,4465,6396,5130,984,1251,1097
b1248,148,170,199,169,231,178,273,415,390
b1249,566,637,852,724,836,652,1597,1849,1897
b1250,308,431,423,369,609,482,187,250,303
b1251,556,694,550,428,433,391,115,158,121
b1252,212,262,253,438,263,301,913,1078,1247
b1253,93,119,110,38,44,29,140,146,157
b1254,533,780,804,470,638,528,343,408,445
b1255,772,918,964,573,551,534,363,422,433
b1256,857,880,379,386,741,388,61,80,83
b1257,36,70,25,45,161,99,78,77,91
b1258,28,57,12,34,80,50,4,11,15
b1259,139,250,80,260,510,339,15,45,17
b1260,440,716,380,393,580,427,171,224,199
b1261,544,801,481,434,688,512,448,639,521
b1262,342,480,394,351,500,412,413,599,545
b1263,20,89,42,133,271,238,73,94,107
b1264,33,48,52,100,163,180,56,84,61
b1265,8,16,25,13,8,9,7,7,11
b1266,401,437,496,235,274,229,271,318,356
b1267,396,543,650,364,399,378,177,234,248
b1268,91,93,124,42,53,26,144,183,166
b1269,1140,1356,1177,507,475,415,920,1071,1056
b1270,212,311,238,216,215,213,183,228,213
b1271,246,280,274,256,263,245,255,300,294
b1272,1400,1736,1812,1257,1412,1234,723,816,752
b1273,1442,1778,1650,1258,1355,1353,420,481,500
b1274,3774,4882,4996,4379,5163,4054,5960,7618,7071
b1275,3108,4062,4933,3776,3893,4001,2380,2544,2609
b1276,6043,7733,3015,10651,16373,14819,1122,1462,1232
b1277,1294,1597,1895,998,1090,1039,723,869,853
b1278,493,587,730,688,791,687,370,439,458
b1279,643,851,1069,776,850,695,437,549,486
b1280,824,1023,1531,965,956,828,1013,1089,1146
b1281,556,713,503,170,173,103,1046,1090,1306
b1282,62,65,49,15,19,16,82,98,112
b1283,5937,7603,6838,3510,4325,4036,1087,1435,1377
b1284,135,117,139,137,120,112,349,497,482
b1285,210,294,219,474,762,612,305,414,425
b1286,1686,1814,1827,1483,1158,1173,1160,1364,1435
b1287,42,51,71,670,276,441,84,112,113
b1288,6078,8362,5654,6858,6538,6559,1659,1843,1732
b1289,186,201,271,141,170,128,94,123,106
b1290,185,315,192,283,309,290,101,166,137
b1291,333,607,285,543,678,613,162,190,142
b1292,170,218,121,250,348,258,124,142,167
b1293,165,262,130,310,408,301,108,201,145
b1294,555,811,588,794,1002,852,499,723,635
b1295,336,473,315,107,119,110,166,228,232
b1296,1658,2771,526,242,671,251,2611,3577,3110
b1297,2718,3972,1159,311,1251,405,11053,14413,13568
b1298,1008,1332,412,104,301,102,2653,3368,3303
b1299,894,1392,507,139,346,122,2056,2617,2445
b1300,4448,7348,904,277,1719,554,5088,6359,5672
b1301,2771,4458,511,200,1229,382,1290,1543,1277
b1302,3101,5351,579,285,1513,474,686,853,656
b1303,118,130,146,148,136,140,824,973,1029
b1304,2879,3820,3061,284,529,354,16752,18634,16149
b1305,33,59,42,9,11,18,643,765,660
b1306,227,284,239,47,55,47,2065,2551,2132
b1307,96,139,100,21,34,26,1067,1115,915
b1308,2832,2869,3447,1780,1252,1471,2678,3013,2567
b1309,11,30,23,6,4,4,527,697,492
b1310,7,13,12,2,4,1,253,349,231
b1311,8,10,5,15,3,4,139,216,100
b1312,2,5,7,10,18,20,91,144,99
b1313,20,24,9,18,40,24,140,256,148
b1314,17,14,13,25,26,17,97,116,97
b1315,23,18,35,32,40,27,133,159,140
b1316,44,66,65,44,51,45,245,306,285
b1317,5,3,2,4,4,3,18,28,25
b1319,9,3,4,0,0,0,121,171,138
b1320,99,132,125,29,42,23,320,403,459
b1321,556,766,1617,696,928,723,447,580,618
b1322,247,293,533,352,504,364,282,328,306
b1323,1228,1674,2302,1774,1839,1817,1519,1836,1813
b1324,5780,6525,3859,3531,4310,4124,1257,1468,1366
b1325,897,1157,1637,983,1057,930,1306,1621,1526
b1326,547,580,704,630,592,580,395,433,432
b1327,39,69,42,61,90,74,42,40,41
b1328,121,146,137,66,103,87,182,188,202
b1329,572,752,804,357,375,274,1153,1435,1250
b1330,150,172,314,103,96,95,357,461,537
b1331,3,0,1,0,0,0,10,29,15
b1332,3105,3773,2780,1037,1582,1194,4144,4519,3538
b1333,5787,8301,9072,9404,8432,10556,2342,2578,2138
b1334,5642,7324,7734,4349,5601,5024,4809,5368,5222
b1335,230,316,317,156,92,116,130,165,155
b1336,39,45,38,30,40,23,55,55,68
b1337,19,33,15,30,37,23,66,86,72
b1338,12,29,27,33,36,39,65,86,84
b1339,206,232,260,122,169,87,203,216,261
b1340,222,241,246,172,147,179,742,941,946
b1341,252,391,183,566,745,542,98,111,117
b1342,192,220,173,432,538,444,772,894,835
b1343,770,1031,721,664,699,519,383,476,473
b1344,674,909,832,477,496,483,641,804,725
b1345,25,21,26,23,55,40,65,84,74
b1346,0,1,0,0,0,0,0,4,1
b1347,0,0,0,0,0,1,4,3,1
b1348,0,0,0,0,0,0,2,1,1
b1349,17,18,18,26,25,28,88,105,103
b1350,16,21,11,28,52,26,103,143,119
b1351,0,0,0,1,6,0,15,23,17
b1352,1,0,0,0,0,0,2,11,3
b1353,5,4,5,2,2,3,109,165,149
b1355,10,14,19,1,8,5,39,58,49
b1356,841,1188,885,593,635,618,337,401,401
b1357,4,5,17,6,7,8,23,20,29
b1358,8,18,7,10,13,13,14,30,25
b1359,16,26,18,26,26,15,38,50,50
b1360,8,15,13,7,19,4,68,69,78
b1361,14,8,21,10,25,12,22,41,31
b1362,0,1,0,0,0,0,0,0,0
b1363,236,246,198,113,162,113,212,287,274
b1365,4,5,5,0,1,2,48,62,48
b1366,5,7,8,0,5,2,127,152,132
b1368,8,20,20,5,6,6,99,122,113
b1370,31,45,51,35,28,30,41,28,51
b1372,49,48,79,51,57,46,169,247,226
b1373,0,0,0,0,0,0,0,0,0
b1374,0,0,0,0,0,0,0,0,2
b1375,0,0,0,0,0,0,0,0,0
b1376,1547,2154,1745,982,1025,1213,307,495,396
b1377,7,9,11,5,7,2,109,129,143
b1378,3767,5342,3449,5339,7308,6325,592,747,754
b1379,1104,1277,1448,795,555,805,404,524,628
b1380,209,314,316,263,479,400,231,264,306
b1381,489,630,629,657,798,643,311,408,461
b1382,0,0,0,0,0,0,0,1,0
b1383,74,61,67,38,44,32,10,18,7
b1384,320,371,187,164,194,146,245,320,319
b1385,348,477,257,312,398,367,1666,1927,1964
b1386,63,69,70,35,36,29,76,96,133
b1387,85,110,29,30,45,37,93,115,128
b1388,35,59,11,15,63,25,43,81,41
b1389,18,20,0,2,6,2,2,14,10
b1390,48,86,12,29,44,26,21,47,25
b1391,33,47,11,23,33,19,15,19,25
b1392,91,139,23,69,105,76,50,54,55
b1393,58,74,7,35,55,44,30,50,30
b1394,42,76,6,34,49,30,11,18,24
b1395,90,170,35,103,151,104,58,60,69
b1396,13,24,5,24,24,23,13,9,11
b1397,808,1190,349,469,550,421,975,1177,1023
b1398,1078,1406,358,567,641,525,665,827,675
b1399,414,545,196,510,632,521,411,499,469
b1400,302,373,152,233,372,282,121,149,145
b1402,3,1,2,0,4,0,18,10,13
b1403,0,0,0,0,0,0,1,0,1
b1404,0,0,0,0,0,0,0,0,0
b1406,416,485,552,1029,790,873,218,311,232
b1407,32,29,33,15,23,23,453,647,563
b1408,2,1,3,0,0,0,45,85,68
b1409,1,0,2,0,2,1,178,202,175
b1410,60,49,101,37,59,33,790,981,859
b1411,60,71,98,80,89,62,367,385,350
b1412,163,202,150,115,157,112,133,146,165
b1413,2455,3121,2963,3207,3729,3418,1754,2057,2098
b1414,952,1241,1323,1160,675,1047,352,458,431
b1415,9505,13652,2055,6505,8652,7163,3947,4886,3348
b1418,290,335,302,137,215,154,712,871,849
b1419,357,463,482,247,191,183,454,535,546
b1420,1,5,3,2,4,0,10,10,7
b1421,147,158,220,68,92,54,553,662,663
b1422,1493,1654,684,336,478,264,2171,2618,2249
b1423,2103,2780,1071,2543,2868,2332,490,551,601
b1424,1506,2008,1424,835,939,773,503,627,575
b1426,2050,2403,2761,2225,1967,2729,1223,1537,775
b1427,390,463,549,412,318,275,168,215,161
b1428,192,265,102,389,566,463,64,106,87
b1429,140,235,354,240,207,230,439,534,574
b1430,320,368,382,178,196,175,161,171,231
b1431,390,524,617,816,1072,1062,439,472,370
b1432,531,696,893,536,477,424,696,720,755
b1433,45,57,63,77,69,75,108,184,188
b1434,28,57,44,37,31,31,85,134,97
b1435,557,722,526,365,385,254,669,825,808
b1436,35,47,56,24,29,23,70,72,88
b1438,93,79,147,48,60,48,74,99,89
b1439,281,349,381,138,187,119,1061,1206,1346
b1440,2271,3349,1418,3414,4480,2992,307,406,385
b1441,949,1457,451,1155,1606,1210,127,165,174
b1442,529,805,258,521,777,540,96,134,126
b1443,909,1426,534,867,1130,911,57,40,39
b1444,6416,9498,4150,6629,7651,7963,124,134,111
b1445,101,162,131,42,57,42,148,191,182
b1446,494,621,531,448,472,554,751,942,856
b1447,51,75,79,95,112,99,152,185,175
b1448,158,180,223,260,302,256,196,228,226
b1449,359,452,252,724,970,830,241,297,278
b1450,97,181,137,66,83,40,110,143,178
b1451,308,299,168,102,206,96,288,374,402
b1452,565,644,358,308,287,243,982,1058,1222
b1453,65,72,59,38,44,35,627,676,726
b1454,56,126,55,155,172,137,23,23,31
b1455,2,0,0,0,1,0,2,0,7
b1456,7,9,13,10,3,5,44,37,49
b1457,12,12,6,2,7,4,1,5,1
b1459,17,34,40,4,12,6,42,64,74
b1460,0,0,1,0,0,0,1,1,1
b1461,129,153,142,109,111,75,48,45,61
b1462,64,93,79,144,118,122,13,22,22
b1463,91,140,85,97,100,90,168,211,204
b1464,775,989,933,913,758,895,385,426,420
b1465,78,208,729,311,189,235,51,65,87
b1466,103,220,638,325,173,252,15,27,24
b1467,210,663,1255,831,531,746,46,70,51
b1468,473,1209,1238,1439,1047,1340,225,282,238
b1469,164,289,228,102,141,117,72,108,102
b1471,2,0,0,0,2,1,5,10,1
b1472,0,0,1,0,0,0,1,1,0
b1473,31,48,49,43,28,19,83,111,107
b1474,131,146,2319,462,62,260,279,269,318
b1475,34,31,1256,119,20,72,130,110,103
b1476,51,57,1398,132,66,110,119,107,139
b1477,424,561,815,681,679,571,2012,1947,1992
b1478,2789,4679,2128,5555,9289,7627,467,614,557
b1479,3797,4022,2122,1883,2193,1766,973,1179,1037
b1480,4264,6299,4295,10926,15473,14970,441,484,337
b1481,95,126,63,24,46,23,4,14,11
b1482,4653,6798,5235,8717,10409,10002,1060,1274,1474
b1483,182,295,65,180,173,155,90,109,119
b1484,149,277,39,171,210,151,97,100,111
b1485,82,191,34,63,137,89,86,96,111
b1486,94,154,25,68,77,59,78,91,80
b1487,196,327,61,121,207,130,62,102,76
b1488,62,97,22,17,34,19,15,24,30
b1489,127,228,319,627,804,550,117,157,149
b1490,181,268,583,648,666,543,81,86,126
b1491,445,496,580,406,449,376,303,339,388
b1492,4620,15939,15450,62735,76950,69564,68,75,117
b1493,97,294,292,1894,2685,2137,3,4,7
b1494,20,38,56,18,23,25,189,240,287
b1495,8,14,13,10,12,9,95,117,121
b1496,2,0,1,1,1,0,57,70,123
b1497,3,11,9,3,4,1,20,33,24
b1498,110,140,84,42,47,45,65,69,86
b1499,7,12,13,1,2,1,18,19,18
b1500,0,1,0,0,0,0,3,2,2
b1501,86,84,135,41,49,41,695,898,710
b1502,2,3,5,1,1,3,149,212,143
b1503,2,0,3,1,0,2,79,111,83
b1504,3,0,2,0,0,0,88,122,107
b1505,6,1,6,0,3,0,619,737,750
b1506,1,3,3,1,2,0,24,22,37
b1507,72,118,97,164,188,130,608,710,650
b1508,8,10,13,18,10,22,95,86,76
b1511,677,1007,1561,2294,2129,2400,720,898,780
b1512,273,413,577,1632,1432,1353,548,679,598
b1513,235,371,253,2645,2372,2454,234,273,246
b1514,118,234,233,1147,1077,1125,98,105,116
b1515,121,173,199,536,570,570,60,64,71
b1516,432,784,899,1523,1566,1653,29,31,37
b1517,463,772,1128,1248,1425,1385,23,26,41
b1518,135,254,486,388,376,475,15,15,11
b1519,513,727,839,937,1172,979,80,93,104
b1520,56,61,49,16,21,12,58,93,90
b1521,197,252,319,271,185,190,769,961,856
b1522,250,331,562,230,236,246,681,793,844
b1523,23,33,16,9,13,11,68,69,96
b1524,233,281,221,130,99,84,330,375,401
b1525,214,334,201,178,217,138,380,427,417
b1526,132,141,133,98,124,100,594,699,682
b1527,9,5,5,0,2,0,11,19,12
b1528,78,72,113,97,133,116,325,444,375
b1529,339,383,343,402,489,377,414,519,511
b1530,145,163,152,19,21,19,1052,1106,1340
b1531,203,198,184,51,62,34,1807,1919,2261
b1532,55,66,58,8,22,19,746,718,1045
b1533,203,301,200,222,313,186,284,395,332
b1534,150,181,170,124,185,110,174,263,270
b1535,1658,2362,2287,137,172,107,332,373,345
b1536,170,343,141,408,621,519,31,62,75
b1537,71,89,67,72,131,77,308,346,441
b1538,1010,1105,739,1179,1358,1292,292,373,383
b1539,997,1187,1253,1091,1155,1185,887,996,1005
b1540,704,874,763,471,473,359,754,1024,999
b1541,49,65,79,44,52,76,66,80,80
b1542,25,23,38,20,29,19,423,481,470
b1544,0,0,0,0,0,0,0,0,0
b1545,1,0,1,0,0,0,0,0,0
b1546,0,0,0,0,0,0,0,0,0
b1547,1,11,11,2,3,5,30,33,35
b1548,1,0,0,0,0,0,1,0,0
b1549,2,3,1,1,1,0,0,1,2
b1550,179,207,194,40,69,46,33,24,26
b1551,307,372,477,23,47,23,19,17,25
b1552,7102,8570,9723,761,1321,798,319,397,409
b1553,0,0,0,0,0,0,3,1,3
b1554,5,4,10,4,1,1,56,106,67
b1555,2,8,9,2,2,0,6,12,10
b1556,1,9,4,2,4,2,21,35,30
b1557,3857,5065,5051,1130,2107,958,1033,1162,1476
b1558,248,321,287,22,39,22,148,210,255
b1559,27,8,27,11,16,5,58,78,73
b1560,14,28,41,3,6,1,583,674,748
b1561,25,27,27,28,33,25,229,299,268
b1562,138,210,199,318,388,361,6669,5658,8028
b1563,139,230,232,287,388,403,3212,3249,3599
b1564,133,166,158,157,171,180,1123,1126,1110
b1565,14,13,17,8,3,7,11,9,6
b1566,28,39,16,3,9,5,18,32,37
b1567,0,4,3,1,1,2,74,96,95
b1568,0,1,0,0,0,1,7,11,4
b1569,0,0,0,0,1,0,3,8,6
b1570,481,677,751,429,457,473,80,103,111
b1571,1,3,0,1,5,2,20,32,29
b1572,0,0,0,0,0,0,0,4,0
b1573,4,11,10,10,16,5,237,225,310
b1574,7,6,2,8,11,7,216,253,279
b1575,0,0,0,0,0,0,8,8,7
b1576,0,0,0,0,0,0,6,9,10
b1577,2,2,0,6,17,3,53,96,80
b1578,0,0,0,0,0,0,0,0,0
b1579,14,12,23,5,6,7,58,60,45
b1580,16,5,18,13,7,9,51,75,83
b1581,9,10,6,11,12,10,81,120,158
b1582,46,57,78,34,33,21,87,101,92
b1583,254,321,420,182,141,171,70,108,85
b1584,217,234,351,92,110,89,124,164,158
b1585,157,195,225,166,151,111,187,196,227
b1586,258,348,354,337,475,392,110,101,144
b1587,313,402,284,167,246,262,108,128,108
b1588,355,506,354,179,296,225,134,188,203
b1589,47,71,48,37,52,42,27,55,54
b1590,117,145,117,116,131,106,226,246,257
b1591,294,350,328,167,213,129,109,179,178
b1592,70,93,98,35,53,40,284,344,398
b1593,429,552,754,688,528,601,454,482,493
b1594,330,358,595,657,536,555,925,1243,1140
b1595,34,37,60,65,64,48,248,313,298
b1596,175,191,257,241,233,263,376,401,423
b1597,42,65,49,34452,29864,35867,43,54,23
b1598,627,830,792,3670,3852,3785,966,1071,1138
b1599,105,69,58,6,9,13,600,781,740
b1600,195,204,184,23,40,23,708,887,827
b1601,270,298,462,89,124,122,521,681,654
b1602,737,1010,686,1434,1636,1703,1486,1616,1660
b1603,1018,1316,1105,1434,1437,1447,1693,1998,2032
b1604,1505,1741,1567,1044,1055,977,558,629,719
b1605,50,93,86,77,71,66,249,336,348
b1606,79,128,109,126,140,118,121,109,129
b1607,211,224,178,103,122,94,344,437,436
b1608,98,133,177,92,122,89,222,293,326
b1609,129,212,258,206,204,199,217,273,268
b1610,101,186,147,231,257,280,96,116,122
b1611,7517,6522,2023,3663,3355,3311,2323,2694,2445
b1612,7540,6902,2514,3276,3556,2877,3801,4140,3432
b1613,1600,2118,2304,1508,1403,1541,262,287,285
b1614,2486,3578,2086,4602,6784,5100,740,913,995
b1615,14,9,19,19,13,17,320,303,326
b1616,13,27,26,41,42,53,99,118,134
b1617,99,147,128,328,298,337,312,356,349
b1618,1053,1319,1321,1549,1527,1566,602,767,741
b1619,428,782,421,1044,1237,1356,334,398,373
b1620,311,359,576,684,618,643,1772,2337,1665
b1621,112,109,150,104,95,87,1098,1400,1191
b1622,386,483,531,388,401,441,438,490,500
b1623,1426,1630,1503,1047,1131,883,609,750,709
b1624,1257,1629,1533,1190,1146,1022,777,875,990
b1625,18,39,51,42,62,40,151,163,165
b1626,157,204,244,129,145,109,377,404,452
b1627,228,266,292,88,61,39,541,708,753
b1628,151,150,180,76,95,54,584,636,701
b1629,341,338,297,171,166,130,536,601,555
b1630,135,116,93,120,79,90,186,214,254
b1631,115,116,110,93,91,59,121,140,138
b1632,82,101,94,93,68,91,88,114,132
b1633,104,149,136,81,79,66,40,75,66
b1634,581,670,471,615,579,560,1561,1943,1941
b1635,1503,2046,1430,1473,1646,1689,573,704,626
b1636,366,461,403,287,235,207,233,229,272
b1637,2610,3054,2894,2273,2175,1945,1653,1848,2011
b1638,772,856,845,488,424,463,290,366,365
b1639,253,328,349,249,188,252,112,131,125
b1640,390,425,457,340,294,309,399,433,420
b1641,3129,4209,4678,3881,4641,4662,2484,2775,2857
b1642,1457,1806,2141,1262,1255,1377,601,632,560
b1643,39,45,57,25,22,10,102,116,128
b1644,77,74,113,54,47,37,352,458,431
b1645,104,100,127,75,110,78,511,700,659
b1646,816,1302,591,1401,1664,1746,338,405,343
b1647,654,767,720,915,835,777,283,317,282
b1648,36,74,47,102,137,91,42,51,53
b1649,47,46,40,35,33,26,972,1184,1470
b1650,547,424,441,238,303,209,2238,2596,2801
b1651,283,278,229,222,273,218,480,541,573
b1652,301,409,386,130,127,98,613,710,690
b1653,963,1486,934,1109,1108,1103,1486,1624,1735
b1654,1842,2163,3287,1116,987,1334,872,1041,1025
b1655,210,178,168,75,72,42,200,282,260
b1656,10275,12148,5887,6724,10916,11795,2628,2946,2683
b1657,349,443,402,206,256,234,1737,2101,2005
b1658,954,1266,1155,642,629,499,1405,1722,1804
b1659,209,251,243,178,247,222,701,757,852
b1660,370,393,140,64,63,37,155,206,211
b1661,1875,2929,3367,5394,7523,6402,2866,3464,3674
b1662,854,1052,1157,445,558,432,374,414,440
b1663,758,893,1010,544,715,473,2932,3072,3120
b1664,1251,1745,1282,1794,2245,1837,789,911,912
b1665,0,0,0,0,0,0,0,1,1
b1666,1,0,1,0,0,0,7,4,4
b1667,1122,1318,1187,1086,1183,1330,757,935,844
b1668,530,836,388,1329,1950,1432,268,349,318
b1669,53,51,96,40,36,34,136,150,147
b1670,18,28,27,22,23,36,62,82,68
b1671,15,23,50,15,21,9,74,108,77
b1672,30,33,48,35,33,42,59,89,107
b1673,34,42,55,28,24,28,135,214,175
b1674,21,20,33,4,6,4,73,86,85
b1675,31,40,50,42,91,67,109,109,88
b1676,4583,6949,4760,6176,7613,7287,807,878,817
b1677,87157,111087,77493,49164,92997,71772,72360,63398,63578
b1678,917,1588,1149,2011,2948,2813,270,308,292
b1679,103,186,89,303,365,296,24,35,25
b1680,552,1053,474,1950,2198,2037,119,183,165
b1681,567,1144,428,2432,2885,2868,93,131,141
b1682,293,586,237,1244,1658,1624,44,68,53
b1683,638,1221,552,3508,4749,5059,143,147,116
b1684,185,373,193,1111,1521,1950,40,66,42
b1685,312,535,994,306,354,398,25,26,52
b1686,128,190,130,324,377,364,127,146,118
b1687,1129,1597,1404,1839,2566,1997,763,934,931
b1688,439,601,602,792,1027,824,1156,1315,1445
b1689,9,12,4,6,5,10,19,23,38
b1690,4,0,1,3,3,0,24,41,38
b1691,0,5,2,0,0,0,55,82,58
b1692,4,9,7,3,11,3,24,38,31
b1693,139,148,182,169,127,123,136,210,142
b1694,9,5,1,1,9,7,73,100,107
b1695,7,19,11,9,7,6,130,168,173
b1696,36,56,65,33,24,19,80,98,116
b1697,6,8,5,11,4,5,29,55,42
b1698,15,19,15,35,38,32,96,86,104
b1699,12,33,36,22,30,23,51,59,88
b1700,2,2,4,1,1,2,4,2,2
b1701,12,15,20,13,25,21,57,74,85
b1702,9522,11414,10242,9437,9950,9334,3643,4272,4554
b1703,445,559,476,466,477,477,109,117,122
b1704,350,452,460,207,281,221,386,457,477
b1705,10,12,8,4,6,5,45,66,73
b1706,2331,2638,3018,2407,2059,1588,707,869,871
b1707,270,388,383,72,135,85,278,335,375
b1708,239,271,228,270,302,282,395,465,345
b1709,134,216,128,156,168,116,175,255,230
b1710,322,443,320,298,382,281,230,277,259
b1711,156,253,203,147,166,129,568,621,654
b1712,2108,2919,2869,2781,4018,3872,4145,4185,4439
b1713,2741,3885,2556,3870,4626,4378,3449,3951,3818
b1714,688,886,647,602,708,538,947,1214,1108
b1715,18,22,18,9,20,14,18,13,27
b1716,8816,12511,11296,7935,10443,9407,17312,16328,25523
b1717,2311,3313,3081,2385,3089,2823,3777,3590,5233
b1718,15424,19569,20501,12446,14674,12993,38426,36451,55523
b1719,22043,27932,30740,14202,15415,14627,4186,4846,5041
b1722,82,79,66,10,16,14,152,179,198
b1723,1579,2195,1458,1965,2515,2505,603,762,612
b1724,255,400,293,536,683,619,50,57,47
b1725,1384,2009,1698,3305,3446,3615,1107,1640,1022
b1726,489,704,801,781,1110,916,488,577,520
b1727,295,366,464,211,220,187,196,192,197
b1728,94,139,152,45,51,58,601,650,756
b1729,210,307,1131,1823,1860,1668,1114,1200,1332
b1730,7,4,9,5,3,6,31,31,41
b1731,57,57,70,19,29,21,76,83,81
b1732,1505,2371,944,3176,3801,3744,71,92,117
b1733,174,199,359,119,159,116,542,609,618
b1734,38,45,52,18,37,29,231,318,290
b1735,111,191,203,96,85,91,87,121,135
b1736,36,37,45,24,19,25,44,73,60
b1737,77,117,184,96,157,111,317,352,348
b1738,241,244,392,139,133,129,110,133,113
b1739,1247,1592,1080,2223,3048,2423,645,620,700
b1740,615,762,1030,651,749,547,307,380,382
b1741,990,1172,1079,496,527,392,1142,1428,1483
b1742,46,65,95,16,23,16,106,109,101
b1743,788,1162,773,532,841,634,132,165,151
b1744,3189,4778,488,2797,4947,3088,93,111,110
b1745,5913,8830,758,6430,10620,6694,331,428,375
b1746,6004,9288,875,7029,12740,7542,513,679,543
b1747,2437,3815,471,2298,4846,2433,419,415,344
b1748,2961,4803,1037,1898,4376,2098,1349,1858,1324
b1749,686,732,598,271,239,197,705,855,832
b1750,8,9,3,8,2,6,14,16,12
b1751,4,7,2,34,23,20,22,25,23
b1752,21,26,23,47,70,58,23,56,45
b1753,36,61,50,41,52,31,100,85,101
b1754,62,82,92,123,147,132,186,246,246
b1755,43,81,63,90,141,108,133,171,159
b1756,27,30,23,35,41,28,66,84,88
b1757,175,215,208,257,189,169,76,120,104
b1758,225,252,365,205,209,169,291,386,356
b1759,29,40,38,24,20,25,107,137,164
b1760,48,63,64,68,63,63,141,153,150
b1761,929,1087,892,631,822,524,1326,1720,1483
b1762,67,71,82,36,43,21,343,389,466
b1763,2260,2810,2385,1621,1416,1280,1639,1874,1862
b1764,3450,4321,3773,2965,2617,2548,1377,1768,1493
b1765,968,1413,1103,859,1120,911,669,808,577
b1766,1150,1338,1319,1391,1429,1210,738,908,945
b1767,285,385,349,197,160,152,114,156,183
b1768,227,269,289,174,155,127,121,148,153
b1769,13,21,30,23,15,14,431,478,568
b1770,76,89,142,171,129,171,156,209,187
b1771,36,39,43,13,22,16,307,350,335
b1772,7,13,5,9,7,8,83,98,116
b1773,5,18,1,6,8,11,91,100,110
b1774,9,9,6,7,5,7,40,77,52
b1775,14,21,6,13,18,9,144,166,198
b1776,22,35,21,18,32,24,159,198,155
b1777,1346,1455,607,338,483,363,427,464,371
b1778,2016,2262,936,826,1103,789,654,823,612
b1779,23490,29840,25108,18959,20050,19936,3992,3968,2868
b1780,535,589,360,291,350,311,59,82,76
b1781,710,922,1329,982,840,964,547,588,659
b1782,1586,1755,1867,702,497,475,1375,1726,1795
b1783,9354,18114,10702,18863,22017,21193,567,733,664
b1784,2803,5694,4739,4557,5218,5023,91,101,143
b1785,30,37,33,7,36,9,37,42,52
b1786,182,252,349,108,70,63,427,468,484
b1787,266,282,313,184,186,158,224,230,256
b1788,20,17,24,12,15,17,77,85,95
b1789,79,93,117,48,37,33,210,268,251
b1790,99,113,140,122,142,119,432,541,491
b1791,44,49,42,38,60,40,100,124,157
b1792,378,529,436,399,441,447,81,121,89
b1793,113,134,212,146,162,172,281,295,281
b1794,768,979,773,599,612,459,262,389,381
b1795,623,849,630,658,1218,824,160,153,146
b1796,0,1,10,1,1,2,32,37,37
b1797,0,0,5,0,2,0,28,37,28
b1798,55,49,52,44,44,20,309,328,354
b1799,171,304,271,668,692,491,287,324,254
b1800,247,261,254,356,289,399,122,187,136
b1801,9,14,9,6,14,6,70,93,129
b1802,20,40,14,18,12,30,25,33,43
b1803,22,35,31,55,59,58,54,73,76
b1804,851,1077,1245,410,403,288,837,981,1042
b1805,2015,2711,1081,1075,1785,950,5795,6761,5858
b1806,867,1255,1599,1348,2227,1576,3304,3503,3677
b1807,550,596,594,318,267,228,328,399,380
b1808,1240,1487,1436,815,834,630,1180,1408,1349
b1809,798,905,722,286,333,257,254,320,294
b1810,350,521,367,378,528,458,261,307,306
b1811,335,374,434,217,288,177,126,136,172
b1812,169,178,144,94,104,79,306,404,353
b1813,108,118,107,102,136,118,160,165,210
b1814,9590,12233,11186,5995,7138,5136,2789,3292,3678
b1815,291,421,282,212,309,223,214,259,245
