antibiotic_class,treatment,comparison,regulation,gene,gene_id,baseMean,log2FoldChange,FoldChange,pvalue,padj,signal_strength,padj_source
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ivy,b0220,610.5,0.2372,1.179,0.4404,0.7057,0.03590730814462344,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,exuT,b3093,131.9,0.2359,1.178,0.4404,0.7057,0.03571051429728781,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cysI,b2763,70.31,-0.2366,0.8487,0.4428,0.7069,0.03564190153893667,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydgC,b1607,73.03,0.2508,1.19,0.4647,0.7217,0.03552413831131844,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,thrV,b3273,29.65,0.3032,1.234,0.521,0.7636,0.03551505314040205,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybiO,b0808,69.32,0.2106,1.157,0.4028,0.6783,0.035502565326106336,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yafD,b0209,628.3,0.2386,1.18,0.4471,0.7102,0.035460572623408626,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hycB,b2724,4.809,0.4279,1.345,0.6181,0.8273,0.03523199189031625,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wbbJ,b2033,2225.0,-0.1854,0.8794,0.3611,0.6462,0.03515796678742669,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,uidC,b1615,16.02,-0.3901,0.7631,0.5946,0.813,0.035073678163754014,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjbM,b4048,10.73,-0.3358,0.7923,0.5533,0.7864,0.0350429110800742,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insH2,b0552,2025.0,0.1963,1.146,0.3842,0.663,0.03503689437414303,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yqeH,b2846,41.74,-0.2362,0.849,0.449,0.7111,0.03497397370516882,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insI1,b0256,455.9,0.1892,1.14,0.3677,0.6535,0.034955534009386266,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfcC,b2298,57.18,-0.2645,0.8325,0.4837,0.7382,0.03486796619262566,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,trmH,b3651,827.4,0.1596,1.117,0.3198,0.6052,0.03480893247155661,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,beeE,b1151,4.332,0.391,1.311,0.6002,0.8158,0.03457077291639938,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,usg,b2319,967.5,-0.1903,0.8764,0.3765,0.6594,0.03441595618380237,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gph,b3385,1290.0,-0.1891,0.8772,0.3781,0.6595,0.03418648134224117,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hpt,b0125,542.8,-0.2024,0.8691,0.4023,0.6779,0.034172075696728844,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhgO,b4788,1.68,0.5228,1.437,0.676,0.8611,0.0339539835499992,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydgI,b1605,370.0,-0.2727,0.8278,0.5017,0.751,0.03391298917896328,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nudG,b1759,83.02,-0.194,0.8742,0.3925,0.6693,0.033829559949320964,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ynfH,b1590,81.18,-0.2052,0.8674,0.4101,0.6849,0.033729305493728996,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hycA,b2725,2.962,0.444,1.36,0.6372,0.8396,0.0337118411197989,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,phnO,b4093,24.03,-0.2336,0.8505,0.4578,0.7178,0.03363759314624916,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pstS,b3728,520.9,-0.3206,0.8008,0.5483,0.7854,0.033633858442831545,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hrpB,b0148,548.7,-0.1445,0.9047,0.2988,0.5852,0.033624526128002014,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,obgE,b3183,2947.0,-0.2165,0.8607,0.4311,0.7002,0.03350941395811851,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,iclR,b4018,1205.0,-0.1937,0.8744,0.3975,0.6724,0.03338851358654815,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hofM,b3395,30.07,-0.2345,0.85,0.4648,0.7217,0.03321535260767214,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ykgF,b0307,306.2,0.3563,1.28,0.5859,0.807,0.0331809595785263,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nrfC,b4072,6.674,0.3631,1.286,0.5918,0.8106,0.033112323755799686,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ldtE,b1678,283.2,0.1897,1.141,0.392,0.6692,0.033092039644519296,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhiN,b3492,572.1,-0.1886,0.8774,0.3896,0.6685,0.0329858737726166,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sufE,b1679,113.7,-0.2292,0.8531,0.4595,0.7182,0.03294855413891956,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pyrG,b2780,12100.0,-0.2128,0.8629,0.4313,0.7002,0.03293673575190586,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nikB,b3477,25.1,-0.322,0.8,0.5614,0.7904,0.032893288031377914,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,proC,b0386,540.8,0.1415,1.103,0.3001,0.5861,0.032832001424500934,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydjZ,b1752,17.61,0.2699,1.206,0.5083,0.756,0.03278696739422435,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yajD,b0410,605.4,0.1776,1.131,0.3687,0.6539,0.032765186484373085,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,idnO,b4266,34.63,0.2547,1.193,0.4909,0.7439,0.03272524189697512,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cyoA,b0432,25430.0,0.1803,1.133,0.3795,0.6603,0.032500644101676225,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rstA,b1608,1630.0,-0.1819,0.8816,0.3841,0.663,0.03246668918317176,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yceH,b1067,789.2,0.1933,1.143,0.4054,0.6804,0.03232665985499528,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rluA,b0058,493.8,0.2282,1.171,0.4662,0.7226,0.032199486159656815,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tyrU,b3977,11040.0,0.1864,1.138,0.3959,0.672,0.03217836750276697,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yacM,b4727,1.78,0.504,1.418,0.6804,0.8634,0.0321491296625946,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rlmI,b0967,822.0,-0.2176,0.86,0.4502,0.7117,0.03214018023606102,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,frlR,b3375,321.7,0.1579,1.116,0.3429,0.6263,0.0320880571923635,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wecE,b3791,1021.0,0.1579,1.116,0.3438,0.6276,0.03194586457693743,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ycbV,b0943,15.08,-0.271,0.8287,0.5197,0.7626,0.03189756694589637,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yeiE,b2157,367.6,0.1557,1.114,0.3414,0.6245,0.03183559867002897,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,efp,b4147,8983.0,0.1793,1.132,0.3857,0.6648,0.03179150176785342,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,secM,b0097,2443.0,0.1735,1.128,0.372,0.6559,0.0317786710384969,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insH3,b0656,2035.0,0.1778,1.131,0.3843,0.663,0.031734894649631334,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yggT,b2952,790.9,-0.1772,0.8844,0.3827,0.6622,0.031720717939076014,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insH8,b2192,2060.0,0.1839,1.136,0.3976,0.6724,0.031699265093269,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,malE,b4034,46550.0,0.3047,1.235,0.5543,0.787,0.031696499050193026,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygiQ,b4469,2413.0,-0.2338,0.8504,0.4776,0.7319,0.03169118151441682,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tauA,b0365,4.955,0.3936,1.314,0.6255,0.831,0.03164503703857392,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybhS,b0793,167.2,-0.207,0.8664,0.4355,0.7036,0.031603553027417304,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,creC,b4399,166.7,0.2018,1.15,0.4247,0.6973,0.031597911561647485,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rsmH,b0082,1894.0,0.1221,1.088,0.267,0.5521,0.03149963307418911,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ffs,b0455,26.42,-0.3256,0.798,0.5769,0.8005,0.03146554891526829,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pgm,b0688,7066.0,0.1318,1.096,0.2914,0.5775,0.03142744790724082,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,metW,b2815,34.33,-0.3053,0.8093,0.5589,0.7891,0.03140558715544659,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yegT,b2098,78.25,0.206,1.154,0.4366,0.7041,0.03138732507043947,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybdL,b0600,75.87,-0.1827,0.8811,0.3985,0.6737,0.03133916179866567,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ecpR,b0294,12.37,-0.3206,0.8007,0.5726,0.7986,0.03131322454182301,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dmsD,b1591,326.8,-0.1697,0.889,0.3694,0.6539,0.031307726049538916,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ligA,b2411,1114.0,-0.1453,0.9042,0.3243,0.6089,0.03130546996987787,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,atpD,b3732,49350.0,0.1747,1.129,0.383,0.6622,0.03127319088011613,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nhoA,b1463,54.35,0.2169,1.162,0.4593,0.7182,0.031180372568637232,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mzrA,b3096,691.6,-0.2046,0.8678,0.4384,0.7047,0.031098326051658916,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hyi,b0508,9.144,-0.3183,0.802,0.5731,0.7986,0.031088581945297147,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ychN,b1219,32.38,0.2547,1.193,0.5088,0.756,0.030940498685842692,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tgt,b0406,5175.0,-0.177,0.8845,0.392,0.6692,0.030876599984606824,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,trpL,b1265,2.964,-0.3962,0.7599,0.6329,0.8362,0.030780713334456325,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yacC,b0122,706.6,0.2357,1.177,0.4866,0.7403,0.03078059347061502,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wcaK,b2045,21.74,0.2351,1.177,0.4873,0.7408,0.030633301089271304,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yegS,b2086,105.4,-0.2066,0.8666,0.4492,0.7111,0.030591121792920735,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,galF,b2042,5298.0,-0.1882,0.8777,0.4143,0.6878,0.03058961932633581,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yfcF,b2301,191.1,0.1771,1.131,0.3955,0.672,0.030572901742167546,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ppsA,b1702,1667.0,-0.2171,0.8603,0.4667,0.7232,0.03055499756784768,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yidK,b3679,9.266,0.299,1.23,0.5634,0.7916,0.030346770125226765,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,nrdA,b2234,7337.0,0.1936,1.144,0.4241,0.6971,0.03033807198221222,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yccA,b0970,7316.0,-0.1374,0.9091,0.3164,0.6016,0.030323104490015303,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dnaB,b4052,2287.0,0.1329,1.096,0.3084,0.5919,0.030268195617740655,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yieH,b3715,467.3,-0.1545,0.8984,0.3528,0.6376,0.030197286354045366,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tpiA,b3919,6740.0,0.1539,1.113,0.3532,0.6379,0.030048574529044133,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ynfM,b1596,152.5,0.2519,1.191,0.5144,0.7599,0.030037451627878,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,digH,b1491,602.5,-0.2122,0.8632,0.4658,0.7224,0.029967364143783638,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tehB,b1430,357.5,0.1497,1.109,0.3476,0.6311,0.029925302427836087,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yceK,b1050,18.22,0.2806,1.215,0.5455,0.7824,0.029903866996659673,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ryjB,b4624,7.707,0.3604,1.284,0.6141,0.8262,0.029882497293139534,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,aslB,b3800,71.26,-0.2185,0.8595,0.4741,0.7299,0.029876955042369924,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,leuQ,b4370,313.0,0.2073,1.155,0.4568,0.7176,0.029875572253529808,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hcaE,b2538,132.1,0.1659,1.122,0.3819,0.6618,0.029741430047525892,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,intD,b0537,434.1,0.2031,1.151,0.453,0.7139,0.029726247724209506,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pldA,b3821,1891.0,-0.1933,0.8746,0.4348,0.7034,0.02953578304248743,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hscA,b2526,5371.0,-0.1623,0.8936,0.3749,0.6579,0.02951265043773682,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pyrB,b4245,5096.0,0.2807,1.215,0.5496,0.7854,0.02944798523051408,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,allE,b0515,185.9,-0.1945,0.8739,0.4401,0.7057,0.029443387159060957,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fis,b3261,4440.0,-0.2501,0.8408,0.5197,0.7626,0.02943757008549329,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,wcaA,b2059,8.663,0.296,1.228,0.5675,0.7955,0.029410505541150305,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ygiN,b3029,319.9,0.198,1.147,0.4476,0.7104,0.029402415351432162,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymiB,b4672,3.879,-0.389,0.7637,0.6392,0.8408,0.029294538525147722,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cyaR,b4438,221.3,0.2243,1.168,0.4867,0.7403,0.029291841813572122,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,panB,b0134,1581.0,0.1409,1.103,0.3368,0.6199,0.02926188143806329,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,omrA,b4444,27.38,-0.2453,0.8437,0.5141,0.7599,0.029250444161645385,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rlmL,b0948,2403.0,-0.1808,0.8822,0.4173,0.6897,0.02917023114119938,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,eutR,b2437,58.2,0.193,1.143,0.4414,0.7065,0.029121351926376556,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yhcB,b3233,1881.0,0.1545,1.113,0.3632,0.6481,0.02910130768548817,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,phnF,b4102,1.52,-0.4642,0.7249,0.6841,0.8656,0.029097333588650173,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ybhG,b0795,414.9,-0.2325,0.8511,0.4984,0.7497,0.029088653728278846,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,tcyN,b1917,224.5,0.1607,1.118,0.3783,0.6595,0.02905218165890088,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,hflD,b1132,1443.0,-0.1906,0.8763,0.4375,0.7042,0.029029138448068065,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,fkpB,b0028,1252.0,0.1507,1.11,0.3572,0.6424,0.028963706286816885,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lpoA,b3147,2828.0,0.1208,1.087,0.2901,0.5768,0.02886814959326619,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,glrK,b2556,218.3,0.1593,1.117,0.3786,0.6595,0.028799082378736216,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,abrB,b0715,41.09,0.2591,1.197,0.5331,0.7742,0.028798144434721208,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cyoD,b0429,4810.0,0.1556,1.114,0.3681,0.6535,0.02874778589778278,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,garK,b3124,139.9,0.2684,1.204,0.5442,0.7815,0.028737861135862793,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,alkB,b2212,56.5,-0.1943,0.874,0.4505,0.7118,0.028686843773341197,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yraI,b3143,5.922,-0.3288,0.7962,0.6032,0.8183,0.028634353173299317,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ileX,b3069,0.7081,-0.6573,0.6341,0.7552,0.9047,0.028589532784834722,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yibF,b3592,426.7,0.1876,1.139,0.4368,0.7042,0.02857222651027056,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cusS,b0570,243.6,-0.1587,0.8958,0.3842,0.663,0.028325803042162503,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,kefG,b3351,179.9,0.1688,1.124,0.4044,0.6798,0.02829406015029951,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yncE,b1452,2667.0,-0.229,0.8532,0.503,0.7526,0.02826679499769937,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,epd,b2927,5636.0,0.1716,1.126,0.4098,0.6849,0.02820637827838156,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yoeI,b4678,333.2,-0.2755,0.8262,0.5601,0.7901,0.02818859197508631,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,eptA,b4114,83.58,0.1976,1.147,0.4618,0.7201,0.028179180562029907,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yadH,b0128,525.5,0.1332,1.097,0.3317,0.6144,0.028178299224475723,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,cydA,b0733,7833.0,-0.2903,0.8177,0.5759,0.7999,0.028148737222299235,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,asnU,b1986,39.62,-0.2586,0.8359,0.538,0.7785,0.028120521668589634,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,sapD,b1291,768.6,0.135,1.098,0.3366,0.6199,0.028036579092537577,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,chiQ,b0682,18.44,0.2881,1.221,0.5744,0.7994,0.028013650135470802,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydhW,b1672,9.423,0.2844,1.218,0.5703,0.7972,0.027994262715908817,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,gss,b2988,1766.0,0.1902,1.141,0.4516,0.7129,0.027953957481589357,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ynfF,b1588,100.2,-0.2368,0.8486,0.5186,0.7621,0.02793956748680724,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yehY,b2130,75.83,-0.1852,0.8795,0.4422,0.7066,0.0279330431500973,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ulaR,b4191,215.0,0.1886,1.14,0.4496,0.7111,0.027925874008445546,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yejL,b2187,623.5,-0.1544,0.8985,0.3778,0.6595,0.0279132348981599,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yegD,b2069,340.3,-0.2263,0.8548,0.5038,0.7529,0.02789434965706762,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,mfd,b1114,3117.0,-0.1696,0.8891,0.4105,0.6854,0.02782388062408336,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,basR,b4113,199.0,0.2188,1.164,0.4935,0.7463,0.027806538973457515,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjdN,b4107,13.92,0.2456,1.186,0.5285,0.7706,0.0277947964513332,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yebC,b1864,2536.0,-0.1637,0.8928,0.4016,0.6769,0.02774313704227879,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,trpT,b3761,969.8,0.1868,1.138,0.4481,0.7104,0.02773924842246226,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rpsJ,b3321,35660.0,0.159,1.117,0.392,0.6692,0.027736606765833248,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydjA,b1765,600.3,0.1567,1.115,0.3872,0.6655,0.027712699027664264,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yabQ,b0057,283.7,-0.1789,0.8834,0.4305,0.7,0.027711960641449457,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ynfN,b1551,1.807,-0.5908,0.664,0.7431,0.8981,0.027575769373269304,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yedD,b1928,599.7,-0.1452,0.9043,0.3612,0.6462,0.02753471832542802,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rffG,b3788,1523.0,0.1528,1.112,0.3814,0.6615,0.02742303914560618,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ulaG,b4192,70.63,0.2227,1.167,0.5055,0.7538,0.027335059155604365,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,birA,b3973,631.0,-0.1492,0.9017,0.3729,0.6567,0.027248841169890962,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yddE,b1464,271.4,-0.136,0.91,0.3469,0.6305,0.02724282763636235,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yghF,b2970,189.0,-0.2596,0.8353,0.5487,0.7854,0.02723440315582991,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,pdhR,b0113,4226.0,-0.1749,0.8858,0.4272,0.6991,0.02719007605763651,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,lyxK,b3580,27.49,0.2256,1.169,0.512,0.758,0.02714662720940872,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ydgJ,b1624,1691.0,-0.1572,0.8968,0.3971,0.6723,0.027107078910757445,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yacG,b0101,33.75,-0.2496,0.8411,0.5391,0.7791,0.027058336194498298,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,dnaA,b3702,3979.0,0.1744,1.128,0.43,0.6999,0.027025722731260415,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,insH1,b0259,2007.0,0.1767,1.13,0.435,0.7035,0.02698843321710591,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ycdX,b1034,738.0,-0.1366,0.9096,0.35,0.6345,0.026987839829563164,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,yjdM,b4108,271.4,0.2156,1.161,0.4994,0.7497,0.026974252661578147,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ynjI,b1762,81.57,-0.2167,0.8605,0.5013,0.7509,0.026961357992147172,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ymiD,b4772,14.85,-0.2625,0.8336,0.5623,0.7907,0.026771918565655826,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,ytfP,b4222,702.7,0.1491,1.109,0.3819,0.6618,0.02672963966296631,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,purE,b0523,2146.0,-0.2001,0.8705,0.4817,0.7357,0.026673178715895935,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,rplC,b3320,97440.0,0.1647,1.121,0.4172,0.6897,0.02657266077962134,input
aminoglycoside,tobramycin,MG1655_tobramycin_vs_control,not_regulated,eutB,b2441,322.8,-0.1747,0.886,0.4383,0.7047,0.026553653769427234,input
