gene_id,gene,CAZ_2,CAZ_3,CAZ_4,Wu_2,Wu_3,Wu_4
b1560,b1560,14,28,41,3,6,1
b1561,b1561,25,27,27,28,33,25
b1562,b1562,138,210,199,318,388,361
b1563,b1563,139,230,232,287,388,403
b1564,b1564,133,166,158,157,171,180
b1565,b1565,14,13,17,8,3,7
b1566,b1566,28,39,16,3,9,5
b1567,b1567,0,4,3,1,1,2
b1568,b1568,0,1,0,0,0,1
b1569,b1569,0,0,0,0,1,0
b1570,b1570,481,677,751,429,457,473
b1571,b1571,1,3,0,1,5,2
b1572,b1572,0,0,0,0,0,0
b1573,b1573,4,11,10,10,16,5
b1574,b1574,7,6,2,8,11,7
b1575,b1575,0,0,0,0,0,0
b1576,b1576,0,0,0,0,0,0
b1577,b1577,2,2,0,6,17,3
b1578,b1578,0,0,0,0,0,0
b1579,b1579,14,12,23,5,6,7
b1580,b1580,16,5,18,13,7,9
b1581,b1581,9,10,6,11,12,10
b1582,b1582,46,57,78,34,33,21
b1583,b1583,254,321,420,182,141,171
b1584,b1584,217,234,351,92,110,89
b1585,b1585,157,195,225,166,151,111
b1586,b1586,258,348,354,337,475,392
b1587,b1587,313,402,284,167,246,262
b1588,b1588,355,506,354,179,296,225
b1589,b1589,47,71,48,37,52,42
b1590,b1590,117,145,117,116,131,106
b1591,b1591,294,350,328,167,213,129
b1592,b1592,70,93,98,35,53,40
b1593,b1593,429,552,754,688,528,601
b1594,b1594,330,358,595,657,536,555
b1595,b1595,34,37,60,65,64,48
b1596,b1596,175,191,257,241,233,263
b1597,b1597,42,65,49,34452,29864,35867
b1598,b1598,627,830,792,3670,3852,3785
b1599,b1599,105,69,58,6,9,13
b1600,b1600,195,204,184,23,40,23
b1601,b1601,270,298,462,89,124,122
b1602,b1602,737,1010,686,1434,1636,1703
b1603,b1603,1018,1316,1105,1434,1437,1447
b1604,b1604,1505,1741,1567,1044,1055,977
b1605,b1605,50,93,86,77,71,66
b1606,b1606,79,128,109,126,140,118
b1607,b1607,211,224,178,103,122,94
b1608,b1608,98,133,177,92,122,89
b1609,b1609,129,212,258,206,204,199
b1610,b1610,101,186,147,231,257,280
b1611,b1611,7517,6522,2023,3663,3355,3311
b1612,b1612,7540,6902,2514,3276,3556,2877
b1613,b1613,1600,2118,2304,1508,1403,1541
b1614,b1614,2486,3578,2086,4602,6784,5100
b1615,b1615,14,9,19,19,13,17
b1616,b1616,13,27,26,41,42,53
b1617,b1617,99,147,128,328,298,337
b1618,b1618,1053,1319,1321,1549,1527,1566
b1619,b1619,428,782,421,1044,1237,1356
b1620,b1620,311,359,576,684,618,643
b1621,b1621,112,109,150,104,95,87
b1622,b1622,386,483,531,388,401,441
b1623,b1623,1426,1630,1503,1047,1131,883
b1624,b1624,1257,1629,1533,1190,1146,1022
b1625,b1625,18,39,51,42,62,40
b1626,b1626,157,204,244,129,145,109
b1627,b1627,228,266,292,88,61,39
b1628,b1628,151,150,180,76,95,54
b1629,b1629,341,338,297,171,166,130
b1630,b1630,135,116,93,120,79,90
b1631,b1631,115,116,110,93,91,59
b1632,b1632,82,101,94,93,68,91
b1633,b1633,104,149,136,81,79,66
b1634,b1634,581,670,471,615,579,560
b1635,b1635,1503,2046,1430,1473,1646,1689
b1636,b1636,366,461,403,287,235,207
b1637,b1637,2610,3054,2894,2273,2175,1945
b1638,b1638,772,856,845,488,424,463
b1639,b1639,253,328,349,249,188,252
b1640,b1640,390,425,457,340,294,309
b1641,b1641,3129,4209,4678,3881,4641,4662
b1642,b1642,1457,1806,2141,1262,1255,1377
b1643,b1643,39,45,57,25,22,10
b1644,b1644,77,74,113,54,47,37
b1645,b1645,104,100,127,75,110,78
b1646,b1646,816,1302,591,1401,1664,1746
b1647,b1647,654,767,720,915,835,777
b1648,b1648,36,74,47,102,137,91
b1649,b1649,47,46,40,35,33,26
b1650,b1650,547,424,441,238,303,209
b1651,b1651,283,278,229,222,273,218
b1652,b1652,301,409,386,130,127,98
b1653,b1653,963,1486,934,1109,1108,1103
b1654,b1654,1842,2163,3287,1116,987,1334
b1655,b1655,210,178,168,75,72,42
b1656,b1656,10275,12148,5887,6724,10916,11795
b1657,b1657,349,443,402,206,256,234
b1658,b1658,954,1266,1155,642,629,499
b1659,b1659,209,251,243,178,247,222
b1660,b1660,370,393,140,64,63,37
b1661,b1661,1875,2929,3367,5394,7523,6402
b1662,b1662,854,1052,1157,445,558,432
b1663,b1663,758,893,1010,544,715,473
b1664,b1664,1251,1745,1282,1794,2245,1837
b1665,b1665,0,0,0,0,0,0
b1666,b1666,1,0,1,0,0,0
b1667,b1667,1122,1318,1187,1086,1183,1330
b1668,b1668,530,836,388,1329,1950,1432
b1669,b1669,53,51,96,40,36,34
b1670,b1670,18,28,27,22,23,36
b1671,b1671,15,23,50,15,21,9
b1672,b1672,30,33,48,35,33,42
b1673,b1673,34,42,55,28,24,28
b1674,b1674,21,20,33,4,6,4
b1675,b1675,31,40,50,42,91,67
b1676,b1676,4583,6949,4760,6176,7613,7287
b1677,b1677,87157,111087,77493,49164,92997,71772
b1678,b1678,917,1588,1149,2011,2948,2813
b1679,b1679,103,186,89,303,365,296
b1680,b1680,552,1053,474,1950,2198,2037
b1681,b1681,567,1144,428,2432,2885,2868
b1682,b1682,293,586,237,1244,1658,1624
b1683,b1683,638,1221,552,3508,4749,5059
b1684,b1684,185,373,193,1111,1521,1950
b1685,b1685,312,535,994,306,354,398
b1686,b1686,128,190,130,324,377,364
b1687,b1687,1129,1597,1404,1839,2566,1997
b1688,b1688,439,601,602,792,1027,824
b1689,b1689,9,12,4,6,5,10
b1690,b1690,4,0,1,3,3,0
b1691,b1691,0,5,2,0,0,0
b1692,b1692,4,9,7,3,11,3
b1693,b1693,139,148,182,169,127,123
b1694,b1694,9,5,1,1,9,7
b1695,b1695,7,19,11,9,7,6
b1696,b1696,36,56,65,33,24,19
b1697,b1697,6,8,5,11,4,5
b1698,b1698,15,19,15,35,38,32
b1699,b1699,12,33,36,22,30,23
b1700,b1700,2,2,4,1,1,2
b1701,b1701,12,15,20,13,25,21
b1702,b1702,9522,11414,10242,9437,9950,9334
b1703,b1703,445,559,476,466,477,477
b1704,b1704,350,452,460,207,281,221
b1705,b1705,10,12,8,4,6,5
b1706,b1706,2331,2638,3018,2407,2059,1588
b1707,b1707,270,388,383,72,135,85
b1708,b1708,239,271,228,270,302,282
b1709,b1709,134,216,128,156,168,116
b1710,b1710,322,443,320,298,382,281
b1711,b1711,156,253,203,147,166,129
b1712,b1712,2108,2919,2869,2781,4018,3872
b1713,b1713,2741,3885,2556,3870,4626,4378
b1714,b1714,688,886,647,602,708,538
b1715,b1715,18,22,18,9,20,14
b1716,b1716,8816,12511,11296,7935,10443,9407
b1717,b1717,2311,3313,3081,2385,3089,2823
b1718,b1718,15424,19569,20501,12446,14674,12993
b1719,b1719,22043,27932,30740,14202,15415,14627
b1722,b1722,82,79,66,10,16,14
b1723,b1723,1579,2195,1458,1965,2515,2505
b1724,b1724,255,400,293,536,683,619
b1725,b1725,1384,2009,1698,3305,3446,3615
b1726,b1726,489,704,801,781,1110,916
b1727,b1727,295,366,464,211,220,187
b1728,b1728,94,139,152,45,51,58
b1729,b1729,210,307,1131,1823,1860,1668
b1730,b1730,7,4,9,5,3,6
b1731,b1731,57,57,70,19,29,21
b1732,b1732,1505,2371,944,3176,3801,3744
b1733,b1733,174,199,359,119,159,116
b1734,b1734,38,45,52,18,37,29
b1735,b1735,111,191,203,96,85,91
b1736,b1736,36,37,45,24,19,25
b1737,b1737,77,117,184,96,157,111
b1738,b1738,241,244,392,139,133,129
b1739,b1739,1247,1592,1080,2223,3048,2423
b1740,b1740,615,762,1030,651,749,547
b1741,b1741,990,1172,1079,496,527,392
b1742,b1742,46,65,95,16,23,16
b1743,b1743,788,1162,773,532,841,634
b1744,b1744,3189,4778,488,2797,4947,3088
b1745,b1745,5913,8830,758,6430,10620,6694
b1746,b1746,6004,9288,875,7029,12740,7542
b1747,b1747,2437,3815,471,2298,4846,2433
b1748,b1748,2961,4803,1037,1898,4376,2098
b1749,b1749,686,732,598,271,239,197
b1750,b1750,8,9,3,8,2,6
b1751,b1751,4,7,2,34,23,20
b1752,b1752,21,26,23,47,70,58
b1753,b1753,36,61,50,41,52,31
b1754,b1754,62,82,92,123,147,132
b1755,b1755,43,81,63,90,141,108
b1756,b1756,27,30,23,35,41,28
b1757,b1757,175,215,208,257,189,169
b1758,b1758,225,252,365,205,209,169
b1759,b1759,29,40,38,24,20,25
b1760,b1760,48,63,64,68,63,63
b1761,b1761,929,1087,892,631,822,524
b1762,b1762,67,71,82,36,43,21
b1763,b1763,2260,2810,2385,1621,1416,1280
b1764,b1764,3450,4321,3773,2965,2617,2548
b1765,b1765,968,1413,1103,859,1120,911
b1766,b1766,1150,1338,1319,1391,1429,1210
b1767,b1767,285,385,349,197,160,152
b1768,b1768,227,269,289,174,155,127
b1769,b1769,13,21,30,23,15,14
b1770,b1770,76,89,142,171,129,171
b1771,b1771,36,39,43,13,22,16
b1772,b1772,7,13,5,9,7,8
b1773,b1773,5,18,1,6,8,11
b1774,b1774,9,9,6,7,5,7
b1775,b1775,14,21,6,13,18,9
b1776,b1776,22,35,21,18,32,24
b1777,b1777,1346,1455,607,338,483,363
b1778,b1778,2016,2262,936,826,1103,789
b1779,b1779,23490,29840,25108,18959,20050,19936
b1780,b1780,535,589,360,291,350,311
b1781,b1781,710,922,1329,982,840,964
b1782,b1782,1586,1755,1867,702,497,475
b1783,b1783,9354,18114,10702,18863,22017,21193
b1784,b1784,2803,5694,4739,4557,5218,5023
b1785,b1785,30,37,33,7,36,9
b1786,b1786,182,252,349,108,70,63
b1787,b1787,266,282,313,184,186,158
b1788,b1788,20,17,24,12,15,17
b1789,b1789,79,93,117,48,37,33
b1790,b1790,99,113,140,122,142,119
b1791,b1791,44,49,42,38,60,40
b1792,b1792,378,529,436,399,441,447
b1793,b1793,113,134,212,146,162,172
b1794,b1794,768,979,773,599,612,459
b1795,b1795,623,849,630,658,1218,824
b1796,b1796,0,1,10,1,1,2
b1797,b1797,0,0,5,0,2,0
b1798,b1798,55,49,52,44,44,20
b1799,b1799,171,304,271,668,692,491
b1800,b1800,247,261,254,356,289,399
b1801,b1801,9,14,9,6,14,6
b1802,b1802,20,40,14,18,12,30
b1803,b1803,22,35,31,55,59,58
b1804,b1804,851,1077,1245,410,403,288
b1805,b1805,2015,2711,1081,1075,1785,950
b1806,b1806,867,1255,1599,1348,2227,1576
b1807,b1807,550,596,594,318,267,228
b1808,b1808,1240,1487,1436,815,834,630
b1809,b1809,798,905,722,286,333,257
b1810,b1810,350,521,367,378,528,458
b1811,b1811,335,374,434,217,288,177
b1812,b1812,169,178,144,94,104,79
b1813,b1813,108,118,107,102,136,118
b1814,b1814,9590,12233,11186,5995,7138,5136
b1815,b1815,291,421,282,212,309,223
b1816,b1816,3131,3569,3680,2435,2643,2033
b1817,b1817,1557,2123,2701,3109,2459,2748
b1818,b1818,1018,1500,1704,2194,1847,2290
b1819,b1819,1585,2349,2510,3346,2901,3465
b1820,b1820,33,57,39,63,57,57
b1821,b1821,31,36,33,23,27,17
b1822,b1822,382,524,438,175,223,202
b1823,b1823,3226,4200,3484,3864,5238,3345
b1824,b1824,1596,2648,1457,1421,2375,1638
b1825,b1825,363,440,566,123,206,120
b1826,b1826,14,12,24,21,18,20
b1827,b1827,607,772,1019,1244,1396,1258
b1828,b1828,128,147,132,66,87,46
b1829,b1829,3021,4236,4305,2223,3743,2934
b1830,b1830,2947,3598,2953,2583,3109,2289
b1831,b1831,2444,2995,2602,1561,1725,1409
b1832,b1832,488,599,613,396,565,379
b1833,b1833,352,467,558,406,584,399
b1834,b1834,629,847,606,864,1180,729
b1835,b1835,37,42,57,24,29,20
b1836,b1836,607,1013,722,1840,2668,2139
b1837,b1837,173,173,182,339,400,338
b1838,b1838,150,254,235,116,198,148
b1839,b1839,303,268,243,115,145,114
b1840,b1840,418,434,414,276,394,233
b1841,b1841,372,536,395,334,417,314
b1842,b1842,59,69,60,36,32,18
b1843,b1843,270,391,261,102,122,109
b1844,b1844,261,357,333,236,222,196
b1845,b1845,481,755,559,729,844,779
b1846,b1846,1432,2089,1974,225,323,211
b1847,b1847,2058,2777,1579,1197,1761,1370
b1848,b1848,2084,2730,2084,632,804,779
b1849,b1849,457,574,396,244,314,271
b1850,b1850,726,854,780,700,764,776
b1851,b1851,284,332,359,266,255,259
b1852,b1852,1100,1587,1971,1109,1167,1142
b1853,b1853,354,401,791,782,649,680
b1854,b1854,2688,3410,3109,3791,3655,3565
b1855,b1855,666,859,751,541,523,457
b1856,b1856,2002,2638,2987,1511,1734,1322
b1857,b1857,2771,3593,4958,2171,2436,1662
b1858,b1858,1455,2192,3728,1018,1196,1035
b1859,b1859,938,1071,2115,643,674,572
b1860,b1860,1165,1486,1364,559,515,499
b1861,b1861,821,1010,958,493,436,339
b1862,b1862,5,8,14,5,12,10
b1863,b1863,231,344,356,335,312,273
b1864,b1864,717,1170,1170,1112,1062,1066
b1865,b1865,436,548,640,611,552,553
b1866,b1866,3066,3899,3992,3669,3399,3231
b1867,b1867,153,145,185,121,124,96
b1868,b1868,67,76,75,32,43,47
b1869,b1869,324,439,390,390,379,375
b1870,b1870,127,193,171,104,155,126
b1871,b1871,345,488,412,387,408,302
b1872,b1872,69,95,74,65,69,68
b1873,b1873,14,9,10,7,15,11
b1874,b1874,1161,1512,2224,1301,2190,1491
b1875,b1875,196,242,214,184,237,149
b1876,b1876,1447,1850,1621,1002,1078,840
b1877,b1877,11,8,9,2,1,3
b1878,b1878,12,7,8,6,2,5
b1879,b1879,51,69,81,82,99,74
b1880,b1880,3,9,10,7,8,8
b1881,b1881,16,19,25,25,34,25
b1882,b1882,8,6,6,4,13,7
b1883,b1883,5,4,8,2,11,8
b1884,b1884,6,16,23,14,10,9
b1885,b1885,6,19,20,12,10,16
b1886,b1886,7,15,20,8,15,3
b1887,b1887,21,21,34,23,24,18
b1888,b1888,22,17,17,27,18,17
b1889,b1889,2,6,2,4,11,0
b1890,b1890,11,7,4,10,8,5
b1891,b1891,58,76,46,53,41,44
b1892,b1892,56,67,41,33,32,25
b1893,b1893,0,0,0,0,0,0
b1894,b1894,0,0,0,0,0,0
b1895,b1895,166,209,268,265,249,270
b1896,b1896,887,1511,705,1911,3304,2454
b1897,b1897,709,1172,659,1435,2445,1685
b1900,b1900,24,44,40,154,178,169
b1901,b1901,119,156,100,369,485,480
b1902,b1902,498,585,805,389,304,386
b1904,b1904,6,6,10,2,3,4
b1905,b1905,782,997,976,137,168,126
b1906,b1906,29,46,39,80,83,81
b1907,b1907,78,119,113,87,128,85
b1908,b1908,1493,1994,2778,1531,1411,1485
b1909,b1909,3,4,5,2,0,0
b1910,b1910,0,0,0,0,0,0
b1911,b1911,37,40,37,46,47,37
b1912,b1912,875,1026,1136,1364,1356,1363
b1913,b1913,914,1156,1046,1117,1242,1055
b1914,b1914,670,777,1004,309,323,212
b1915,b1915,147,150,148,42,27,24
b1916,b1916,68,85,157,78,136,113
b1917,b1917,289,345,277,329,437,352
b1918,b1918,201,239,176,263,323,242
b1919,b1919,496,593,560,697,724,706
b1920,b1920,807,897,817,1210,997,1113
b1921,b1921,18,7,10,6,3,13
b1922,b1922,2,10,4,0,0,4
b1923,b1923,269,384,521,365,511,402
b1924,b1924,28,27,30,5,19,2
b1925,b1925,3,9,3,1,3,2
b1926,b1926,3,0,6,1,3,1
b1927,b1927,1510,2245,1080,2355,2984,2615
b1928,b1928,762,963,908,575,590,594
b1929,b1929,173,207,211,376,347,320
b1930,b1930,9,15,6,12,26,15
b1931,b1931,32,64,39,68,93,51
b1932,b1932,27,31,24,15,20,11
b1936,b1936,6,2,2,0,3,1
b1937,b1937,5,6,2,3,2,3
b1938,b1938,3,11,6,5,8,5
b1939,b1939,19,26,47,13,23,13
b1940,b1940,8,17,8,4,4,5
b1941,b1941,8,13,18,10,11,12
b1942,b1942,1,0,1,0,3,1
b1943,b1943,3,5,3,5,7,7
b1944,b1944,2,3,1,2,2,2
b1945,b1945,10,6,7,8,14,11
b1946,b1946,0,3,0,3,1,2
b1947,b1947,0,1,2,0,0,1
b1948,b1948,4,4,3,0,2,4
b1949,b1949,0,0,0,0,0,0
b1950,b1950,3,4,6,2,2,3
b1951,b1951,35,49,82,7,3,5
b1952,b1952,100,117,96,79,96,90
b1953,b1953,953,1731,1208,2383,4263,3411
b1954,b1954,9,18,22,10,13,13
b1955,b1955,1246,2122,1469,2229,3508,2751
b1956,b1956,513,662,569,651,822,647
b1957,b1957,83,97,93,160,234,136
b1958,b1958,351,487,495,422,570,371
b1959,b1959,344,336,298,102,90,62
b1960,b1960,101,124,125,58,84,36
b1961,b1961,849,969,972,560,558,438
b1962,b1962,309,393,379,215,240,171
b1963,b1963,36,44,46,32,51,37
b1967,b1967,1198,1799,1562,4545,7269,7072
b1968,b1968,52,72,105,39,50,39
b1969,b1969,66,99,156,43,59,37
b1970,b1970,8,13,14,7,21,14
b1971,b1971,330,441,635,349,508,384
b1972,b1972,42,79,98,53,93,63
b1973,b1973,123,177,310,80,122,70
b1974,b1974,24,54,20,38,55,37
b1975,b1975,95,97,85,91,84,115
b1976,b1976,2192,2612,2683,2899,1918,2243
b1977,b1977,50,47,54,41,41,45
b1978,b1978,452,494,573,358,408,327
b1981,b1981,275,337,374,211,239,196
b1982,b1982,1044,1302,1141,656,752,768
b1983,b1983,259,289,277,200,136,113
b1984,b1984,4,2,11,4,1,2
b1985,b1985,77,107,141,133,176,146
b1986,b1986,30,28,34,9,8,8
b1987,b1987,25,28,48,65,46,47
b1988,b1988,37,81,81,46,60,32
b1989,b1989,4,4,10,0,1,2
b1990,b1990,683,1023,987,1342,1947,1630
b1991,b1991,134,168,120,182,181,128
b1992,b1992,43,48,72,47,82,49
b1993,b1993,103,119,137,97,81,63
b1994,b1994,0,0,0,0,0,0
b1996,b1996,4,10,8,6,18,6
b1997,b1997,0,0,0,0,0,0
b1999,b1999,34,59,81,58,66,59
b2000,b2000,326,349,137,655,694,752
b2001,b2001,22,26,39,35,43,24
b2002,b2002,8,5,3,7,3,5
b2003,b2003,1,2,0,0,1,0
b2004,b2004,2,2,1,0,1,3
b2005,b2005,0,0,1,1,1,0
b2006,b2006,25,21,39,15,26,27
b2007,b2007,1489,2213,2721,1181,1380,1416
b2008,b2008,794,1094,1071,510,712,501
b2009,b2009,1645,2394,2027,1563,2011,1751
b2010,b2010,139,167,193,63,93,73
b2011,b2011,655,857,909,1022,1106,994
b2012,b2012,10,18,58,459,550,464
b2013,b2013,24,31,298,1018,673,807
b2014,b2014,401,627,337,193,185,128
b2015,b2015,368,559,642,596,766,750
b2016,b2016,1384,1850,1833,2305,2587,2511
b2017,b2017,38,48,60,93,143,125
b2018,b2018,0,1,0,0,0,0
b2019,b2019,163,197,238,388,481,450
b2020,b2020,204,257,216,574,532,610
b2021,b2021,173,243,173,436,414,490
b2022,b2022,146,253,183,428,424,390
b2023,b2023,55,113,80,211,218,223
b2024,b2024,107,126,93,253,261,249
b2025,b2025,103,162,125,234,269,258
b2026,b2026,130,207,160,308,355,318
b2027,b2027,5399,6475,7309,1997,2277,1608
b2028,b2028,83,172,193,119,125,84
b2029,b2029,2540,4188,4409,3224,3161,3408
b2030,b2030,0,0,0,0,0,0
b2032,b2032,480,941,679,658,688,736
b2033,b2033,192,345,270,303,287,301
b2034,b2034,448,780,567,534,692,684
b2035,b2035,420,723,473,532,638,648
b2036,b2036,631,1088,639,818,921,895
b2037,b2037,424,746,441,567,621,585
b2038,b2038,160,240,100,185,254,203
b2039,b2039,402,590,312,420,473,406
b2040,b2040,418,592,416,377,475,371
b2041,b2041,858,1015,1003,636,661,530
b2042,b2042,3697,4295,4165,1829,1631,1419
b2043,b2043,45,44,33,20,12,24
b2044,b2044,38,53,86,50,38,36
b2045,b2045,17,15,16,26,27,20
b2046,b2046,12,11,12,10,15,13
b2047,b2047,11,5,11,12,27,15
b2048,b2048,12,17,7,18,26,27
b2049,b2049,29,16,21,20,17,13
b2050,b2050,9,8,14,5,7,5
b2051,b2051,2,3,1,0,5,4
b2052,b2052,4,10,11,8,12,4
b2053,b2053,9,17,6,4,7,5
b2054,b2054,2,4,1,0,0,1
b2055,b2055,1,7,6,3,4,1
b2056,b2056,7,8,4,5,5,4
b2057,b2057,6,10,13,8,12,11
b2058,b2058,1,1,0,4,2,2
b2059,b2059,5,9,2,5,9,2
b2060,b2060,10,26,13,5,4,6
b2061,b2061,0,2,1,0,1,0
b2062,b2062,5,6,10,6,1,3
b2063,b2063,281,442,469,577,616,517
b2064,b2064,928,1082,1096,970,1027,951
b2065,b2065,830,981,1215,958,898,862
b2066,b2066,470,514,584,140,155,80
b2067,b2067,719,940,731,795,1089,882
b2068,b2068,314,459,441,529,517,454
b2069,b2069,154,187,178,163,121,97
b2070,b2070,140,131,191,141,140,154
b2071,b2071,16,14,29,3,7,3
b2072,b2072,12,11,12,3,6,6
b2073,b2073,22,24,53,15,21,18
b2074,b2074,158,251,252,141,179,168
b2075,b2075,143,219,199,310,396,272
b2076,b2076,135,264,164,341,432,379
b2077,b2077,68,95,74,115,161,96
b2078,b2078,66,87,80,129,146,120
b2079,b2079,184,283,259,360,415,369
b2080,b2080,1368,1869,1202,2984,4170,4187
b2081,b2081,494,759,660,559,653,486
b2082,b2082,25,22,17,20,17,24
b2083,b2083,6,8,16,6,9,4
b2085,b2085,7,6,11,6,6,9
b2086,b2086,570,801,518,517,570,509
b2088,b2088,0,0,0,0,0,0
b2089,b2089,3,17,11,2,5,4
b2091,b2091,6728,10743,15805,13000,12469,12353
b2092,b2092,32799,44370,48045,36739,34766,35781
b2093,b2093,2833,4398,4561,3186,3269,3554
b2094,b2094,6641,9296,10768,9580,8547,8955
b2095,b2095,39678,49899,60129,68115,62029,66685
b2096,b2096,39412,48991,65692,76620,73379,77905
b2097,b2097,5363,7727,3196,8498,11450,10311
b2098,b2098,34,38,55,45,51,40
b2099,b2099,40,60,46,49,66,61
b2100,b2100,36,62,38,59,83,61
b2101,b2101,294,306,417,150,129,157
b2102,b2102,128,133,272,68,62,59
b2103,b2103,87,156,147,191,163,224
b2104,b2104,105,179,185,157,177,169
b2105,b2105,39,37,25,15,27,21
b2106,b2106,50,40,36,13,17,14
b2107,b2107,192,256,329,80,109,95
b2108,b2108,0,2,2,1,0,1
b2109,b2109,5,3,7,3,4,4
b2110,b2110,2,7,1,0,2,1
b2111,b2111,37,25,29,9,20,13
b2112,b2112,70,89,41,62,68,59
b2113,b2113,3567,4408,4458,3294,3283,3408
b2114,b2114,2541,3159,3271,1607,1560,1306
b2118,b2118,45,45,66,47,51,42
b2119,b2119,2,8,8,1,1,2
b2120,b2120,21,35,52,20,30,22
b2121,b2121,5,16,19,7,14,9
b2122,b2122,33,43,71,44,59,56
b2123,b2123,9,19,15,6,16,13
b2124,b2124,625,798,888,520,642,615
b2125,b2125,140,183,183,168,143,116
b2126,b2126,286,401,382,289,263,256
b2127,b2127,353,527,335,607,689,512
b2128,b2128,60,108,66,185,273,172
b2129,b2129,48,77,31,135,177,133
b2130,b2130,100,163,61,186,308,181
b2131,b2131,307,459,220,466,610,406
b2132,b2132,580,708,630,462,540,446
b2133,b2133,4469,5384,4542,3777,3494,3573
b2134,b2134,388,455,494,415,488,383
b2135,b2135,503,1016,1420,3821,5145,4264
b2136,b2136,389,494,478,419,472,314
b2137,b2137,146,186,161,396,581,536
b2139,b2139,12,17,12,14,5,14
b2140,b2140,51,87,79,55,49,30
b2141,b2141,31,42,45,41,51,46
b2142,b2142,93,179,183,183,255,235
b2143,b2143,300,468,696,660,523,681
b2144,b2144,40,70,48,41,43,24
b2145,b2145,18,20,14,17,20,6
b2146,b2146,51,67,93,310,493,497
b2147,b2147,58,74,56,328,553,539
b2148,b2148,211,311,50,299,372,359
b2149,b2149,352,420,105,295,390,306
b2150,b2150,6267,6818,1163,3626,3330,4204
b2151,b2151,721,757,625,325,245,199
b2152,b2152,424,430,368,170,206,115
b2153,b2153,2450,2707,2079,1027,1089,955
b2154,b2154,2837,3377,2778,1450,1625,1587
b2155,b2155,218,215,141,109,132,121
b2156,b2156,717,964,746,1006,1422,931
b2157,b2157,1503,1963,1411,1203,1981,1227
b2158,b2158,184,238,240,158,235,178
b2159,b2159,424,506,351,434,473,528
b2160,b2160,238,322,251,293,284,325
b2161,b2161,20,21,15,23,31,19
b2162,b2162,2,10,6,6,8,6
b2163,b2163,14,11,14,5,13,6
b2164,b2164,95,100,152,98,114,70
b2165,b2165,15,20,12,17,15,14
b2166,b2166,19,19,7,11,9,2
b2167,b2167,801,1154,2196,1896,1879,1756
b2168,b2168,454,553,866,802,690,738
b2169,b2169,660,929,1311,1118,936,1058
b2170,b2170,129,179,170,125,86,74
b2171,b2171,439,527,521,168,118,107
b2172,b2172,1842,2167,1844,420,377,394
b2173,b2173,102,110,108,78,82,52
b2174,b2174,30,35,32,18,18,20
b2175,b2175,1502,1672,1876,387,338,208
b2176,b2176,276,341,411,185,225,168
b2177,b2177,435,665,632,637,714,663
b2178,b2178,146,192,152,142,180,140
b2179,b2179,109,143,140,112,148,123
b2180,b2180,238,345,220,277,258,253
b2181,b2181,1325,1604,1028,528,786,552
b2182,b2182,526,567,595,455,583,408
b2183,b2183,655,903,1009,471,461,393
b2184,b2184,378,503,490,484,489,489
b2185,b2185,2884,3521,3390,1343,2354,1296
b2186,b2186,777,786,720,347,349,346
b2187,b2187,158,238,211,181,148,218
b2188,b2188,1098,1615,1692,1252,1290,1054
b2189,b2189,2,4,3,3,4,2
b2190,b2190,232,301,422,257,327,263
b2192,b2192,0,0,0,0,0,0
b2193,b2193,550,665,518,232,355,258
b2194,b2194,161,236,306,286,295,340
b2195,b2195,39,51,79,83,80,111
b2196,b2196,94,151,262,217,245,252
b2197,b2197,37,48,121,82,84,82
b2198,b2198,0,0,2,2,0,0
b2199,b2199,93,117,300,138,105,114
b2200,b2200,68,64,171,64,41,57
b2201,b2201,104,137,321,143,112,120
b2202,b2202,79,93,356,111,98,158
b2203,b2203,5,13,123,26,19,59
b2204,b2204,18,14,258,75,24,166
b2205,b2205,30,31,339,92,44,192
b2206,b2206,140,170,1439,932,155,1582
b2207,b2207,1,3,7,4,0,10
b2208,b2208,40,49,244,233,25,244
b2209,b2209,1900,2217,1980,1013,1006,1110
b2210,b2210,620,574,464,70,82,59
b2211,b2211,392,423,489,234,226,156
b2212,b2212,50,80,84,129,126,102
b2213,b2213,302,417,377,649,784,603
b2214,b2214,173,150,185,150,154,130
b2215,b2215,103069,122622,66805,156387,159620,173642
b2216,b2216,2479,2953,3368,2086,2093,1975
b2217,b2217,2523,3263,3303,2022,2206,2040
b2218,b2218,1196,1582,1666,1456,1350,1341
b2219,b2219,158,177,199,307,249,323
b2220,b2220,113,112,93,192,170,178
b2221,b2221,3,1,0,3,0,1
b2222,b2222,1,2,2,0,1,4
b2223,b2223,5,7,6,6,10,7
b2224,b2224,29,31,43,22,49,17
b2225,b2225,15,19,21,12,34,22
b2226,b2226,24,34,17,36,34,24
b2229,b2229,2,1,1,2,1,2
b2230,b2230,61,60,98,39,43,57
b2231,b2231,10752,12761,13146,6317,6185,5315
b2232,b2232,730,943,845,673,589,505
b2233,b2233,249,332,383,291,371,274
b2234,b2234,1445,1932,1285,498,611,453
b2235,b2235,767,936,576,495,536,486
b2236,b2236,30,38,20,29,25,22
b2237,b2237,600,724,581,543,551,519
b2238,b2238,6,12,8,0,3,2
b2239,b2239,233,286,244,307,291,287
b2240,b2240,62,67,42,226,63,118
b2241,b2241,19,24,26,724,186,463
b2242,b2242,31,22,15,238,52,71
b2243,b2243,21,24,19,83,23,55
b2244,b2244,18,22,14,13,18,15
