gene_id,gene,CAZ_2,CAZ_3,CAZ_4,Wu_2,Wu_3,Wu_4
b4287,b4287,97,110,100,121,39,55
b4288,b4288,42,89,61,101,60,61
b4289,b4289,129,142,97,155,57,83
b4290,b4290,382,307,309,414,177,219
b4291,b4291,1781,1577,1604,1837,576,845
b4292,b4292,81,60,69,110,98,72
b4293,b4293,62,78,67,115,101,99
b4294,b4294,8,4,2,9,12,15
b4295,b4295,674,925,1054,1024,1101,1104
b4296,b4296,17,13,17,4,6,6
b4297,b4297,73,125,135,105,145,143
b4298,b4298,27,34,22,9,23,18
b4299,b4299,14,16,19,12,13,15
b4300,b4300,40,57,47,48,40,50
b4301,b4301,47,51,43,49,64,52
b4302,b4302,25,32,10,47,50,50
b4303,b4303,35,24,28,72,77,77
b4304,b4304,29,48,48,154,128,149
b4305,b4305,48,79,68,119,102,119
b4306,b4306,113,146,151,55,49,52
b4307,b4307,51,84,107,29,30,30
b4308,b4308,13,11,11,1,3,5
b4309,b4309,3,2,7,2,4,2
b4310,b4310,31,27,27,19,37,26
b4311,b4311,4,12,7,1,0,0
b4312,b4312,15,21,9,7,11,6
b4313,b4313,13,7,13,8,9,5
b4314,b4314,468,586,323,1008,1233,1210
b4315,b4315,30,29,20,118,143,120
b4316,b4316,13,9,7,32,73,45
b4317,b4317,18,26,11,44,86,59
b4318,b4318,9,12,4,10,12,5
b4319,b4319,5,3,2,6,14,6
b4320,b4320,37,37,57,33,76,38
b4321,b4321,50,53,51,103,97,102
b4322,b4322,187,190,191,322,236,322
b4323,b4323,192,191,246,418,364,417
b4324,b4324,547,636,905,873,960,1022
b4325,b4325,6,4,2,5,1,4
b4326,b4326,18,25,18,71,81,71
b4327,b4327,126,189,136,87,134,78
b4328,b4328,307,346,188,185,230,150
b4329,b4329,13,18,4,4,15,7
b4330,b4330,31,27,11,10,35,10
b4331,b4331,306,420,504,247,223,230
b4332,b4332,37,37,31,21,42,27
b4333,b4333,10,23,23,15,9,9
b4334,b4334,23,38,24,117,111,137
b4335,b4335,120,114,115,311,427,389
b4336,b4336,112,206,185,364,508,312
b4337,b4337,92,116,271,178,200,126
b4339,b4339,69,87,78,56,44,43
b4340,b4340,248,239,258,50,104,54
b4341,b4341,0,0,0,1,0,0
b4342,b4342,57,60,88,22,24,17
b4345,b4345,36,41,27,23,22,23
b4346,b4346,116,115,120,84,92,88
b4347,b4347,27,27,48,13,11,17
b4348,b4348,200,239,120,147,144,110
b4349,b4349,478,568,450,316,354,260
b4350,b4350,3567,3756,4145,4938,4373,4672
b4351,b4351,154,195,218,273,257,350
b4352,b4352,228,296,317,273,262,211
b4353,b4353,1,0,1,1,3,2
b4354,b4354,98,118,102,515,516,611
b4355,b4355,95,109,100,88,120,99
b4356,b4356,144,109,211,107,122,77
b4357,b4357,62,58,92,270,212,236
b4358,b4358,2,5,3,2,7,7
b4359,b4359,690,818,748,899,773,871
b4360,b4360,258,362,348,123,163,100
b4361,b4361,394,553,574,338,342,337
b4362,b4362,363,536,532,335,373,359
b4363,b4363,21,28,56,28,40,28
b4364,b4364,86,102,136,44,47,46
b4365,b4365,3,1,5,0,0,1
b4366,b4366,7,16,37,9,11,6
b4367,b4367,526,563,545,1209,705,807
b4368,b4368,22,6,28,3,0,2
b4369,b4369,0,0,0,0,0,0
b4370,b4370,0,0,1,0,0,0
b4371,b4371,731,903,732,396,336,305
b4372,b4372,131,166,174,72,106,73
b4373,b4373,78,99,87,66,79,32
b4374,b4374,335,419,331,321,383,327
b4375,b4375,1254,1470,1090,749,796,582
b4376,b4376,4545,6992,2548,8037,13505,10862
b4377,b4377,166,299,288,667,828,728
b4378,b4378,102,198,162,531,551,496
b4379,b4379,171,228,544,177,103,173
b4380,b4380,611,728,1063,731,430,697
b4381,b4381,836,1331,2050,1119,1352,1330
b4382,b4382,1199,1859,2795,1787,2259,2132
b4383,b4383,4119,5846,6347,6729,8770,8576
b4384,b4384,2739,3996,3098,4058,5457,4995
b4385,b4385,115,173,209,205,258,229
b4386,b4386,246,291,264,269,257,251
b4387,b4387,85,124,118,118,110,92
b4388,b4388,274,417,336,354,350,295
b4389,b4389,426,517,372,657,734,591
b4390,b4390,584,913,488,1489,1958,1571
b4391,b4391,3118,4018,2799,3665,3999,3802
b4392,b4392,1319,1654,1387,1481,1759,1476
b4393,b4393,215,370,376,462,581,548
b4394,b4394,183,188,207,145,146,115
b4395,b4395,438,596,742,625,581,549
b4396,b4396,4182,5421,5470,5421,5055,5696
b4397,b4397,99,167,156,93,108,68
b4398,b4398,39,49,54,67,57,61
b4399,b4399,69,116,88,137,122,110
b4400,b4400,52,78,88,67,71,38
b4401,b4401,7222,9385,7514,7019,11770,8031
b4402,b4402,23,56,57,34,68,53
b4403,b4403,126,172,189,76,119,72
b4406,b4406,125,123,207,168,241,208
b4407,b4407,0,0,0,0,2,3
b4408,b4408,39988,49622,71442,47015,60311,45020
b4409,b4409,54,38,57,35,80,75
b4410,b4410,4,5,3,4,4,4
b4411,b4411,364,568,290,582,1032,701
b4412,b4412,0,0,0,0,0,0
b4413,b4413,20,29,34,13,21,20
b4414,b4414,6,15,12,25,43,24
b4415,b4415,1,1,3,0,1,2
b4417,b4417,3,5,10,0,0,0
b4418,b4418,2,3,5,4,2,2
b4419,b4419,0,0,0,0,0,1
b4420,b4420,0,0,3,0,2,2
b4421,b4421,0,0,0,0,1,0
b4422,b4422,0,2,0,0,0,1
b4423,b4423,0,0,0,0,0,0
b4424,b4424,0,2,1,0,2,0
b4425,b4425,0,0,0,0,0,0
b4426,b4426,7,8,13,8,7,7
b4427,b4427,0,0,0,0,0,0
b4428,b4428,4,5,4,2,0,1
b4429,b4429,98,112,134,104,155,118
b4430,b4430,18,16,46,17,14,26
b4431,b4431,2,3,1,0,2,0
b4432,b4432,458,533,549,355,409,433
b4433,b4433,8,14,10,7,22,18
b4435,b4435,0,1,0,0,1,0
b4436,b4436,69,74,89,66,52,43
b4437,b4437,52,98,86,42,32,25
b4438,b4438,1,7,2,2,1,2
b4439,b4439,2,16,15,2,6,7
b4440,b4440,276,317,355,106,169,115
b4441,b4441,13,11,14,10,15,17
b4442,b4442,7,5,9,11,15,17
b4443,b4443,622,983,2088,1251,1671,1626
b4444,b4444,2,3,3,1,4,4
b4445,b4445,4,10,5,8,20,10
b4446,b4446,71,94,155,116,140,129
b4447,b4447,17,27,37,24,19,14
b4449,b4449,2,2,2,1,4,1
b4450,b4450,19,26,23,20,16,11
b4451,b4451,0,0,0,0,1,3
b4452,b4452,6,9,10,42,71,42
b4453,b4453,90,87,88,93,100,96
b4454,b4454,26,11,18,19,30,30
b4455,b4455,0,0,0,0,0,0
b4456,b4456,78,96,115,79,113,97
b4457,b4457,2330,4022,2329,4407,7107,5818
b4458,b4458,1,4,1,1,0,0
b4459,b4459,5,3,5,3,1,3
b4460,b4460,72,91,70,154,166,202
b4461,b4461,284,396,391,278,315,265
b4462,b4462,3,6,3,0,2,2
b4463,b4463,7,18,12,12,19,20
b4464,b4464,126,148,76,99,80,100
b4465,b4465,10,7,14,9,8,2
b4466,b4466,115,141,198,205,259,213
b4467,b4467,651,1451,428,401,595,462
b4468,b4468,522,1016,348,331,423,348
b4469,b4469,1622,2054,1925,791,701,591
b4470,b4470,68,44,83,68,57,63
b4471,b4471,233,309,2672,105,66,57
b4472,b4472,679,909,852,872,1064,875
b4473,b4473,163,203,247,135,203,164
b4474,b4474,17,26,21,17,16,16
b4475,b4475,76,108,130,186,259,165
b4476,b4476,41,38,36,53,72,49
b4477,b4477,18,23,54,64,56,45
b4478,b4478,46,47,99,89,113,102
b4479,b4479,72,109,200,152,176,229
b4480,b4480,161,133,184,161,146,177
b4481,b4481,145,189,171,173,199,148
b4482,b4482,12,2,19,5,4,10
b4483,b4483,252,284,332,173,172,143
b4484,b4484,6022,9578,12268,730,2237,1279
b4485,b4485,310,419,193,515,660,625
b4486,b4486,106,147,217,87,101,105
b4487,b4487,311,309,450,232,187,227
b4488,b4488,154,206,229,348,341,316
b4490,b4490,126,151,108,227,169,157
b4491,b4491,35,35,22,15,19,19
b4492,b4492,445,516,809,437,593,485
b4493,b4493,7489,10085,7664,5388,6975,4835
b4494,b4494,5,4,4,5,3,4
b4495,b4495,0,0,0,1,0,0
b4496,b4496,136,246,291,250,350,196
b4497,b4497,5,0,2,5,3,2
b4498,b4498,778,1046,1482,982,1036,946
b4499,b4499,54,35,42,13,15,13
b4500,b4500,81,77,108,76,74,66
b4501,b4501,6,6,12,3,5,11
b4502,b4502,51,90,67,9,8,5
b4503,b4503,1,0,3,3,0,0
b4504,b4504,0,0,0,0,0,0
b4505,b4505,40,48,57,62,85,70
b4506,b4506,2,1,5,3,4,2
b4508,b4508,3,4,3,2,4,1
b4509,b4509,0,0,0,0,0,0
b4510,b4510,0,0,0,0,0,0
b4511,b4511,0,0,0,1,1,0
b4512,b4512,622,938,411,1204,1354,1187
b4513,b4513,0,0,0,0,0,0
b4514,b4514,0,0,1,0,1,2
b4515,b4515,0,0,0,0,0,0
b4516,b4516,0,0,2,0,0,0
b4517,b4517,6,2,12,1,2,0
b4518,b4518,779,1880,858,2727,4488,3588
b4519,b4519,3,1,0,0,0,0
b4520,b4520,2,1,3,3,4,4
b4521,b4521,1,1,1,0,3,1
b4522,b4522,17,13,17,4,9,5
b4523,b4523,128,171,169,50,74,50
b4524,b4524,9,13,9,4,7,3
b4525,b4525,7,7,1,4,3,8
b4526,b4526,0,1,0,0,0,0
b4527,b4527,2,12,3,1,0,6
b4528,b4528,0,0,0,0,0,0
b4529,b4529,633,670,661,1155,1351,1134
b4532,b4532,16,29,21,17,15,13
b4533,b4533,2,0,0,2,0,0
b4535,b4535,66,64,51,41,36,29
b4536,b4536,345,384,368,85,86,80
b4537,b4537,73,83,80,17,29,23
b4538,b4538,20,29,51,13,19,6
b4539,b4539,28,40,45,79,73,73
b4541,b4541,2,3,3,0,0,0
b4542,b4542,263,234,139,89,108,92
b4543,b4543,40,50,29,26,33,23
b4544,b4544,7,2,6,8,11,5
b4545,b4545,0,0,0,0,0,0
b4546,b4546,8,16,10,22,38,56
b4547,b4547,97,169,126,239,355,192
b4548,b4548,0,0,0,0,0,0
b4550,b4550,16,16,34,9,19,7
b4551,b4551,31,54,66,33,42,42
b4552,b4552,0,0,0,0,0,0
b4553,b4553,42,56,61,41,36,19
b4554,b4554,1508,2153,2813,1812,2757,2392
b4555,b4555,16,22,23,22,18,11
b4556,b4556,24,15,35,15,16,12
b4557,b4557,9,9,7,5,4,4
b4558,b4558,326,403,353,547,484,462
b4559,b4559,0,3,0,0,0,0
b4561,b4561,6,6,11,13,6,17
b4565,b4565,2,7,4,7,10,10
b4566,b4566,56,65,91,32,26,22
b4567,b4567,6,4,4,6,10,1
b4568,b4568,817,1451,797,1132,1786,1357
b4569,b4569,11,5,5,9,4,4
b4570,b4570,5,9,16,6,8,7
b4571,b4571,290,704,667,539,534,539
b4572,b4572,23,16,16,25,28,17
b4573,b4573,57,91,79,31,25,29
b4575,b4575,487,576,652,410,557,424
b4576,b4576,5,8,14,7,6,3
b4577,b4577,0,2,0,0,0,0
b4578,b4578,3,6,11,6,2,1
b4579,b4579,1,0,0,1,3,0
b4580,b4580,36,76,84,51,55,43
b4581,b4581,116,179,215,377,401,348
b4582,b4582,55,78,69,60,81,67
b4585,b4585,15,12,35,19,19,8
b4586,b4586,0,1,1,0,1,2
b4587,b4587,50,87,74,77,78,51
b4588,b4588,0,0,0,0,1,1
b4589,b4589,1,2,7,4,3,1
b4590,b4590,0,0,0,0,0,0
b4592,b4592,0,2,0,1,2,2
b4593,b4593,0,0,1,0,0,0
b4594,b4594,0,0,1,0,2,0
b4595,b4595,208,227,282,85,125,100
b4596,b4596,37,34,29,31,29,28
b4597,b4597,3,16,14,2,3,8
b4598,b4598,180,237,144,67,65,48
b4599,b4599,35,44,51,33,44,21
b4600,b4600,13,13,30,11,9,6
b4601,b4601,0,0,0,188,187,181
b4602,b4602,43,91,85,81,103,78
b4603,b4603,0,0,0,0,0,0
b4606,b4606,546,479,476,146,229,250
b4608,b4608,0,0,0,0,0,0
b4609,b4609,0,0,0,0,0,0
b4611,b4611,6,11,11,7,7,11
b4613,b4613,1217,1612,1514,320,516,365
b4614,b4614,0,0,1,0,0,0
b4615,b4615,1,2,0,0,3,0
b4616,b4616,5,3,2,2,7,1
b4618,b4618,1474,1954,1970,678,970,829
b4620,b4620,6,9,8,12,13,7
b4621,b4621,0,1,1,1,0,0
b4622,b4622,1,0,1,0,0,0
b4623,b4623,13,21,22,12,8,10
b4624,b4624,106,207,252,192,195,235
b4625,b4625,3,9,5,4,3,3
b4626,b4626,0,4,2,0,1,2
b4627,b4627,0,0,0,0,0,0
b4628,b4628,0,0,0,0,0,0
b4629,b4629,6,4,6,4,1,0
b4630,b4630,0,0,0,0,0,0
b4631,b4631,0,2,3,0,0,0
b4632,b4632,4,2,5,0,2,0
b4633,b4633,0,0,0,0,0,0
b4634,b4634,0,2,2,0,3,0
b4635,b4635,5,0,1,0,3,0
b4636,b4636,0,0,1,0,0,0
b4637,b4637,34,29,31,16,14,11
b4638,b4638,52,56,86,14,24,11
b4639,b4639,7,12,36,3,1,3
b4640,b4640,19,37,93,20,27,25
b4641,b4641,29,49,85,25,37,18
b4642,b4642,47,48,49,22,13,13
b4643,b4643,0,2,2,0,1,0
b4644,b4644,3,0,0,0,0,1
b4645,b4645,23,35,23,8,9,11
b4646,b4646,4,13,17,2,4,3
b4647,b4647,0,0,0,0,0,0
b4648,b4648,4,4,3,7,9,2
b4649,b4649,4,0,0,0,1,0
b4650,b4650,0,0,1,0,0,0
b4651,b4651,2,0,1,0,3,1
b4652,b4652,3,0,2,1,1,0
b4653,b4653,0,1,0,0,0,0
b4654,b4654,0,0,2,0,0,0
b4655,b4655,3,0,0,0,0,0
b4656,b4656,238,376,377,291,320,370
b4657,b4657,2,2,6,1,2,0
b4658,b4658,207,303,198,639,822,610
b4659,b4659,202,211,251,118,157,114
b4660,b4660,9,9,48,10,29,23
b4661,b4661,111,110,214,62,109,79
b4662,b4662,0,0,0,0,0,0
b4663,b4663,13,25,7,0,4,7
b4664,b4664,0,0,1,0,0,0
b4665,b4665,3,2,6,1,4,1
b4666,b4666,3,6,2,2,4,6
b4667,b4667,11,27,32,13,17,4
b4668,b4668,7,13,19,4,3,1
b4669,b4669,0,0,0,0,0,0
b4670,b4670,14,15,32,5,6,4
b4671,b4671,1,0,0,0,3,0
b4672,b4672,7,12,17,13,6,4
b4673,b4673,0,0,0,0,0,0
b4674,b4674,0,1,0,0,0,0
b4675,b4675,8,4,5,1,1,0
b4676,b4676,0,0,0,0,0,0
b4677,b4677,3,5,3,6,2,3
b4678,b4678,1,3,0,2,1,0
b4679,b4679,52,81,98,162,230,137
b4680,b4680,135,170,123,32,58,42
b4682,b4682,0,1,0,0,0,0
b4683,b4683,0,0,0,0,0,0
b4684,b4684,1,0,0,0,0,0
b4685,b4685,4,1,6,1,0,0
b4686,b4686,242,260,369,258,251,194
b4687,b4687,109,158,154,35,79,61
b4688,b4688,9,11,15,16,18,17
b4689,b4689,0,0,0,0,0,0
b4690,b4690,60,83,48,42,61,47
b4691,b4691,47,56,68,106,136,129
b4692,b4692,1,0,0,2,2,0
b4693,b4693,1,5,1,13,26,14
b4694,b4694,13,34,30,14,23,20
b4695,b4695,0,0,0,0,0,0
b4696,b4696,255,240,281,280,363,367
b4697,b4697,0,0,1,0,0,0
b4698,b4698,2,0,1,0,0,0
b4699,b4699,1,2,0,3,3,3
b4700,b4700,1,2,0,0,2,2
b4701,b4701,0,0,0,3,0,0
b4702,b4702,26,29,54,19,19,29
b4703,b4703,21,32,12,39,28,22
b4704,b4704,32,120,79,720,1299,934
b4705,b4705,331,392,299,465,691,691
b4706,b4706,0,0,0,0,0,0
b4707,b4707,0,0,0,0,0,0
b4708,b4708,4,4,2,3,4,5
b4712,b4712,42,30,40,29,31,40
b4713,b4713,0,1,1,2,1,1
b4714,b4714,0,0,0,0,0,1
